,illumination,date,dist_to_moon,feels_like_19-1,pressure_19-1,rain_1h_19-1,weather_id_19-1,feels_like_07,pressure_07,rain_1h_07,weather_id_07,open_d-1,high_d-1,low_d-1,close_d-1,result,daily_policy_index_d-1
386,81.35,2002-07-29,405020.57 ,25.19,1017.0,0.0,801.0,20.63,1019,0.0,721,"3,965.90","4,029.50","3,854.20","4,016.70","4,202.70",41.96
387,73.42,2002-07-30,405504.57 ,24.24,1016.0,0.0,803.0,20.77,1013,0.0,721,"4,016.60","4,202.70","4,016.60","4,202.70","4,180.90",217.15
388,64.67,2002-07-31,404998.05 ,21.23,1009.0,0.0,721.0,16.98,1007,2.13,501,"4,202.70","4,271.30","4,133.70","4,180.90","4,246.20",406.36
389,55.37,2002-08-01,403508.67 ,16.8,1009.0,0.0,721.0,12.19,1012,0.0,802,"4,180.90","4,306.10","4,169.40","4,246.20","4,044.50",217.91
390,45.77,2002-08-02,401079.81 ,17.94,1012.0,0.0,803.0,15.17,1011,0.0,802,"4,246.20","4,282.40","4,043.50","4,044.50","4,075.60",103.83
391,18.24,2002-08-05,389237.68 ,16.63,1013.0,0.26,500.0,13.9,1014,0.0,803,"4,044.50","4,102.50","4,023.30","4,075.60","3,996.40",199.29
392,10.75,2002-08-06,384371.76 ,17.53,1015.0,0.3,520.0,15.88,1016,0.0,802,"4,075.50","4,080.90","3,946.40","3,996.40","4,131.00",278.5
393,4.89,2002-08-07,379455.21 ,19.82,1017.0,0.0,801.0,17.27,1018,0.0,800,"3,996.40","4,136.10","3,900.70","4,131.00","4,094.40",216.39
394,1.17,2002-08-08,374772.43 ,19.8,1015.0,0.0,801.0,15.01,1013,0.16,500,"4,131.00","4,206.90","4,069.00","4,094.40","4,240.50",282.49
395,0.01,2002-08-09,370605.36 ,13.25,1008.0,0.0,801.0,14.68,1003,0.41,500,"4,094.40","4,240.50","4,094.40","4,240.50","4,322.40",266.64
396,13.14,2002-08-12,363501.36 ,14.15,1006.0,0.0,803.0,14.46,1011,0.0,300,"4,240.50","4,322.40","4,190.40","4,322.40","4,221.60",284.01
397,22.17,2002-08-13,363402.57 ,18.99,1018.0,0.0,800.0,14.87,1020,0.0,801,"4,322.40","4,322.40","4,212.70","4,221.60","4,271.70",318.58
398,32.59,2002-08-14,364490.32 ,20.65,1020.0,0.0,802.0,18.09,1021,0.0,802,"4,221.60","4,271.70","4,162.50","4,271.70","4,171.10",173.64
399,43.72,2002-08-15,366683.63 ,20.46,1017.0,0.0,800.0,20.48,1016,0.0,801,"4,271.70","4,271.70","4,158.30","4,171.10","4,327.50",313.85
400,54.95,2002-08-16,369836.22 ,22.38,1016.0,0.0,802.0,16.36,1019,0.0,804,"4,171.10","4,345.70","4,171.10","4,327.50","4,330.00",258.68
401,83.98,2002-08-19,382901.15 ,22.81,1010.0,0.0,801.0,19.48,1012,0.5,500,"4,327.50","4,382.30","4,285.90","4,330.00","4,426.90",145.84
402,90.83,2002-08-20,387633.67 ,20.11,1013.0,0.0,804.0,17.21,1014,0.5,500,"4,330.00","4,432.30","4,307.70","4,426.90","4,368.90",159.63
403,95.84,2002-08-21,392148.79 ,17.84,1016.0,0.0,802.0,12.34,1018,0.0,800,"4,426.80","4,452.40","4,361.50","4,368.90","4,364.80",214.95
404,98.91,2002-08-22,396236.62 ,17.75,1019.0,0.0,804.0,14.31,1020,0.0,804,"4,368.90","4,466.40","4,348.90","4,364.80","4,434.70",431.97
405,100,2002-08-23,399722.09 ,15.81,1018.0,0.0,802.0,14.64,1019,0.0,721,"4,364.80","4,437.20","4,364.80","4,434.70","4,389.80",344.8
406,79.13,2002-08-28,404482.36 ,17.82,1020.0,0.0,801.0,13.76,1020,0.0,801,"4,389.80","4,464.00","4,358.30","4,449.70","4,274.00",182.57
407,70.92,2002-08-29,402615.73 ,18.98,1019.0,0.0,804.0,15.49,1019,0.0,721,"4,449.70","4,449.70","4,274.00","4,274.00","4,209.30",134.18
408,61.87,2002-08-30,399856.37 ,19.76,1019.0,0.0,801.0,17.21,1018,0.0,300,"4,274.00","4,274.00","4,179.30","4,209.30","4,227.30",134.56
409,32.34,2002-09-02,387394.30 ,12.39,1030.0,0.0,802.0,10.96,1030,0.0,803,"4,209.30","4,259.30","4,173.50","4,227.30","4,180.90",304.35
410,22.84,2002-09-03,382478.43 ,14.83,1025.0,0.0,801.0,15.69,1019,0.0,802,"4,227.30","4,227.30","4,156.20","4,180.90","4,028.70",265.13
411,14.28,2002-09-04,377605.74 ,15.63,1013.0,0.0,803.0,12.43,1011,0.0,721,"4,180.90","4,180.90","3,991.00","4,028.70","4,027.00",389.51
412,7.24,2002-09-05,373066.73 ,15.95,1012.0,0.0,804.0,14.1,1013,0.0,721,"4,028.60","4,071.60","3,990.30","4,027.00","4,011.00",495.04
413,2.34,2002-09-06,369145.08 ,17.32,1013.0,0.0,804.0,14.41,1013,0.0,802,"4,026.90","4,064.70","3,918.60","4,011.00","4,107.20",540.26
414,4.57,2002-09-09,363310.24 ,12.12,1009.0,0.0,802.0,11.91,1009,0.0,802,"4,011.00","4,138.30","3,981.90","4,107.20","4,062.40",477.81
415,10.99,2002-09-10,363749.02 ,7.99,1006.0,0.43,501.0,9.95,1018,0.0,800,"4,107.20","4,107.20","4,035.50","4,062.40","4,175.50",252.58
416,19.54,2002-09-11,365382.06 ,15.02,1023.0,0.0,801.0,9.78,1026,0.0,800,"4,062.40","4,177.60","4,062.40","4,175.50","4,210.70",494.79
417,29.56,2002-09-12,368091.28 ,15.6,1026.0,0.0,804.0,14.39,1026,0.0,721,"4,175.50","4,246.40","4,129.40","4,210.70","4,084.90",357.15
418,40.34,2002-09-13,371692.79 ,15.7,1024.0,0.0,800.0,13.38,1025,0.0,721,"4,210.70","4,210.70","4,078.70","4,084.90","4,008.00",479.27
419,71.63,2002-09-16,385408.15 ,11.78,1024.0,0.0,803.0,7.28,1023,0.0,804,"4,084.90","4,085.30","3,927.80","4,008.00","4,044.30",374.45
420,80.29,2002-09-17,390078.86 ,12.56,1021.0,0.0,804.0,10.62,1020,0.0,803,"4,008.00","4,068.40","3,973.70","4,044.30","4,025.20",178.37
421,87.59,2002-09-18,394400.29 ,13.42,1019.0,0.0,804.0,10.39,1018,0.0,803,"4,044.30","4,150.20","4,014.70","4,025.20","3,865.40",259.72
422,93.31,2002-09-19,398182.69 ,13.63,1016.0,0.0,804.0,11.27,1016,0.0,803,"4,025.10","4,025.10","3,865.40","3,865.40","3,813.50",264.45
423,97.32,2002-09-20,401277.01 ,14.22,1018.0,0.0,801.0,12.07,1021,0.0,803,"3,865.40","3,896.90","3,781.60","3,813.50","3,860.10",168.81
424,98.51,2002-09-23,405503.79 ,8.66,1018.0,0.0,801.0,7.05,1021,0.0,800,"3,813.50","4,064.10","3,755.60","3,860.10","3,739.40",130.59
425,95.35,2002-09-24,405073.96 ,10.07,1023.0,0.0,801.0,6.12,1025,0.0,801,"3,860.10","3,925.20","3,717.80","3,739.40","3,671.10",282.97
426,90.56,2002-09-25,403714.35 ,10.56,1025.0,0.0,801.0,7.05,1023,0.0,802,"3,739.40","3,761.10","3,609.90","3,671.10","3,696.30",358.11
427,84.28,2002-09-26,401459.01 ,12.69,1020.0,0.0,804.0,9.3,1017,0.0,801,"3,671.10","3,771.50","3,624.20","3,696.30","3,850.60",522.57
428,76.68,2002-09-27,398374.85 ,9.95,1022.0,0.0,802.0,8.85,1025,0.0,804,"3,696.20","3,850.60","3,696.20","3,850.60","3,907.20",241.38
429,48.17,2002-09-30,385441.14 ,11.71,1025.0,0.0,804.0,9.09,1023,0.0,804,"3,850.60","3,920.30","3,831.20","3,907.20","3,721.80",346.54
430,37.74,2002-10-01,380560.38 ,12.33,1021.0,0.0,802.0,9.76,1021,0.0,801,"3,907.20","3,907.20","3,669.70","3,721.80","3,797.40",267.04
431,27.5,2002-10-02,375820.87 ,15.95,1020.0,0.0,802.0,14.57,1019,0.5,500,"3,721.80","3,806.40","3,690.40","3,797.40","3,905.30",378.52
432,18.02,2002-10-03,371507.31 ,13.99,1020.0,0.0,802.0,12.33,1022,0.36,300,"3,797.40","3,925.60","3,797.40","3,905.30","3,880.30",227.15
433,9.94,2002-10-04,367893.64 ,12.74,1025.0,0.0,802.0,5.84,1029,0.0,741,"3,905.20","3,961.50","3,855.50","3,880.30","3,813.80",187.98
434,0.24,2002-10-07,363332.59 ,10.36,1021.0,0.0,801.0,8.85,1020,0.0,803,"3,880.30","3,886.20","3,793.70","3,813.80","3,780.90",170.58
435,2.98,2002-10-08,364250.12 ,10.91,1017.0,0.0,802.0,8.4,1013,0.0,804,"3,813.80","3,813.80","3,733.40","3,780.90","3,730.50",386.84
436,8.5,2002-10-09,366350.62 ,8.05,1010.0,0.0,803.0,4.49,1007,0.0,721,"3,780.90","3,840.50","3,723.90","3,730.50","3,742.40",426.56
437,16.26,2002-10-10,369489.39 ,7.42,1005.0,0.0,803.0,9.67,1008,0.0,721,"3,730.50","3,778.30","3,704.30","3,742.40","3,777.30",49.2
438,25.57,2002-10-11,373455.52 ,8.57,1011.0,0.0,803.0,6.49,1013,0.0,721,"3,742.40","3,780.40","3,663.40","3,777.30","3,953.40",127.57
439,56.62,2002-10-14,387655.80 ,3.77,998.0,1.53,500.0,5.62,1001,0.0,804,"3,777.30","3,953.40","3,777.30","3,953.40","3,931.60",170.73
440,66.41,2002-10-15,392247.74 ,7.96,1011.0,0.0,804.0,6.52,1005,0.77,500,"3,953.40","3,992.60","3,908.10","3,931.60","4,130.30",286.28
441,75.34,2002-10-16,396374.03 ,8.04,991.0,0.38,500.0,5.23,1000,0.0,804,"3,931.60","4,130.30","3,931.60","4,130.30","4,057.70",284.71
442,83.17,2002-10-17,399859.48 ,5.31,1001.0,0.0,804.0,0.27,1004,0.0,800,"4,130.30","4,179.60","4,031.60","4,057.70","4,170.70",332.11
443,89.68,2002-10-18,402574.67 ,3.43,1006.0,0.0,804.0,0.66,1007,0.5,500,"4,057.70","4,189.00","4,057.70","4,170.70","4,130.50",252.97
444,99.82,2002-10-21,405395.40 ,2.18,1006.0,0.0,802.0,9.82,995,0.24,500,"4,170.70","4,197.50","4,075.40","4,130.50","4,133.80",118.05
445,99.72,2002-10-22,404482.16 ,12.78,992.0,0.0,802.0,12.32,983,0.4,500,"4,130.50","4,156.30","4,086.50","4,133.80","4,118.90",97.18
446,99.72,2002-10-22,404482.16 ,11.96,980.0,0.0,801.0,12.32,983,0.4,721,"4,130.50","4,156.30","4,086.50","4,133.80","4,118.90",97.18
447,97.81,2002-10-23,402668.32 ,11.96,980.0,0.0,801.0,1.82,996,0.0,800,"4,133.80","4,184.60","4,108.80","4,118.90","4,006.90",182.91
448,94.13,2002-10-24,400009.73 ,2.15,1006.0,0.0,800.0,-0.71,1009,0.0,800,"4,118.90","4,166.60","4,006.90","4,006.90","4,103.70",167.63
449,88.75,2002-10-25,396594.63 ,6.97,1003.0,0.0,801.0,9.67,993,0.55,501,"4,006.90","4,107.70","4,006.90","4,103.70","4,051.10",497.68
450,63.99,2002-10-28,383275.74 ,3.59,1019.0,0.0,801.0,3.26,1028,0.0,802,"4,103.70","4,103.70","4,019.80","4,051.10","4,090.50",213.55
451,53.66,2002-10-29,378498.58 ,6.71,1028.0,0.0,802.0,5.7,1019,0.5,500,"4,051.10","4,147.90","4,051.10","4,090.50","3,935.90",112.15
452,42.86,2002-10-30,373973.30 ,10.5,1010.0,0.0,802.0,7.73,1014,0.0,721,"4,090.50","4,090.50","3,919.40","3,935.90","4,002.70",262.83
453,32.07,2002-10-31,369969.04 ,8.2,1016.0,0.14,500.0,9.13,1018,0.0,721,"3,935.90","4,002.70","3,934.60","4,002.70","4,039.70",312.63
454,21.87,2002-11-01,366738.29 ,10.41,1019.0,0.0,721.0,11.28,1014,0.0,802,"4,002.70","4,073.00","3,978.70","4,039.70","3,997.00",236.29
455,1.5,2002-11-04,363522.74 ,6.92,1007.0,0.3,520.0,3.91,1015,0.0,802,"4,039.70","4,039.70","3,953.30","3,997.00","4,141.50",125.63
456,0,2002-11-05,364876.88 ,5.85,1021.0,0.0,801.0,7.16,1022,0.0,721,"3,997.00","4,143.40","3,997.00","4,141.50","4,146.10",198.77
457,1.52,2002-11-06,367374.52 ,10.35,1022.0,0.0,300.0,10.12,1013,0.0,803,"4,141.50","4,146.10","4,083.10","4,146.10","4,103.70",231.56
458,5.83,2002-11-07,370854.04 ,6.26,1013.0,0.0,804.0,1.47,1017,0.0,800,"4,146.10","4,192.40","4,101.00","4,103.70","4,081.30",261.63
459,12.43,2002-11-08,375089.56 ,1.64,1018.0,0.0,801.0,3.61,1015,0.53,500,"4,103.70","4,147.10","4,073.40","4,081.30","4,034.60",593.86
460,40.01,2002-11-11,389562.27 ,10.04,999.0,0.0,804.0,4.21,1002,0.0,801,"4,081.30","4,091.60","4,026.20","4,034.60","4,015.60",410.85
461,50.02,2002-11-12,394050.95 ,8.14,1006.0,0.0,804.0,7.06,1001,0.76,500,"4,034.60","4,044.00","3,961.00","4,015.60","4,085.10",179.62
462,59.78,2002-11-13,397981.34 ,4.72,998.0,0.0,804.0,8.09,988,0.0,802,"4,015.60","4,085.10","4,013.90","4,085.10","4,029.40",448.46
463,68.98,2002-11-14,401187.54 ,5.88,987.0,0.0,801.0,1.4,971,0.42,500,"4,085.00","4,085.00","3,986.90","4,029.40","4,053.10",408.31
464,77.39,2002-11-15,403552.59 ,6.82,983.0,0.3,520.0,5.89,988,0.0,801,"4,029.40","4,064.00","3,985.40","4,053.10","4,091.60",225.9
465,95.59,2002-11-18,405050.51 ,5.23,1011.0,0.0,801.0,-0.74,1013,0.0,741,"4,053.10","4,117.40","4,053.10","4,091.60","4,116.00",209.34
466,98.66,2002-11-19,403665.01 ,2.78,1013.0,0.0,721.0,3.02,1011,0.0,741,"4,091.60","4,164.70","4,087.00","4,116.00","4,096.50",160.91
467,99.96,2002-11-20,401398.62 ,2.44,1011.0,0.0,803.0,1.89,1005,0.5,500,"4,116.00","4,116.90","4,070.70","4,096.50","4,094.90",232.64
468,99.39,2002-11-21,398332.29 ,6.49,999.0,0.13,500.0,6.84,986,0.0,802,"4,096.50","4,118.40","4,069.30","4,094.90","4,190.00",309.15
469,96.89,2002-11-22,394580.87 ,5.89,988.0,0.0,802.0,5.33,990,0.0,801,"4,094.90","4,194.80","4,094.90","4,190.00","4,175.20",249.8
470,78.3,2002-11-25,380914.92 ,5.21,1004.0,0.0,801.0,4.09,1004,0.0,741,"4,190.00","4,224.80","4,162.80","4,175.20","4,122.20",267.36
471,68.98,2002-11-26,376285.76 ,4.33,1006.0,0.0,721.0,3.69,1011,0.0,741,"4,175.20","4,197.70","4,108.00","4,122.20","4,071.00",308.9
472,58.58,2002-11-27,372034.96 ,5.12,1012.0,0.0,803.0,2.85,1009,0.0,802,"4,122.20","4,142.10","4,058.30","4,071.00","4,144.20",326.29
473,47.55,2002-11-28,368410.97 ,4.34,1004.0,0.51,500.0,6.84,1004,0.0,801,"4,071.00","4,146.20","4,060.90","4,144.20","4,185.40",131.36
474,36.39,2002-11-29,365636.75 ,6.57,1005.0,0.0,800.0,5.7,1008,0.0,803,"4,144.20","4,202.20","4,138.90","4,185.40","4,169.40",570.25
475,8.37,2002-12-02,363903.98 ,2.65,998.0,0.0,800.0,3.77,995,0.0,803,"4,185.40","4,206.80","4,130.30","4,169.40","4,154.30",226.82
476,2.95,2002-12-03,365685.80 ,3.41,1002.0,0.0,802.0,4.38,1006,0.0,801,"4,169.40","4,218.60","4,149.80","4,154.30","4,075.40",299.21
477,0.27,2002-12-04,368539.86 ,4.8,1012.0,0.0,802.0,4.55,1012,0.23,500,"4,154.30","4,154.30","4,070.60","4,075.40","4,048.60",153.09
478,0.44,2002-12-05,372292.24 ,1.13,1014.0,0.0,800.0,-0.87,1021,0.0,800,"4,075.40","4,075.40","4,023.00","4,048.60","4,032.40",450.69
479,3.3,2002-12-06,376711.21 ,1.97,1029.0,0.0,803.0,3.83,1031,0.0,802,"4,048.60","4,109.90","4,019.60","4,032.40","4,013.50",380.82
480,23.73,2002-12-09,391209.79 ,-2.88,1024.0,0.0,721.0,-4.51,1024,0.0,803,"4,032.40","4,050.40","3,931.90","4,013.50","3,933.90",405.89
481,32.84,2002-12-10,395550.51 ,-4.46,1024.0,0.0,803.0,-6.92,1020,0.0,801,"4,013.50","4,039.80","3,933.90","3,933.90","3,925.00",319.86
482,42.36,2002-12-11,399266.89 ,-3.19,1020.0,0.0,721.0,-5.5,1019,0.0,721,"3,933.90","3,985.60","3,912.10","3,925.00","3,974.90",570.21
483,51.97,2002-12-12,402200.69 ,-3.57,1018.0,0.0,721.0,-2.84,1016,0.0,721,"3,925.00","3,995.00","3,919.90","3,974.90","3,935.30",282.19
484,61.36,2002-12-13,404242.37 ,1.43,1019.0,0.0,701.0,0.66,1019,0.0,801,"3,974.90","3,982.30","3,916.00","3,935.30","3,878.10",320.65
485,85.75,2002-12-16,404546.74 ,2.77,1006.0,0.24,300.0,2.07,1012,0.0,300,"3,935.30","3,961.80","3,839.40","3,878.10","3,984.00",319.1
486,91.77,2002-12-17,402726.93 ,1.65,1017.0,0.5,500.0,-0.27,1023,0.0,802,"3,878.10","3,987.90","3,846.80","3,984.00","3,908.70",100.79
487,96.3,2002-12-18,400036.81 ,-0.87,1028.0,0.0,802.0,-1.15,1031,0.0,802,"3,984.00","3,999.80","3,906.10","3,908.70","3,835.20",268.88
488,99.12,2002-12-19,396581.93 ,-1.84,1032.0,0.0,802.0,-3.67,1029,0.0,801,"3,908.70","3,911.40","3,827.80","3,835.20","3,841.40",198.14
489,99.99,2002-12-20,392505.55 ,-2.72,1023.0,0.0,804.0,-0.36,1018,0.0,300,"3,835.20","3,907.20","3,803.40","3,841.40","3,889.90",264.87
490,89.89,2002-12-23,378519.65 ,7.79,1010.0,0.0,801.0,6.76,1009,0.0,804,"3,841.40","3,893.30","3,841.40","3,889.90","3,936.90",454.81
491,82.43,2002-12-24,374060.18 ,9.7,1002.0,0.0,804.0,7.42,1001,0.5,500,"3,889.90","3,936.90","3,887.60","3,936.90","3,942.10",148.64
492,19.51,2002-12-30,364550.80 ,7.62,996.0,0.71,500.0,7.79,998,0.0,802,"3,942.10","3,944.10","3,822.20","3,829.40","3,900.60",530.8
493,11.18,2002-12-31,366778.74 ,2.49,1001.0,1.67,501.0,-0.05,1011,0.5,310,"3,829.40","3,903.70","3,805.10","3,900.60","3,940.40",236.31
494,0,2003-01-03,378513.53 ,4.16,990.0,0.0,804.0,2.87,994,0.0,803,"3,940.40","4,009.50","3,915.80","4,009.50","4,005.00",209.72
495,10.39,2003-01-06,392793.51 ,-2.8,1014.0,0.0,801.0,-5.05,1015,0.0,721,"4,009.50","4,027.60","3,991.20","4,005.00","4,001.40",667.91
496,17.37,2003-01-07,396918.48 ,-4.42,1021.0,0.0,801.0,-5.21,1020,0.0,801,"4,004.90","4,025.50","3,930.90","4,001.40","3,957.40",244.6
497,25.45,2003-01-08,400374.03 ,-5.83,1018.0,0.0,801.0,-9.12,1016,0.0,802,"4,001.40","4,015.40","3,925.40","3,957.40","3,924.80",889.79
498,34.27,2003-01-09,403013.22 ,-5.57,1017.0,0.0,801.0,-5.77,1020,0.0,802,"3,957.40","3,957.40","3,906.80","3,924.80","3,934.00",571.75
499,43.53,2003-01-10,404734.00 ,-3.42,1025.0,0.0,802.0,-2.33,1026,0.0,802,"3,924.80","3,942.50","3,865.80","3,934.00","3,974.10",306.72
500,71.17,2003-01-13,403962.18 ,-1.84,1033.0,0.0,803.0,1.16,1029,0.0,804,"3,934.00","3,997.20","3,926.00","3,974.10","3,948.30",279.3
501,79.44,2003-01-14,401764.54 ,2.06,1030.0,0.0,803.0,4.57,1029,0.0,802,"3,974.10","4,020.20","3,921.90","3,948.30","3,945.60",169.13
502,86.76,2003-01-15,398705.90 ,3.32,1027.0,0.0,802.0,2.6,1021,0.0,801,"3,948.30","3,983.80","3,924.30","3,945.60","3,887.80",299.0
503,92.79,2003-01-16,394911.71 ,3.5,1020.0,0.0,800.0,1.33,1027,0.0,802,"3,945.60","3,963.20","3,880.10","3,887.80","3,881.80",203.86
504,97.18,2003-01-17,390550.52 ,3.09,1025.0,0.0,802.0,1.72,1017,0.0,802,"3,887.80","3,900.80","3,863.10","3,881.80","3,820.60",289.67
505,97.54,2003-01-20,376307.63 ,3.81,998.0,0.12,521.0,3.38,993,0.61,500,"3,881.80","3,881.80","3,820.60","3,820.60","3,778.60",377.9
506,92.86,2003-01-21,372027.22 ,4.47,987.0,0.0,801.0,2.8,982,0.0,803,"3,820.60","3,853.40","3,774.10","3,778.60","3,736.70",256.34
507,85.93,2003-01-22,368401.49 ,4.03,980.0,0.0,802.0,2.69,988,0.0,802,"3,778.60","3,815.00","3,736.70","3,736.70","3,678.00",365.45
508,77.08,2003-01-23,365641.12 ,1.79,1000.0,0.0,801.0,-0.14,1019,0.0,802,"3,736.70","3,752.80","3,658.40","3,678.00","3,622.20",202.04
509,66.8,2003-01-24,363906.61 ,0.85,1033.0,0.0,800.0,-2.73,1037,0.0,801,"3,678.00","3,721.70","3,622.20","3,622.20","3,603.70",411.85
510,33.2,2003-01-27,365520.84 ,9.63,1028.0,0.0,801.0,6.24,1030,0.0,741,"3,622.20","3,665.20","3,583.70","3,603.70","3,480.80",606.16
511,23.06,2003-01-28,368216.92 ,5.18,1024.0,0.0,803.0,-1.98,1022,0.0,800,"3,603.70","3,603.70","3,460.30","3,480.80","3,490.00",477.64
512,14.34,2003-01-29,371776.60 ,-2.04,1010.0,0.0,803.0,-2.74,1007,0.0,802,"3,480.80","3,538.50","3,464.10","3,490.00","3,483.80",472.19
513,7.49,2003-01-30,375993.08 ,-3.92,1015.0,0.0,802.0,-3.44,1008,0.0,802,"3,490.00","3,493.70","3,391.50","3,483.80","3,578.70",374.02
514,2.77,2003-01-31,380626.41 ,-8.31,1012.0,0.0,802.0,-7.75,1021,0.0,800,"3,483.80","3,579.60","3,483.80","3,578.70","3,567.40",394.65
515,2.21,2003-02-03,394490.65 ,-0.68,1000.0,0.0,801.0,-2.43,995,0.0,803,"3,578.70","3,580.50","3,510.60","3,567.40","3,689.40",682.39
516,6.13,2003-02-04,398323.16 ,-2.53,993.0,0.0,802.0,-4.81,995,0.0,801,"3,567.40","3,698.90","3,567.40","3,689.40","3,590.10",576.43
517,11.68,2003-02-05,401449.57 ,-4.26,1006.0,0.0,801.0,-4.63,1010,0.0,800,"3,689.40","3,689.40","3,590.10","3,590.10","3,678.70",426.69
518,18.57,2003-02-06,403741.31 ,-2.6,1017.0,0.0,800.0,-5.54,1019,0.0,721,"3,590.10","3,678.70","3,569.00","3,678.70","3,597.00",164.03
519,26.51,2003-02-07,405108.84 ,1.2,1017.0,0.22,310.0,5.22,1018,0.0,803,"3,678.70","3,689.70","3,563.90","3,597.00","3,599.20",287.69
520,53.9,2003-02-10,403300.99 ,3.34,1018.0,0.0,300.0,2.42,1021,0.0,721,"3,597.00","3,639.10","3,568.40","3,599.20","3,579.10",414.44
521,72.48,2003-02-12,397415.61 ,2.94,1026.0,0.0,300.0,3.33,1027,0.0,300,"3,579.10","3,675.00","3,579.10","3,669.20","3,616.10",735.53
522,80.96,2003-02-13,393351.71 ,0.03,1029.0,0.0,300.0,-4.7,1028,0.0,721,"3,669.20","3,669.20","3,613.30","3,616.10","3,610.80",736.31
523,88.4,2003-02-14,388773.21 ,-4.14,1027.0,0.0,721.0,-6.7,1028,0.0,721,"3,616.10","3,640.70","3,568.70","3,610.80","3,611.90",596.64
524,99.98,2003-02-17,374406.61 ,-4.74,1037.0,0.0,721.0,-6.18,1038,0.0,803,"3,610.80","3,683.60","3,601.50","3,611.90","3,692.40",546.94
525,98.96,2003-02-18,370318.48 ,-5.79,1035.0,0.0,802.0,-7.37,1030,0.0,721,"3,611.90","3,692.40","3,611.90","3,692.40","3,729.50",191.74
526,95.21,2003-02-19,367010.43 ,-4.77,1022.0,0.0,800.0,-5.22,1016,0.0,721,"3,692.40","3,747.00","3,669.60","3,729.50","3,658.30",396.86
527,88.91,2003-02-20,364680.71 ,-4.97,1011.0,0.0,804.0,-1.36,1010,0.0,721,"3,729.50","3,738.50","3,657.90","3,658.30","3,687.30",517.25
528,80.46,2003-02-21,363465.01 ,0.1,1015.0,0.0,800.0,-3.41,1019,0.0,721,"3,658.30","3,724.70","3,655.80","3,687.30","3,727.10",365.38
529,80.46,2003-02-21,363465.01 ,1.99,1022.0,0.0,800.0,-3.41,1019,0.0,741,"3,658.30","3,724.70","3,655.80","3,687.30","3,727.10",365.38
530,48.13,2003-02-24,366780.17 ,6.06,1025.0,0.0,804.0,3.1,1024,0.0,721,"3,687.20","3,727.10","3,660.20","3,727.10","3,701.80",431.44
531,37.11,2003-02-25,369946.29 ,3.73,1020.0,0.0,803.0,-0.72,1017,0.0,721,"3,727.10","3,746.50","3,699.80","3,701.80","3,621.50",446.83
532,26.9,2003-02-26,373863.61 ,2.89,1014.0,0.0,801.0,1.95,1011,0.0,721,"3,701.80","3,701.80","3,592.10","3,621.50","3,593.30",656.93
533,17.93,2003-02-27,378301.72 ,4.94,1009.0,0.0,801.0,3.72,1010,0.0,802,"3,621.50","3,652.00","3,558.80","3,593.30","3,569.90",1228.82
534,10.56,2003-02-28,383011.16 ,5.04,1013.0,0.0,801.0,4.78,1017,0.0,802,"3,593.30","3,627.40","3,535.10","3,569.90","3,655.60",458.38
535,0.05,2003-03-03,396336.18 ,3.17,1016.0,0.0,800.0,-1.91,1018,0.0,803,"3,569.90","3,655.60","3,553.60","3,655.60","3,684.70",455.42
536,0.58,2003-03-04,399813.54 ,2.58,1017.0,0.0,802.0,4.43,1014,0.0,802,"3,655.60","3,714.90","3,640.80","3,684.70","3,625.30",446.49
537,2.99,2003-03-05,402544.47 ,6.77,1014.0,0.0,803.0,6.12,1012,0.0,802,"3,684.70","3,684.70","3,612.60","3,625.30","3,563.50",791.12
538,7.12,2003-03-06,404424.89 ,9.43,1010.0,0.74,500.0,-0.25,1015,0.0,701,"3,625.30","3,625.30","3,558.80","3,563.50","3,555.40",632.45
539,12.77,2003-03-07,405384.13 ,4.57,1020.0,0.0,804.0,1.67,1017,0.0,802,"3,563.50","3,590.30","3,526.10","3,555.40","3,491.60",753.65
540,36.56,2003-03-10,402482.09 ,4.94,1016.0,0.0,803.0,4.07,1019,0.0,804,"3,555.40","3,555.40","3,467.20","3,491.60","3,436.10",451.93
541,45.99,2003-03-11,399661.22 ,5.05,1019.0,0.0,801.0,4.95,1013,0.0,803,"3,491.60","3,502.40","3,434.50","3,436.10","3,452.70",427.44
542,55.75,2003-03-12,396044.31 ,4.14,1014.0,0.0,801.0,1.79,1025,0.0,801,"3,436.00","3,468.50","3,400.30","3,452.70","3,287.00",683.83
543,65.53,2003-03-13,391778.64 ,-0.61,1036.0,0.0,802.0,-0.63,1039,0.0,803,"3,452.70","3,466.40","3,277.50","3,287.00","3,486.90",797.58
544,74.98,2003-03-14,387061.66 ,-2.53,1036.0,0.0,802.0,-1.1,1035,0.0,721,"3,287.00","3,489.10","3,287.00","3,486.90","3,601.80",445.73
545,96.46,2003-03-17,372779.73 ,1.08,1040.0,0.0,801.0,-2.99,1038,0.0,721,"3,486.90","3,612.90","3,486.90","3,601.80","3,722.30",603.66
546,99.51,2003-03-18,368917.60 ,4.68,1035.0,0.0,721.0,-0.16,1035,0.0,804,"3,601.80","3,774.30","3,525.30","3,722.30","3,747.30",366.22
547,99.74,2003-03-19,365937.31 ,2.1,1033.0,0.0,803.0,-2.67,1032,0.0,741,"3,722.30","3,810.80","3,714.00","3,747.30","3,765.40",648.9
548,97,2003-03-20,364026.92 ,6.78,1029.0,0.0,721.0,-0.12,1028,0.0,721,"3,747.30","3,828.30","3,716.50","3,765.40","3,765.70",436.88
