,illumination,date,dist_to_moon,feels_like_19-1,pressure_19-1,rain_1h_19-1,weather_id_19-1,feels_like_07,pressure_07,rain_1h_07,weather_id_07,open_d-1,high_d-1,low_d-1,close_d-1,result,daily_policy_index_d-1
3010,95.36,2013-02-28,377919.06 ,-0.51,1033.0,0.0,800.0,-3.09,1030,0.0,803,"6,270.40","6,335.90","6,269.30","6,325.90","6,360.80",399.79
3011,89.61,2013-03-01,373491.27 ,-0.6,1029.0,0.0,803.0,0.2,1028,0.0,701,"6,325.90","6,372.00","6,325.90","6,360.80","6,378.60",332.59
3012,61.68,2013-03-04,364418.83 ,-0.68,1021.0,0.0,803.0,-3.04,1016,0.0,721,"6,360.80","6,391.70","6,308.60","6,378.60","6,345.60",366.09
3013,50.37,2013-03-05,363388.20 ,0.4,1010.0,0.0,800.0,-1.64,1005,0.0,701,"6,378.60","6,379.30","6,333.20","6,345.60","6,432.00",187.91
3014,39.01,2013-03-06,363510.11 ,6.36,1002.0,0.0,800.0,5.48,1000,0.0,701,"6,345.60","6,437.30","6,344.80","6,432.00","6,427.60",276.74
3015,28.19,2013-03-07,364779.62 ,6.59,999.0,0.0,800.0,5.46,997,0.2,500,"6,432.00","6,461.00","6,418.70","6,427.60","6,439.20",346.47
3016,28.19,2013-03-07,364779.62 ,7.53,995.0,0.0,701.0,5.46,997,0.2,701,"6,432.00","6,461.00","6,418.70","6,427.60","6,439.20",346.47
3017,18.53,2013-03-08,367124.08 ,7.53,995.0,0.0,701.0,5.38,995,0.0,741,"6,427.60","6,459.70","6,427.30","6,439.20","6,483.60",344.61
3018,1.1,2013-03-11,378983.77 ,-3.66,1005.0,0.0,803.0,-6.84,1005,0.0,802,"6,439.20","6,489.50","6,439.20","6,483.60","6,503.60",284.01
3019,0,2013-03-12,383786.73 ,-8.71,1006.0,0.0,801.0,-9.02,1007,0.0,803,"6,483.60","6,505.30","6,473.60","6,503.60","6,510.60",236.51
3020,1.25,2013-03-13,388583.15 ,-3.18,1008.0,0.0,801.0,-3.75,1008,0.0,800,"6,503.60","6,534.00","6,491.80","6,510.60","6,481.50",195.0
3021,4.63,2013-03-14,393121.48 ,-1.65,1011.0,0.0,801.0,-5.46,1014,0.0,801,"6,510.60","6,510.60","6,437.60","6,481.50","6,529.40",251.27
3022,9.82,2013-03-15,397177.64 ,0.13,1014.0,0.0,800.0,-1.37,1009,0.3,520,"6,481.50","6,532.60","6,478.50","6,529.40","6,489.70",264.67
3023,32.9,2013-03-18,404802.40 ,0.7,964.0,0.54,521.0,-1.69,966,0.0,701,"6,529.40","6,533.80","6,470.10","6,489.70","6,457.90",211.18
3024,42.05,2013-03-19,405487.56 ,1.84,992.0,0.0,803.0,0.54,975,0.0,701,"6,489.70","6,489.70","6,386.20","6,457.90","6,441.30",352.05
3025,51.46,2013-03-20,405169.89 ,0.19,975.0,0.0,800.0,-0.36,979,0.0,701,"6,457.90","6,474.60","6,414.50","6,441.30","6,432.70",490.5
3026,60.87,2013-03-21,403857.54 ,-0.11,990.0,0.0,803.0,-2.44,994,0.0,803,"6,441.30","6,475.60","6,421.30","6,432.70","6,388.60",439.68
3027,70,2013-03-22,401594.64 ,-3.64,992.0,0.0,802.0,-6.62,986,0.17,500,"6,432.70","6,435.60","6,364.00","6,388.60","6,392.80",442.34
3028,92.51,2013-03-25,390163.00 ,-5.17,992.0,0.0,803.0,-5.41,1014,0.0,803,"6,388.60","6,426.50","6,374.50","6,392.80","6,378.40",221.33
3029,97.12,2013-03-26,385381.78 ,-5.17,1013.0,0.0,802.0,-5.37,1013,0.0,803,"6,392.80","6,458.50","6,366.60","6,378.40","6,399.40",329.46
3030,99.64,2013-03-27,380504.74 ,-3.95,1012.0,0.0,803.0,-4.46,1010,0.0,800,"6,378.40","6,404.50","6,369.60","6,399.40","6,387.60",250.92
3031,99.72,2013-03-28,375803.16 ,-3.87,1011.0,0.0,802.0,-6.19,1010,0.0,800,"6,399.40","6,420.90","6,344.20","6,387.60","6,411.70",246.78
3032,64.86,2013-04-02,363306.37 ,-3.38,1010.0,0.0,800.0,-4.32,1012,0.0,800,"6,387.60","6,447.90","6,382.00","6,411.70","6,490.70",157.9
3033,53.58,2013-04-03,364032.54 ,-1.92,1016.0,0.0,800.0,-3.96,1017,0.0,801,"6,411.70","6,501.80","6,408.80","6,490.70","6,420.30",440.01
3034,42.24,2013-04-04,365874.68 ,-3.03,1016.0,0.0,800.0,-3.48,1013,0.0,803,"6,490.70","6,491.80","6,416.70","6,420.30","6,344.10",399.83
3035,31.41,2013-04-05,368716.41 ,-3.08,1013.0,0.0,800.0,-4.16,1012,0.0,803,"6,420.30","6,426.40","6,341.40","6,344.10","6,249.80",187.33
3036,6.89,2013-04-08,381318.59 ,2.05,1014.0,0.0,800.0,-1.13,1006,0.0,800,"6,344.10","6,346.80","6,214.40","6,249.80","6,276.90",236.9
3037,2.51,2013-04-09,386086.33 ,0.72,1002.0,0.0,800.0,-0.17,995,0.65,500,"6,249.80","6,289.60","6,249.80","6,276.90","6,313.20",298.73
3038,0.3,2013-04-10,390723.23 ,3.05,998.0,0.0,804.0,-0.25,1005,0.0,721,"6,276.90","6,326.50","6,276.90","6,313.20","6,387.40",253.3
3039,0.23,2013-04-11,395002.61 ,2.87,1001.0,0.32,500.0,3.59,995,0.0,300,"6,313.20","6,405.20","6,313.20","6,387.40","6,416.10",241.23
3040,2.19,2013-04-12,398728.80 ,6.37,997.0,0.0,721.0,5.24,991,0.43,521,"6,387.40","6,423.60","6,377.50","6,416.10","6,384.40",108.4
3041,18.13,2013-04-15,405188.76 ,10.78,1013.0,0.0,800.0,6.08,1017,0.0,802,"6,416.10","6,416.10","6,368.20","6,384.40","6,343.60",202.36
3042,25.97,2013-04-16,405485.05 ,6.56,1016.0,0.0,801.0,5.74,1014,0.0,803,"6,384.40","6,384.40","6,300.10","6,343.60","6,304.60",215.87
3043,34.64,2013-04-17,404794.03 ,6.97,1018.0,0.0,800.0,8.68,1017,0.0,300,"6,343.60","6,343.60","6,297.50","6,304.60","6,244.20",473.59
3044,43.9,2013-04-18,403128.85 ,11.51,1008.0,0.0,801.0,1.97,1010,0.0,802,"6,304.60","6,334.40","6,225.20","6,244.20","6,243.70",462.8
3045,53.49,2013-04-19,400538.84 ,0.77,1016.0,0.0,801.0,2.68,1022,0.0,803,"6,244.20","6,277.80","6,225.90","6,243.70","6,286.60",241.05
3046,81.22,2013-04-22,388372.09 ,5.14,1016.0,0.0,800.0,4.5,1016,0.0,803,"6,243.70","6,288.70","6,243.70","6,286.60","6,280.60",350.91
3047,88.84,2013-04-23,383475.80 ,6.31,1014.0,0.0,803.0,8.45,1017,0.0,801,"6,286.60","6,342.00","6,259.00","6,280.60","6,406.10",371.09
3048,94.84,2013-04-24,378577.65 ,15.49,1020.0,0.0,800.0,8.58,1022,0.0,800,"6,280.60","6,406.10","6,278.50","6,406.10","6,431.80",318.08
3049,98.71,2013-04-25,373964.12 ,14.17,1023.0,0.0,801.0,9.93,1021,0.0,801,"6,406.10","6,438.90","6,396.20","6,431.80","6,442.60",294.52
3050,100,2013-04-26,369915.52 ,10.82,1017.0,0.0,800.0,3.46,1016,0.61,501,"6,431.80","6,467.10","6,411.90","6,442.60","6,426.40",337.22
3051,87.14,2013-04-29,363390.29 ,2.38,1013.0,0.0,800.0,1.18,1015,0.0,801,"6,442.60","6,442.60","6,399.40","6,426.40","6,458.00",300.85
3052,78.16,2013-04-30,363520.20 ,6.46,1019.0,0.0,800.0,3.26,1025,0.0,800,"6,426.40","6,458.00","6,419.30","6,458.00","6,430.10",348.98
3053,67.79,2013-05-01,364831.04 ,4.05,1025.0,0.0,800.0,2.32,1025,0.0,802,"6,458.00","6,483.10","6,412.70","6,430.10","6,451.30",330.12
3054,56.7,2013-05-02,367227.58 ,7.32,1022.0,0.0,800.0,3.49,1023,0.0,800,"6,430.10","6,475.90","6,429.80","6,451.30","6,460.70",312.6
3055,45.51,2013-05-03,370550.76 ,7.67,1022.0,0.0,800.0,7.2,1021,0.0,800,"6,451.30","6,470.30","6,409.80","6,460.70","6,521.50",145.17
3056,9.57,2013-05-07,388555.39 ,13.92,1018.0,0.0,800.0,11.95,1018,0.0,800,"6,460.70","6,541.70","6,451.50","6,521.50","6,557.30",180.09
3057,4.46,2013-05-08,392999.61 ,12.97,1014.0,0.0,800.0,11.14,1007,0.0,701,"6,521.50","6,563.90","6,521.40","6,557.30","6,583.50",393.87
3058,1.27,2013-05-09,396977.70 ,8.71,1007.0,0.0,803.0,4.99,1011,0.0,801,"6,557.30","6,587.40","6,547.00","6,583.50","6,592.70",278.89
3059,0.02,2013-05-10,400323.11 ,2.0,1005.0,0.29,500.0,6.48,1008,0.0,803,"6,583.50","6,597.30","6,571.70","6,592.70","6,625.00",122.05
3060,7.38,2013-05-13,405444.92 ,6.0,1012.0,0.0,803.0,5.63,1013,0.0,801,"6,592.70","6,637.80","6,591.60","6,625.00","6,631.80",332.24
3061,13.08,2013-05-14,405303.65 ,3.7,1010.0,0.0,802.0,3.74,1007,0.0,801,"6,625.00","6,633.30","6,602.80","6,631.80","6,686.10",289.02
3062,20.11,2013-05-15,404204.74 ,5.55,995.0,1.12,520.0,0.95,990,0.0,803,"6,631.80","6,686.10","6,618.40","6,686.10","6,693.60",309.41
3063,28.23,2013-05-16,402171.74 ,7.93,999.0,0.0,802.0,5.71,1000,0.0,800,"6,686.10","6,701.70","6,669.00","6,693.60","6,687.80",207.7
3064,37.24,2013-05-17,399263.15 ,6.21,999.0,0.0,800.0,5.53,1005,0.0,802,"6,693.60","6,714.50","6,677.20","6,687.80","6,723.10",217.76
3065,66.9,2013-05-20,386528.09 ,13.78,1012.0,0.0,801.0,9.16,1011,0.0,701,"6,687.80","6,726.90","6,669.90","6,723.10","6,755.60",201.8
3066,76.51,2013-05-21,381602.75 ,14.9,1011.0,0.0,803.0,9.3,1014,0.0,803,"6,723.10","6,755.60","6,709.10","6,755.60","6,803.90",166.71
3067,85.22,2013-05-22,376769.39 ,10.97,1016.0,0.0,801.0,7.8,1018,0.0,803,"6,755.60","6,803.90","6,744.20","6,803.90","6,840.30",115.52
3068,92.41,2013-05-23,372319.11 ,6.29,1016.0,0.0,801.0,2.79,1012,0.0,802,"6,803.90","6,875.60","6,781.50","6,840.30","6,696.80",300.89
3069,97.47,2013-05-24,368532.52 ,4.91,1011.0,0.0,800.0,-0.52,1008,0.21,500,"6,840.30","6,840.30","6,658.80","6,696.80","6,654.30",247.36
3070,89.3,2013-05-28,363962.15 ,10.55,1005.0,0.0,800.0,8.56,1000,1.52,501,"6,696.80","6,720.10","6,640.10","6,654.30","6,762.00",322.22
3071,80.81,2013-05-29,365809.43 ,8.14,999.0,0.0,802.0,6.08,1003,0.0,803,"6,654.30","6,790.70","6,654.30","6,762.00","6,627.20",280.64
3072,70.85,2013-05-30,368708.40 ,9.94,1006.0,0.0,803.0,9.87,1007,0.0,300,"6,762.00","6,762.00","6,620.80","6,627.20","6,657.00",156.17
3073,28.86,2013-06-03,386350.18 ,12.2,1028.0,0.0,800.0,10.38,1031,0.0,801,"6,657.00","6,657.10","6,577.80","6,583.10","6,525.10",231.99
3074,20.16,2013-06-04,390977.26 ,9.58,1029.0,0.0,801.0,7.62,1027,0.0,800,"6,583.10","6,583.10","6,514.10","6,525.10","6,558.60",325.2
3075,12.81,2013-06-05,395211.20 ,12.65,1023.0,0.0,800.0,6.94,1022,0.0,803,"6,525.10","6,577.00","6,525.10","6,558.60","6,419.30",143.8
3076,7,2013-06-06,398869.76 ,13.92,1018.0,0.0,800.0,7.44,1021,0.0,803,"6,558.60","6,558.60","6,419.30","6,419.30","6,336.10",313.78
3077,2.89,2013-06-07,401812.15 ,13.19,1020.0,0.0,800.0,9.11,1022,0.76,500,"6,419.30","6,435.40","6,336.10","6,336.10","6,412.00",248.2
3078,1.34,2013-06-10,405492.32 ,10.27,1014.0,0.0,803.0,8.0,1015,0.0,803,"6,336.10","6,421.40","6,313.60","6,412.00","6,400.50",161.97
3079,4.4,2013-06-11,404872.42 ,10.21,1014.0,0.0,802.0,9.71,1013,0.0,803,"6,412.00","6,421.20","6,379.60","6,400.50","6,340.10",195.62
3080,9.11,2013-06-12,403329.07 ,13.44,1012.0,0.0,803.0,10.95,1011,0.0,803,"6,400.50","6,401.20","6,280.10","6,340.10","6,299.50",191.94
3081,15.34,2013-06-13,400902.92 ,13.69,1010.0,1.02,501.0,8.21,1009,0.0,803,"6,340.10","6,364.30","6,295.90","6,299.50","6,304.60",242.75
3082,22.92,2013-06-14,397668.29 ,9.25,1015.0,0.0,802.0,9.56,1018,0.0,802,"6,299.50","6,311.00","6,205.70","6,304.60","6,308.30",220.08
3083,51.54,2013-06-17,384487.51 ,14.26,1014.0,0.0,801.0,11.85,1014,0.0,800,"6,304.60","6,343.50","6,290.60","6,308.30","6,330.50",266.32
3084,62.05,2013-06-18,379617.29 ,12.88,1014.0,0.0,800.0,13.38,1014,0.0,803,"6,308.30","6,370.80","6,308.30","6,330.50","6,374.20",249.11
3085,72.37,2013-06-19,374942.03 ,18.1,1015.0,0.0,800.0,17.37,1015,0.0,800,"6,330.50","6,397.30","6,311.40","6,374.20","6,348.80",258.94
3086,81.92,2013-06-20,370745.61 ,22.02,1014.0,0.0,802.0,14.68,1012,0.0,801,"6,374.20","6,383.60","6,327.00","6,348.80","6,159.50",255.53
3087,90.06,2013-06-21,367296.96 ,16.11,1010.0,0.0,801.0,13.27,1009,0.0,803,"6,348.80","6,348.80","6,145.00","6,159.50","6,116.20",311.31
3088,99.74,2013-06-24,363414.29 ,8.67,1013.0,0.0,802.0,6.58,1021,0.0,802,"6,159.50","6,244.20","6,116.20","6,116.20","6,029.10",184.79
3089,91.4,2013-06-26,366894.29 ,15.06,1030.0,0.0,800.0,12.34,1031,0.0,803,"6,029.10","6,114.60","6,029.10","6,101.90","6,165.50",197.56
3090,83.62,2013-06-27,370221.96 ,15.58,1028.0,0.0,800.0,11.4,1028,0.0,803,"6,101.90","6,177.90","6,089.20","6,165.50","6,243.40",360.46
3091,74.29,2013-06-28,374332.63 ,11.29,1023.0,0.86,500.0,13.8,1019,0.0,803,"6,165.50","6,271.80","6,165.50","6,243.40","6,215.50",330.68
3092,43.26,2013-07-01,388642.48 ,15.14,1019.0,0.0,800.0,10.28,1018,0.0,801,"6,243.40","6,268.80","6,207.70","6,215.50","6,307.80",199.52
3093,33.49,2013-07-02,393164.69 ,14.35,1016.0,0.0,800.0,12.02,1014,0.0,800,"6,215.50","6,317.00","6,215.40","6,307.80","6,303.90",347.04
3094,24.57,2013-07-03,397177.64 ,12.39,1007.0,0.0,801.0,13.57,1005,0.0,803,"6,307.80","6,314.10","6,266.50","6,303.90","6,229.90",258.49
3095,16.75,2013-07-04,400514.70 ,15.4,1014.0,0.0,801.0,12.92,1018,0.0,803,"6,303.90","6,303.90","6,185.20","6,229.90","6,421.70",257.39
3096,10.24,2013-07-05,403055.22 ,17.55,1022.0,0.0,801.0,15.25,1029,0.0,800,"6,229.90","6,431.40","6,229.90","6,421.70","6,375.50",140.7
3097,0.16,2013-07-08,405271.63 ,21.25,1032.0,0.0,800.0,15.1,1034,0.0,800,"6,421.70","6,498.60","6,364.40","6,375.50","6,450.10",336.7
3098,0.31,2013-07-09,404152.54 ,19.41,1031.0,0.0,801.0,12.22,1030,0.0,800,"6,375.50","6,476.10","6,375.50","6,450.10","6,513.10",174.81
3099,2.28,2013-07-10,402141.67 ,18.73,1026.0,0.0,800.0,14.13,1026,0.0,800,"6,450.10","6,530.90","6,450.10","6,513.10","6,505.00",297.1
3100,6.06,2013-07-11,399302.49 ,15.14,1025.0,0.0,801.0,9.15,1026,0.0,803,"6,513.10","6,535.90","6,472.40","6,505.00","6,543.40",132.09
3101,11.55,2013-07-12,395731.97 ,15.19,1024.0,0.0,800.0,10.81,1026,0.0,804,"6,505.00","6,585.70","6,505.00","6,543.40","6,544.90",252.47
3102,36.72,2013-07-15,382191.68 ,23.51,1022.0,0.0,800.0,18.58,1024,0.0,800,"6,543.40","6,583.90","6,540.20","6,544.90","6,586.10",138.29
3103,47.18,2013-07-16,377448.91 ,23.64,1022.0,0.0,800.0,19.28,1023,0.0,800,"6,544.90","6,605.90","6,544.90","6,586.10","6,556.40",75.11
3104,58.07,2013-07-17,373018.70 ,24.19,1022.0,0.0,800.0,20.76,1024,0.0,800,"6,586.10","6,606.40","6,556.40","6,556.40","6,571.90",83.35
3105,68.9,2013-07-18,369167.96 ,23.81,1024.0,0.0,800.0,18.4,1027,0.0,800,"6,556.40","6,595.60","6,517.40","6,571.90","6,634.40",168.1
3106,79.06,2013-07-19,366142.31 ,20.05,1026.0,0.0,800.0,15.81,1026,0.0,800,"6,571.90","6,657.40","6,555.80","6,634.40","6,630.70",110.33
3107,98.81,2013-07-22,363722.29 ,21.72,1018.0,0.0,800.0,17.77,1017,0.0,801,"6,634.40","6,635.20","6,592.10","6,630.70","6,623.20",272.41
3108,99.98,2013-07-23,365345.61 ,26.59,1015.0,0.0,800.0,22.84,1013,0.0,800,"6,630.70","6,645.00","6,608.20","6,623.20","6,597.40",174.46
3109,98.12,2013-07-24,368084.56 ,21.64,1013.0,0.0,801.0,17.07,1015,0.0,802,"6,623.20","6,657.70","6,597.40","6,597.40","6,620.40",269.79
3110,93.52,2013-07-25,371761.70 ,19.49,1014.0,0.0,801.0,18.52,1013,0.0,801,"6,597.40","6,662.20","6,581.60","6,620.40","6,588.00",274.01
3111,86.68,2013-07-26,376138.88 ,18.64,1013.0,0.0,801.0,16.87,1013,0.0,801,"6,620.40","6,625.40","6,540.40","6,588.00","6,554.80",182.41
3112,58.77,2013-07-29,390652.39 ,17.9,1008.0,0.0,801.0,14.94,1010,0.0,803,"6,588.00","6,629.90","6,535.20","6,554.80","6,560.30",200.51
3113,48.74,2013-07-30,395035.64 ,13.99,1014.0,0.0,802.0,15.31,1015,0.5,500,"6,554.80","6,606.40","6,544.10","6,560.30","6,571.00",161.29
3114,39.02,2013-07-31,398814.89 ,17.4,1012.0,0.0,801.0,15.32,1016,0.0,802,"6,560.30","6,600.70","6,560.30","6,571.00","6,621.10",170.34
3115,29.87,2013-08-01,401834.95 ,17.65,1015.0,0.0,803.0,20.02,1012,0.0,800,"6,571.00","6,659.40","6,556.70","6,621.10","6,682.00",239.25
3116,21.55,2013-08-02,403989.19 ,27.92,1006.0,0.0,800.0,17.24,1009,0.0,801,"6,621.10","6,682.00","6,607.30","6,682.00","6,647.90",108.96
3117,3.85,2013-08-05,404793.11 ,16.65,1018.0,0.0,801.0,16.75,1013,0.0,800,"6,682.00","6,696.60","6,623.90","6,647.90","6,619.60",404.75
3118,1.02,2013-08-06,403180.65 ,17.04,1009.0,0.0,802.0,11.69,1017,0.0,800,"6,647.90","6,685.00","6,590.10","6,619.60","6,604.20",419.0
3119,0,2013-08-07,400702.11 ,17.26,1015.0,0.0,800.0,14.17,1014,0.0,800,"6,619.60","6,630.10","6,562.30","6,604.20","6,511.20",282.2
3120,0.9,2013-08-08,397447.30 ,16.27,1015.0,0.0,800.0,14.37,1019,0.0,800,"6,604.20","6,625.00","6,511.20","6,511.20","6,529.70",265.17
3121,3.75,2013-08-09,393540.92 ,16.81,1020.0,0.0,800.0,16.01,1017,0.0,803,"6,511.20","6,558.60","6,507.20","6,529.70","6,583.40",343.14
3122,23.41,2013-08-12,379709.36 ,15.09,1017.0,0.0,800.0,11.91,1017,0.0,800,"6,529.70","6,601.20","6,529.50","6,583.40","6,574.30",295.63
3123,33.03,2013-08-13,375149.22 ,12.81,1017.0,0.0,800.0,9.3,1022,0.0,800,"6,583.40","6,598.40","6,547.00","6,574.30","6,611.90",184.82
3124,43.65,2013-08-14,371033.41 ,12.88,1023.0,0.0,801.0,12.72,1023,0.0,800,"6,574.30","6,620.40","6,568.40","6,611.90","6,587.40",278.33
3125,54.81,2013-08-15,367606.00 ,13.77,1022.0,0.5,500.0,16.57,1020,0.0,801,"6,611.90","6,628.00","6,582.60","6,587.40","6,483.30",146.01
3126,65.98,2013-08-16,365080.76 ,17.23,1017.0,0.0,801.0,16.1,1015,0.0,801,"6,587.40","6,587.90","6,460.10","6,483.30","6,500.00",169.81
3127,93.09,2013-08-19,364258.60 ,16.89,1011.0,0.0,800.0,11.24,1018,0.0,800,"6,483.30","6,502.30","6,461.30","6,500.00","6,465.70",147.57
3128,97.92,2013-08-20,366335.73 ,15.48,1024.0,0.0,800.0,13.14,1028,0.0,800,"6,500.00","6,506.60","6,457.70","6,465.70","6,453.50",104.57
3129,99.94,2013-08-21,369448.14 ,17.73,1026.0,0.0,800.0,13.57,1025,0.0,800,"6,465.70","6,465.70","6,398.60","6,453.50","6,390.80",330.12
3130,99.11,2013-08-22,373404.84 ,19.87,1021.0,0.0,800.0,17.87,1020,1.23,520,"6,453.50","6,453.60","6,386.70","6,390.80","6,446.90",369.25
3131,95.64,2013-08-23,377961.18 ,18.68,1018.0,0.0,800.0,16.22,1016,0.0,801,"6,390.80","6,468.90","6,390.60","6,446.90","6,492.10",186.56
3132,64.7,2013-08-27,396623.51 ,16.37,1018.0,0.0,800.0,12.14,1019,0.0,741,"6,446.90","6,516.70","6,422.40","6,492.10","6,441.00",153.84
3133,55.08,2013-08-28,400145.95 ,16.65,1018.0,0.0,800.0,11.71,1023,0.0,803,"6,492.10","6,494.20","6,424.00","6,441.00","6,430.10",205.13
3134,45.46,2013-08-29,402849.29 ,19.21,1022.0,0.0,800.0,13.01,1023,0.0,801,"6,441.00","6,441.00","6,393.70","6,430.10","6,483.10",429.42
3135,36.12,2013-08-30,404636.25 ,17.71,1021.0,0.0,800.0,14.73,1020,0.0,801,"6,430.10","6,500.50","6,430.00","6,483.10","6,412.90",346.7
3136,12.37,2013-09-02,404134.35 ,12.97,1027.0,0.0,800.0,10.43,1027,0.0,800,"6,483.10","6,502.20","6,409.60","6,412.90","6,506.20",261.13
3137,6.73,2013-09-03,402062.54 ,20.51,1026.0,0.0,800.0,15.66,1028,0.0,802,"6,412.90","6,532.30","6,412.90","6,506.20","6,468.40",78.93
3138,2.66,2013-09-04,399144.73 ,21.04,1025.0,0.0,800.0,15.63,1023,0.0,801,"6,506.20","6,523.20","6,457.00","6,468.40","6,474.70",201.24
3139,0.4,2013-09-05,395497.21 ,20.62,1017.0,0.0,800.0,17.09,1012,0.0,741,"6,468.40","6,486.40","6,423.50","6,474.70","6,532.40",236.91
3140,0.15,2013-09-06,391274.37 ,23.71,1007.0,0.0,800.0,13.73,1007,0.0,800,"6,474.70","6,543.20","6,461.70","6,532.40","6,547.30",186.72
3141,12.27,2013-09-09,377220.64 ,8.8,1017.0,0.0,801.0,8.96,1016,0.0,801,"6,532.40","6,568.20","6,492.50","6,547.30","6,530.70",255.89
3142,20.32,2013-09-10,372879.30 ,10.21,1015.0,0.0,801.0,6.08,1019,0.0,801,"6,547.30","6,555.90","6,508.80","6,530.70","6,584.00",300.75
3143,29.93,2013-09-11,369122.40 ,9.45,1020.0,0.5,500.0,9.11,1020,0.0,803,"6,530.70","6,599.50","6,530.70","6,584.00","6,588.40",220.02
3144,40.65,2013-09-12,366169.34 ,11.11,1020.0,0.25,500.0,11.92,1020,0.0,300,"6,584.00","6,589.90","6,559.70","6,588.40","6,589.00",174.01
3145,51.97,2013-09-13,364198.17 ,14.81,1019.0,0.0,802.0,16.27,1017,0.0,721,"6,588.40","6,606.10","6,558.60","6,589.00","6,583.80",250.73
3146,83.54,2013-09-16,365087.50 ,11.59,1001.0,0.0,803.0,3.92,1003,0.0,800,"6,589.00","6,589.00","6,561.80","6,583.80","6,622.90",139.29
3147,91.24,2013-09-17,367618.15 ,3.55,1003.0,0.0,800.0,3.64,1003,0.0,800,"6,583.80","6,652.70","6,583.80","6,622.90","6,570.20",341.14
3148,96.66,2013-09-18,371077.45 ,13.77,994.0,0.5,500.0,8.01,1001,0.0,803,"6,622.90","6,623.00","6,570.20","6,570.20","6,558.80",208.66
3149,99.53,2013-09-19,375261.55 ,8.58,1009.0,0.0,800.0,6.45,1012,0.0,803,"6,570.20","6,587.60","6,532.50","6,558.80","6,625.40",159.42
3150,99.8,2013-09-20,379924.16 ,14.06,1009.0,0.0,801.0,7.7,1016,0.0,803,"6,558.80","6,659.10","6,558.80","6,625.40","6,596.40",177.49
3151,87.11,2013-09-23,394091.38 ,15.92,1028.0,0.0,801.0,15.03,1027,0.0,804,"6,625.40","6,629.90","6,594.20","6,596.40","6,557.40",439.26
3152,79.62,2013-09-24,398038.51 ,14.0,1021.0,0.0,800.0,11.04,1016,0.0,741,"6,596.40","6,601.50","6,542.70","6,557.40","6,571.50",254.8
3153,71.17,2013-09-25,401264.82 ,15.06,1014.0,0.0,800.0,13.19,1011,0.0,701,"6,557.40","6,585.40","6,549.90","6,571.50","6,551.50",396.62
3154,62.09,2013-09-26,403636.87 ,17.9,1011.0,0.0,802.0,10.78,1016,0.0,803,"6,571.50","6,588.00","6,526.40","6,551.50","6,565.60",285.54
3155,52.69,2013-09-27,405065.65 ,11.74,1017.0,0.0,800.0,10.15,1017,0.0,800,"6,551.50","6,580.90","6,535.80","6,565.60","6,512.70",195.52
3156,25.33,2013-09-30,403385.39 ,12.4,1007.0,0.0,804.0,12.16,1006,0.0,801,"6,565.60","6,568.90","6,487.30","6,512.70","6,462.20",506.84
3157,17.4,2013-10-01,400912.00 ,11.01,1007.0,0.0,800.0,9.79,1009,0.0,800,"6,512.70","6,512.70","6,438.70","6,462.20","6,460.00",298.44
3158,10.57,2013-10-02,397611.72 ,11.75,1010.0,0.0,803.0,10.19,1010,0.0,803,"6,462.20","6,466.30","6,424.40","6,460.00","6,437.50",340.15
3159,5.17,2013-10-03,393623.54 ,15.53,1012.0,0.0,800.0,12.84,1010,0.0,800,"6,460.00","6,460.00","6,386.20","6,437.50","6,449.00",305.55
3160,1.55,2013-10-04,389129.12 ,17.19,1007.0,0.0,801.0,16.18,1006,0.0,802,"6,437.50","6,472.40","6,436.20","6,449.00","6,453.90",251.46
3161,4.1,2013-10-07,374941.60 ,12.38,1026.0,0.0,800.0,8.57,1026,0.0,701,"6,449.00","6,473.60","6,429.00","6,453.90","6,437.30",288.4
3162,4.1,2013-10-07,374941.60 ,15.2,1024.0,0.0,802.0,8.57,1026,0.0,741,"6,449.00","6,473.60","6,429.00","6,453.90","6,437.30",288.4
3163,9.74,2013-10-08,370837.83 ,15.2,1024.0,0.0,802.0,12.29,1025,0.0,801,"6,453.90","6,453.90","6,391.50","6,437.30","6,365.80",327.95
3164,17.51,2013-10-09,367457.12 ,14.68,1025.0,0.0,803.0,11.33,1022,0.0,803,"6,437.30","6,437.70","6,365.00","6,365.80","6,337.90",312.87
3165,27.02,2013-10-10,364996.17 ,4.9,1017.0,0.0,801.0,0.36,1018,0.0,800,"6,365.80","6,372.60","6,316.90","6,337.90","6,430.50",350.08
3166,37.74,2013-10-11,363598.12 ,2.95,1020.0,0.0,802.0,5.5,1018,0.0,801,"6,337.90","6,446.20","6,337.90","6,430.50","6,487.20",322.97
3167,71.22,2013-10-14,366246.25 ,5.09,1008.0,0.0,800.0,4.73,1007,0.0,803,"6,430.50","6,489.20","6,430.50","6,487.20","6,507.70",350.31
3168,80.86,2013-10-15,369229.85 ,5.74,1006.0,0.0,803.0,3.39,1008,0.0,803,"6,487.20","6,507.80","6,464.40","6,507.70","6,549.10",323.63
3169,88.86,2013-10-16,373020.04 ,8.46,1011.0,0.0,802.0,4.7,1011,0.0,701,"6,507.70","6,569.30","6,507.70","6,549.10","6,571.60",242.18
3170,94.85,2013-10-17,377397.73 ,9.71,1007.0,0.0,801.0,8.29,1011,0.0,801,"6,549.10","6,584.40","6,504.30","6,571.60","6,576.20",298.3
