illumination,Date,Text1
94.85% Visible,Moon phase details at 17 October 2013,"377,397.73 km"
98.58% Visible,Moon phase details at 18 October 2013,"382,115.30 km"
96.2% Visible,Moon phase details at 21 October 2013,"395,769.97 km"
91.47% Visible,Moon phase details at 22 October 2013,"399,400.69 km"
85.22% Visible,Moon phase details at 23 October 2013,"402,277.51 km"
77.77% Visible,Moon phase details at 24 October 2013,"404,284.12 km"
69.4% Visible,Moon phase details at 25 October 2013,"405,342.82 km"
60.4% Visible,Moon phase details at 26 October 2013,"405,411.53 km"
51.03% Visible,Moon phase details at 27 October 2013,"404,481.96 km"
41.54% Visible,Moon phase details at 28 October 2013,"402,580.43 km"
32.22% Visible,Moon phase details at 29 October 2013,"399,771.52 km"
23.37% Visible,Moon phase details at 30 October 2013,"396,162.98 km"
15.35% Visible,Moon phase details at 31 October 2013,"391,909.73 km"
8.58% Visible,Moon phase details at 1 November 2013,"387,213.78 km"
3.51% Visible,Moon phase details at 2 November 2013,"382,318.08 km"
0.58% Visible,Moon phase details at 3 November 2013,"377,493.28 km"
0.15% Visible,Moon phase details at 4 November 2013,"373,018.82 km"
2.42% Visible,Moon phase details at 5 November 2013,"369,160.93 km"
7.36% Visible,Moon phase details at 6 November 2013,"366,151.07 km"
14.68% Visible,Moon phase details at 7 November 2013,"364,167.89 km"
23.92% Visible,Moon phase details at 8 November 2013,"363,324.50 km"
34.47% Visible,Moon phase details at 9 November 2013,"363,661.86 km"
45.68% Visible,Moon phase details at 10 November 2013,"365,148.05 km"
56.94% Visible,Moon phase details at 11 November 2013,"367,682.71 km"
67.68% Visible,Moon phase details at 12 November 2013,"371,106.05 km"
77.4% Visible,Moon phase details at 13 November 2013,"375,211.61 km"
85.7% Visible,Moon phase details at 14 November 2013,"379,761.80 km"
92.26% Visible,Moon phase details at 15 November 2013,"384,505.09 km"
96.87% Visible,Moon phase details at 16 November 2013,"389,192.82 km"
99.43% Visible,Moon phase details at 17 November 2013,"393,594.16 km"
99.94% Visible,Moon phase details at 18 November 2013,"397,507.09 km"
98.49% Visible,Moon phase details at 19 November 2013,"400,764.96 km"
95.21% Visible,Moon phase details at 20 November 2013,"403,238.29 km"
90.32% Visible,Moon phase details at 21 November 2013,"404,833.36 km"
84.01% Visible,Moon phase details at 22 November 2013,"405,489.16 km"
76.53% Visible,Moon phase details at 23 November 2013,"405,174.88 km"
68.1% Visible,Moon phase details at 24 November 2013,"403,889.68 km"
58.97% Visible,Moon phase details at 25 November 2013,"401,665.50 km"
49.38% Visible,Moon phase details at 26 November 2013,"398,572.53 km"
39.61% Visible,Moon phase details at 27 November 2013,"394,725.68 km"
29.98% Visible,Moon phase details at 28 November 2013,"390,289.26 km"
20.88% Visible,Moon phase details at 29 November 2013,"385,476.85 km"
12.8% Visible,Moon phase details at 30 November 2013,"380,544.09 km"
6.26% Visible,Moon phase details at 1 December 2013,"375,773.71 km"
1.85% Visible,Moon phase details at 2 December 2013,"371,454.10 km"
0.03% Visible,Moon phase details at 3 December 2013,"367,854.93 km"
1.1% Visible,Moon phase details at 4 December 2013,"365,203.33 km"
5.08% Visible,Moon phase details at 5 December 2013,"363,664.45 km"
11.68% Visible,Moon phase details at 6 December 2013,"363,328.43 km"
20.38% Visible,Moon phase details at 7 December 2013,"364,204.83 km"
30.52% Visible,Moon phase details at 8 December 2013,"366,224.23 km"
41.41% Visible,Moon phase details at 9 December 2013,"369,246.34 km"
52.44% Visible,Moon phase details at 10 December 2013,"373,073.53 km"
63.08% Visible,Moon phase details at 11 December 2013,"377,468.19 km"
72.88% Visible,Moon phase details at 12 December 2013,"382,172.41 km"
81.5% Visible,Moon phase details at 13 December 2013,"386,927.36 km"
88.66% Visible,Moon phase details at 14 December 2013,"391,490.48 km"
94.16% Visible,Moon phase details at 15 December 2013,"395,648.30 km"
97.89% Visible,Moon phase details at 16 December 2013,"399,223.88 km"
99.76% Visible,Moon phase details at 17 December 2013,"402,079.07 km"
99.78% Visible,Moon phase details at 18 December 2013,"404,112.60 km"
98% Visible,Moon phase details at 19 December 2013,"405,255.98 km"
94.5% Visible,Moon phase details at 20 December 2013,"405,469.30 km"
89.43% Visible,Moon phase details at 21 December 2013,"404,738.78 km"
82.94% Visible,Moon phase details at 22 December 2013,"403,077.32 km"
75.23% Visible,Moon phase details at 23 December 2013,"400,528.28 km"
66.49% Visible,Moon phase details at 24 December 2013,"397,171.76 km"
56.97% Visible,Moon phase details at 25 December 2013,"393,131.22 km"
46.93% Visible,Moon phase details at 26 December 2013,"388,578.04 km"
36.71% Visible,Moon phase details at 27 December 2013,"383,731.00 km"
26.72% Visible,Moon phase details at 28 December 2013,"378,848.57 km"
17.5% Visible,Moon phase details at 29 December 2013,"374,213.71 km"
9.63% Visible,Moon phase details at 30 December 2013,"370,112.28 km"
3.78% Visible,Moon phase details at 31 December 2013,"366,808.38 km"
0.53% Visible,Moon phase details at 1 January 2014,"364,520.13 km"
0.26% Visible,Moon phase details at 2 January 2014,"363,399.59 km"
3.04% Visible,Moon phase details at 3 January 2014,"363,519.07 km"
8.6% Visible,Moon phase details at 4 January 2014,"364,865.26 km"
16.43% Visible,Moon phase details at 5 January 2014,"367,341.44 km"
25.86% Visible,Moon phase details at 6 January 2014,"370,777.34 km"
36.2% Visible,Moon phase details at 7 January 2014,"374,945.52 km"
46.85% Visible,Moon phase details at 8 January 2014,"379,582.44 km"
57.31% Visible,Moon phase details at 9 January 2014,"384,411.57 km"
67.18% Visible,Moon phase details at 10 January 2014,"389,165.40 km"
76.13% Visible,Moon phase details at 11 January 2014,"393,603.37 km"
83.92% Visible,Moon phase details at 12 January 2014,"397,523.67 km"
90.33% Visible,Moon phase details at 13 January 2014,"400,768.22 km"
95.21% Visible,Moon phase details at 14 January 2014,"403,221.89 km"
98.43% Visible,Moon phase details at 15 January 2014,"404,807.76 km"
99.9% Visible,Moon phase details at 16 January 2014,"405,481.14 km"
99.6% Visible,Moon phase details at 17 January 2014,"405,224.51 km"
97.51% Visible,Moon phase details at 18 January 2014,"404,045.02 km"
93.7% Visible,Moon phase details at 19 January 2014,"401,975.40 km"
88.26% Visible,Moon phase details at 20 January 2014,"399,077.84 km"
81.33% Visible,Moon phase details at 21 January 2014,"395,449.71 km"
73.07% Visible,Moon phase details at 22 January 2014,"391,229.06 km"
63.72% Visible,Moon phase details at 23 January 2014,"386,597.40 km"
53.55% Visible,Moon phase details at 24 January 2014,"381,777.64 km"
42.93% Visible,Moon phase details at 25 January 2014,"377,025.54 km"
32.29% Visible,Moon phase details at 26 January 2014,"372,614.62 km"
22.18% Visible,Moon phase details at 27 January 2014,"368,816.04 km"
13.25% Visible,Moon phase details at 28 January 2014,"365,875.85 km"
6.19% Visible,Moon phase details at 29 January 2014,"363,992.79 km"
1.63% Visible,Moon phase details at 30 January 2014,"363,299.54 km"
0% Visible,Moon phase details at 31 January 2014,"363,849.54 km"
1.43% Visible,Moon phase details at 1 February 2014,"365,610.91 km"
5.7% Visible,Moon phase details at 2 February 2014,"368,468.34 km"
12.36% Visible,Moon phase details at 3 February 2014,"372,232.87 km"
20.78% Visible,Moon phase details at 4 February 2014,"376,659.12 km"
30.32% Visible,Moon phase details at 5 February 2014,"381,467.87 km"
40.4% Visible,Moon phase details at 6 February 2014,"386,371.05 km"
50.57% Visible,Moon phase details at 7 February 2014,"391,095.40 km"
60.42% Visible,Moon phase details at 8 February 2014,"395,401.19 km"
69.68% Visible,Moon phase details at 9 February 2014,"399,093.64 km"
78.06% Visible,Moon phase details at 10 February 2014,"402,026.78 km"
85.36% Visible,Moon phase details at 11 February 2014,"404,100.93 km"
91.38% Visible,Moon phase details at 12 February 2014,"405,256.74 km"
95.92% Visible,Moon phase details at 13 February 2014,"405,468.34 km"
98.83% Visible,Moon phase details at 14 February 2014,"404,738.25 km"
99.98% Visible,Moon phase details at 15 February 2014,"403,095.23 km"
99.3% Visible,Moon phase details at 16 February 2014,"400,595.36 km"
96.74% Visible,Moon phase details at 17 February 2014,"397,325.57 km"
92.34% Visible,Moon phase details at 18 February 2014,"393,407.86 km"
86.17% Visible,Moon phase details at 19 February 2014,"389,002.33 km"
78.4% Visible,Moon phase details at 20 February 2014,"384,306.86 km"
69.25% Visible,Moon phase details at 21 February 2014,"379,551.94 km"
59.03% Visible,Moon phase details at 22 February 2014,"374,990.26 km"
48.14% Visible,Moon phase details at 23 February 2014,"370,881.39 km"
37.06% Visible,Moon phase details at 24 February 2014,"367,473.35 km"
26.36% Visible,Moon phase details at 25 February 2014,"364,983.03 km"
16.71% Visible,Moon phase details at 26 February 2014,"363,577.80 km"
8.77% Visible,Moon phase details at 27 February 2014,"363,360.23 km"
3.16% Visible,Moon phase details at 28 February 2014,"364,357.43 km"
0.32% Visible,Moon phase details at 1 March 2014,"366,516.37 km"
0.41% Visible,Moon phase details at 2 March 2014,"369,705.86 km"
3.29% Visible,Moon phase details at 3 March 2014,"373,726.05 km"
8.58% Visible,Moon phase details at 4 March 2014,"378,324.82 km"
15.75% Visible,Moon phase details at 5 March 2014,"383,219.76 km"
24.26% Visible,Moon phase details at 6 March 2014,"388,122.67 km"
33.58% Visible,Moon phase details at 7 March 2014,"392,762.84 km"
43.28% Visible,Moon phase details at 8 March 2014,"396,905.33 km"
53% Visible,Moon phase details at 9 March 2014,"400,362.01 km"
62.44% Visible,Moon phase details at 10 March 2014,"402,994.90 km"
71.34% Visible,Moon phase details at 11 March 2014,"404,713.41 km"
79.45% Visible,Moon phase details at 12 March 2014,"405,468.47 km"
86.54% Visible,Moon phase details at 13 March 2014,"405,246.35 km"
92.35% Visible,Moon phase details at 14 March 2014,"404,064.51 km"
96.67% Visible,Moon phase details at 15 March 2014,"401,970.58 km"
99.27% Visible,Moon phase details at 16 March 2014,"399,043.92 km"
99.98% Visible,Moon phase details at 17 March 2014,"395,398.63 km"
98.65% Visible,Moon phase details at 18 March 2014,"391,185.88 km"
95.25% Visible,Moon phase details at 19 March 2014,"386,593.58 km"
89.8% Visible,Moon phase details at 20 March 2014,"381,841.78 km"
82.45% Visible,Moon phase details at 21 March 2014,"377,173.50 km"
73.48% Visible,Moon phase details at 22 March 2014,"372,841.17 km"
63.23% Visible,Moon phase details at 23 March 2014,"369,090.39 km"
52.17% Visible,Moon phase details at 24 March 2014,"366,142.78 km"
40.83% Visible,Moon phase details at 25 March 2014,"364,179.65 km"
29.81% Visible,Moon phase details at 26 March 2014,"363,328.06 km"
19.75% Visible,Moon phase details at 27 March 2014,"363,650.35 km"
11.27% Visible,Moon phase details at 28 March 2014,"365,137.70 km"
4.93% Visible,Moon phase details at 29 March 2014,"367,708.58 km"
1.12% Visible,Moon phase details at 30 March 2014,"371,212.68 km"
0.01% Visible,Moon phase details at 31 March 2014,"375,440.82 km"
1.53% Visible,Moon phase details at 1 April 2014,"380,140.62 km"
5.39% Visible,Moon phase details at 2 April 2014,"385,036.57 km"
11.21% Visible,Moon phase details at 3 April 2014,"389,852.09 km"
18.53% Visible,Moon phase details at 4 April 2014,"394,330.11 km"
26.92% Visible,Moon phase details at 5 April 2014,"398,249.02 km"
36% Visible,Moon phase details at 6 April 2014,"401,432.15 km"
45.42% Visible,Moon phase details at 7 April 2014,"403,750.38 km"
54.9% Visible,Moon phase details at 8 April 2014,"405,119.79 km"
64.17% Visible,Moon phase details at 9 April 2014,"405,496.91 km"
72.96% Visible,Moon phase details at 10 April 2014,"404,874.34 km"
81% Visible,Moon phase details at 11 April 2014,"403,278.74 km"
88.01% Visible,Moon phase details at 12 April 2014,"400,771.57 km"
93.68% Visible,Moon phase details at 13 April 2014,"397,451.93 km"
97.7% Visible,Moon phase details at 14 April 2014,"393,459.34 km"
99.77% Visible,Moon phase details at 15 April 2014,"388,974.18 km"
99.65% Visible,Moon phase details at 16 April 2014,"384,213.78 km"
97.21% Visible,Moon phase details at 17 April 2014,"379,423.27 km"
92.42% Visible,Moon phase details at 18 April 2014,"374,861.51 km"
85.46% Visible,Moon phase details at 19 April 2014,"370,783.92 km"
76.62% Visible,Moon phase details at 20 April 2014,"367,424.46 km"
66.37% Visible,Moon phase details at 21 April 2014,"364,979.01 km"
55.22% Visible,Moon phase details at 22 April 2014,"363,591.81 km"
43.78% Visible,Moon phase details at 23 April 2014,"363,345.75 km"
32.65% Visible,Moon phase details at 24 April 2014,"364,256.92 km"
22.42% Visible,Moon phase details at 25 April 2014,"366,273.24 km"
13.66% Visible,Moon phase details at 26 April 2014,"369,277.43 km"
6.85% Visible,Moon phase details at 27 April 2014,"373,094.37 km"
2.3% Visible,Moon phase details at 28 April 2014,"377,502.93 km"
0.17% Visible,Moon phase details at 29 April 2014,"382,251.61 km"
0.45% Visible,Moon phase details at 30 April 2014,"387,076.92 km"
2.95% Visible,Moon phase details at 1 May 2014,"391,721.93 km"
7.41% Visible,Moon phase details at 2 May 2014,"395,952.72 km"
13.49% Visible,Moon phase details at 3 May 2014,"399,570.34 km"
20.85% Visible,Moon phase details at 4 May 2014,"402,417.16 km"
29.17% Visible,Moon phase details at 5 May 2014,"404,378.07 km"
38.15% Visible,Moon phase details at 6 May 2014,"405,378.15 km"
47.51% Visible,Moon phase details at 7 May 2014,"405,379.34 km"
56.97% Visible,Moon phase details at 8 May 2014,"404,378.36 km"
66.28% Visible,Moon phase details at 9 May 2014,"402,407.30 km"
75.15% Visible,Moon phase details at 10 May 2014,"399,536.76 km"
83.23% Visible,Moon phase details at 11 May 2014,"395,880.36 km"
90.16% Visible,Moon phase details at 12 May 2014,"391,597.84 km"
95.53% Visible,Moon phase details at 13 May 2014,"386,894.19 km"
98.93% Visible,Moon phase details at 14 May 2014,"382,012.72 km"
99.99% Visible,Moon phase details at 15 May 2014,"377,221.67 km"
98.48% Visible,Moon phase details at 16 May 2014,"372,795.58 km"
94.33% Visible,Moon phase details at 17 May 2014,"368,994.27 km"
87.73% Visible,Moon phase details at 18 May 2014,"366,042.57 km"
79.06% Visible,Moon phase details at 19 May 2014,"364,113.49 km"
68.86% Visible,Moon phase details at 20 May 2014,"363,316.45 km"
57.74% Visible,Moon phase details at 21 May 2014,"363,691.01 km"
46.33% Visible,Moon phase details at 22 May 2014,"365,205.99 km"
35.24% Visible,Moon phase details at 23 May 2014,"367,763.24 km"
25.02% Visible,Moon phase details at 24 May 2014,"371,205.70 km"
16.14% Visible,Moon phase details at 25 May 2014,"375,329.19 km"
8.99% Visible,Moon phase details at 26 May 2014,"379,897.18 km"
3.85% Visible,Moon phase details at 27 May 2014,"384,657.51 km"
0.85% Visible,Moon phase details at 28 May 2014,"389,359.37 km"
0.01% Visible,Moon phase details at 29 May 2014,"393,768.60 km"
1.26% Visible,Moon phase details at 30 May 2014,"397,679.45 km"
4.42% Visible,Moon phase details at 31 May 2014,"400,921.79 km"
9.28% Visible,Moon phase details at 1 June 2014,"403,363.57 km"
15.59% Visible,Moon phase details at 2 June 2014,"404,909.77 km"
23.08% Visible,Moon phase details at 3 June 2014,"405,499.61 km"
31.51% Visible,Moon phase details at 4 June 2014,"405,104.26 km"
40.61% Visible,Moon phase details at 5 June 2014,"403,726.74 km"
50.14% Visible,Moon phase details at 6 June 2014,"401,404.88 km"
59.82% Visible,Moon phase details at 7 June 2014,"398,216.64 km"
69.35% Visible,Moon phase details at 8 June 2014,"394,286.16 km"
78.36% Visible,Moon phase details at 9 June 2014,"389,787.32 km"
86.43% Visible,Moon phase details at 10 June 2014,"384,942.20 km"
93.05% Visible,Moon phase details at 11 June 2014,"380,012.19 km"
97.7% Visible,Moon phase details at 12 June 2014,"375,281.57 km"
99.88% Visible,Moon phase details at 13 June 2014,"371,035.58 km"
99.27% Visible,Moon phase details at 14 June 2014,"367,536.35 km"
95.79% Visible,Moon phase details at 15 June 2014,"365,000.40 km"
89.62% Visible,Moon phase details at 16 June 2014,"363,581.11 km"
81.23% Visible,Moon phase details at 17 June 2014,"363,357.59 km"
71.22% Visible,Moon phase details at 18 June 2014,"364,330.70 km"
60.27% Visible,Moon phase details at 19 June 2014,"366,425.65 km"
49.04% Visible,Moon phase details at 20 June 2014,"369,500.33 km"
38.1% Visible,Moon phase details at 21 June 2014,"373,358.34 km"
27.95% Visible,Moon phase details at 22 June 2014,"377,765.46 km"
19% Visible,Moon phase details at 23 June 2014,"382,468.02 km"
11.56% Visible,Moon phase details at 24 June 2014,"387,211.17 km"
5.87% Visible,Moon phase details at 25 June 2014,"391,755.14 km"
2.06% Visible,Moon phase details at 26 June 2014,"395,887.63 km"
0.2% Visible,Moon phase details at 27 June 2014,"399,431.26 km"
0.28% Visible,Moon phase details at 28 June 2014,"402,246.20 km"
2.23% Visible,Moon phase details at 29 June 2014,"404,228.81 km"
5.91% Visible,Moon phase details at 30 June 2014,"405,308.20 km"
11.17% Visible,Moon phase details at 1 July 2014,"405,442.70 km"
17.82% Visible,Moon phase details at 2 July 2014,"404,618.15 km"
25.64% Visible,Moon phase details at 3 July 2014,"402,849.14 km"
34.41% Visible,Moon phase details at 4 July 2014,"400,183.45 km"
43.9% Visible,Moon phase details at 5 July 2014,"396,708.67 km"
53.84% Visible,Moon phase details at 6 July 2014,"392,558.80 km"
63.9% Visible,Moon phase details at 7 July 2014,"387,917.80 km"
73.7% Visible,Moon phase details at 8 July 2014,"383,017.41 km"
82.74% Visible,Moon phase details at 9 July 2014,"378,127.16 km"
90.46% Visible,Moon phase details at 10 July 2014,"373,536.67 km"
96.22% Visible,Moon phase details at 11 July 2014,"369,532.37 km"
99.45% Visible,Moon phase details at 12 July 2014,"366,372.04 km"
99.75% Visible,Moon phase details at 13 July 2014,"364,261.36 km"
97% Visible,Moon phase details at 14 July 2014,"363,335.54 km"
91.42% Visible,Moon phase details at 15 July 2014,"363,648.30 km"
83.49% Visible,Moon phase details at 16 July 2014,"365,168.72 km"
73.89% Visible,Moon phase details at 17 July 2014,"367,785.92 km"
63.31% Visible,Moon phase details at 18 July 2014,"371,320.59 km"
52.39% Visible,Moon phase details at 19 July 2014,"375,542.18 km"
41.69% Visible,Moon phase details at 20 July 2014,"380,189.51 km"
31.63% Visible,Moon phase details at 21 July 2014,"384,992.65 km"
22.58% Visible,Moon phase details at 22 July 2014,"389,693.03 km"
14.81% Visible,Moon phase details at 23 July 2014,"394,059.36 km"
8.54% Visible,Moon phase details at 24 July 2014,"397,897.75 km"
3.91% Visible,Moon phase details at 25 July 2014,"401,055.71 km"
1.05% Visible,Moon phase details at 26 July 2014,"403,420.92 km"
0% Visible,Moon phase details at 27 July 2014,"404,916.90 km"
0.78% Visible,Moon phase details at 28 July 2014,"405,497.63 km"
3.33% Visible,Moon phase details at 29 July 2014,"405,143.41 km"
7.57% Visible,Moon phase details at 30 July 2014,"403,859.55 km"
13.37% Visible,Moon phase details at 31 July 2014,"401,678.27 km"
20.57% Visible,Moon phase details at 1 August 2014,"398,663.66 km"
28.99% Visible,Moon phase details at 2 August 2014,"394,918.28 km"
38.38% Visible,Moon phase details at 3 August 2014,"390,588.90 km"
48.49% Visible,Moon phase details at 4 August 2014,"385,868.92 km"
58.97% Visible,Moon phase details at 5 August 2014,"380,994.89 km"
69.4% Visible,Moon phase details at 6 August 2014,"376,235.72 km"
79.24% Visible,Moon phase details at 7 August 2014,"371,875.04 km"
87.86% Visible,Moon phase details at 8 August 2014,"368,188.43 km"
94.58% Visible,Moon phase details at 9 August 2014,"365,419.03 km"
98.77% Visible,Moon phase details at 10 August 2014,"363,754.81 km"
99.98% Visible,Moon phase details at 11 August 2014,"363,310.79 km"
98.09% Visible,Moon phase details at 12 August 2014,"364,118.00 km"
93.3% Visible,Moon phase details at 13 August 2014,"366,120.57 km"
86.11% Visible,Moon phase details at 14 August 2014,"369,180.94 km"
77.18% Visible,Moon phase details at 15 August 2014,"373,092.97 km"
67.18% Visible,Moon phase details at 16 August 2014,"377,601.42 km"
56.73% Visible,Moon phase details at 17 August 2014,"382,425.50 km"
46.32% Visible,Moon phase details at 18 August 2014,"387,283.32 km"
36.36% Visible,Moon phase details at 19 August 2014,"391,913.41 km"
27.16% Visible,Moon phase details at 20 August 2014,"396,090.74 km"
19% Visible,Moon phase details at 21 August 2014,"399,635.26 km"
12.07% Visible,Moon phase details at 22 August 2014,"402,413.53 km"
6.58% Visible,Moon phase details at 23 August 2014,"404,335.06 km"
2.68% Visible,Moon phase details at 24 August 2014,"405,345.95 km"
0.48% Visible,Moon phase details at 25 August 2014,"405,422.63 km"
0.07% Visible,Moon phase details at 26 August 2014,"404,567.60 km"
1.48% Visible,Moon phase details at 27 August 2014,"402,808.43 km"
4.7% Visible,Moon phase details at 28 August 2014,"400,200.00 km"
9.66% Visible,Moon phase details at 29 August 2014,"396,829.11 km"
16.25% Visible,Moon phase details at 30 August 2014,"392,819.67 km"
24.31% Visible,Moon phase details at 31 August 2014,"388,336.36 km"
33.59% Visible,Moon phase details at 1 September 2014,"383,584.34 km"
43.82% Visible,Moon phase details at 2 September 2014,"378,803.60 km"
54.62% Visible,Moon phase details at 3 September 2014,"374,257.06 km"
65.52% Visible,Moon phase details at 4 September 2014,"370,213.33 km"
75.95% Visible,Moon phase details at 5 September 2014,"366,925.99 km"
85.26% Visible,Moon phase details at 6 September 2014,"364,612.02 km"
92.76% Visible,Moon phase details at 7 September 2014,"363,432.03 km"
97.79% Visible,Moon phase details at 8 September 2014,"363,474.69 km"
99.94% Visible,Moon phase details at 9 September 2014,"364,747.08 km"
99.04% Visible,Moon phase details at 10 September 2014,"367,172.06 km"
95.29% Visible,Moon phase details at 11 September 2014,"370,593.62 km"
89.14% Visible,Moon phase details at 12 September 2014,"374,789.93 km"
81.16% Visible,Moon phase details at 13 September 2014,"379,493.22 km"
71.98% Visible,Moon phase details at 14 September 2014,"384,414.08 km"
62.14% Visible,Moon phase details at 15 September 2014,"389,266.60 km"
52.12% Visible,Moon phase details at 16 September 2014,"393,790.42 km"
42.28% Visible,Moon phase details at 17 September 2014,"397,766.42 km"
32.93% Visible,Moon phase details at 18 September 2014,"401,024.51 km"
24.32% Visible,Moon phase details at 19 September 2014,"403,444.05 km"
16.7% Visible,Moon phase details at 20 September 2014,"404,949.15 km"
10.27% Visible,Moon phase details at 21 September 2014,"405,501.91 km"
5.25% Visible,Moon phase details at 22 September 2014,"405,096.23 km"
1.82% Visible,Moon phase details at 23 September 2014,"403,754.25 km"
0.15% Visible,Moon phase details at 24 September 2014,"401,525.98 km"
0.35% Visible,Moon phase details at 25 September 2014,"398,491.64 km"
2.51% Visible,Moon phase details at 26 September 2014,"394,765.29 km"
6.61% Visible,Moon phase details at 27 September 2014,"390,497.79 km"
12.59% Visible,Moon phase details at 28 September 2014,"385,877.02 km"
20.28% Visible,Moon phase details at 29 September 2014,"381,123.88 km"
29.45% Visible,Moon phase details at 30 September 2014,"376,483.27 km"
39.75% Visible,Moon phase details at 1 October 2014,"372,210.50 km"
50.76% Visible,Moon phase details at 2 October 2014,"368,554.42 km"
72.81% Visible,Moon phase details at 4 October 2014,"363,945.86 km"
82.59% Visible,Moon phase details at 5 October 2014,"363,298.43 km"
90.67% Visible,Moon phase details at 6 October 2014,"363,850.82 km"
96.45% Visible,Moon phase details at 7 October 2014,"365,580.81 km"
99.52% Visible,Moon phase details at 8 October 2014,"368,389.17 km"
99.75% Visible,Moon phase details at 9 October 2014,"372,105.33 km"
97.25% Visible,Moon phase details at 10 October 2014,"376,500.16 km"
92.38% Visible,Moon phase details at 11 October 2014,"381,304.72 km"
85.62% Visible,Moon phase details at 12 October 2014,"386,233.21 km"
77.5% Visible,Moon phase details at 13 October 2014,"391,006.56 km"
68.48% Visible,Moon phase details at 14 October 2014,"395,373.09 km"
58.98% Visible,Moon phase details at 15 October 2014,"399,122.94 km"
49.36% Visible,Moon phase details at 16 October 2014,"402,095.04 km"
39.91% Visible,Moon phase details at 17 October 2014,"404,177.27 km"
30.88% Visible,Moon phase details at 18 October 2014,"405,302.05 km"
22.54% Visible,Moon phase details at 19 October 2014,"405,440.41 km"
15.13% Visible,Moon phase details at 20 October 2014,"404,597.25 km"
8.92% Visible,Moon phase details at 21 October 2014,"402,809.32 km"
4.17% Visible,Moon phase details at 22 October 2014,"400,146.02 km"
1.12% Visible,Moon phase details at 23 October 2014,"396,712.08 km"
0% Visible,Moon phase details at 24 October 2014,"392,650.05 km"
0.98% Visible,Moon phase details at 25 October 2014,"388,140.53 km"
4.14% Visible,Moon phase details at 26 October 2014,"383,398.31 km"
9.45% Visible,Moon phase details at 27 October 2014,"378,663.76 km"
16.76% Visible,Moon phase details at 28 October 2014,"374,189.77 km"
25.76% Visible,Moon phase details at 29 October 2014,"370,225.70 km"
36.08% Visible,Moon phase details at 30 October 2014,"367,000.25 km"
47.2% Visible,Moon phase details at 31 October 2014,"364,705.27 km"
58.58% Visible,Moon phase details at 1 November 2014,"363,481.89 km"
69.62% Visible,Moon phase details at 2 November 2014,"363,410.01 km"
79.69% Visible,Moon phase details at 3 November 2014,"364,501.63 km"
88.19% Visible,Moon phase details at 4 November 2014,"366,698.55 km"
94.61% Visible,Moon phase details at 5 November 2014,"369,874.77 km"
98.6% Visible,Moon phase details at 6 November 2014,"373,844.12 km"
100% Visible,Moon phase details at 7 November 2014,"378,373.25 km"
98.88% Visible,Moon phase details at 8 November 2014,"383,199.13 km"
95.48% Visible,Moon phase details at 9 November 2014,"388,049.35 km"
90.15% Visible,Moon phase details at 10 November 2014,"392,662.39 km"
83.29% Visible,Moon phase details at 11 November 2014,"396,804.80 km"
75.29% Visible,Moon phase details at 12 November 2014,"400,282.96 km"
66.51% Visible,Moon phase details at 13 November 2014,"402,948.37 km"
57.27% Visible,Moon phase details at 14 November 2014,"404,697.51 km"
47.85% Visible,Moon phase details at 15 November 2014,"405,468.29 km"
38.52% Visible,Moon phase details at 16 November 2014,"405,235.95 km"
29.54% Visible,Moon phase details at 17 November 2014,"404,010.57 km"
13.77% Visible,Moon phase details at 19 November 2014,"398,799.44 km"
7.62% Visible,Moon phase details at 20 November 2014,"395,021.24 km"
3.08% Visible,Moon phase details at 21 November 2014,"390,670.39 km"
0.49% Visible,Moon phase details at 22 November 2014,"385,955.48 km"
0.15% Visible,Moon phase details at 23 November 2014,"381,118.22 km"
2.23% Visible,Moon phase details at 24 November 2014,"376,420.08 km"
6.75% Visible,Moon phase details at 25 November 2014,"372,124.81 km"
13.56% Visible,Moon phase details at 26 November 2014,"368,479.25 km"
22.31% Visible,Moon phase details at 27 November 2014,"365,695.27 km"
32.53% Visible,Moon phase details at 28 November 2014,"363,934.71 km"
43.64% Visible,Moon phase details at 29 November 2014,"363,298.75 km"
55.04% Visible,Moon phase details at 30 November 2014,"363,821.81 km"
66.14% Visible,Moon phase details at 1 December 2014,"365,470.01 km"
76.35% Visible,Moon phase details at 2 December 2014,"368,143.90 km"
85.16% Visible,Moon phase details at 3 December 2014,"371,685.38 km"
92.14% Visible,Moon phase details at 4 December 2014,"375,888.53 km"
96.99% Visible,Moon phase details at 5 December 2014,"380,514.05 km"
99.56% Visible,Moon phase details at 6 December 2014,"385,306.18 km"
99.85% Visible,Moon phase details at 7 December 2014,"390,010.37 km"
97.99% Visible,Moon phase details at 8 December 2014,"394,389.44 km"
94.2% Visible,Moon phase details at 9 December 2014,"398,236.16 km"
88.76% Visible,Moon phase details at 10 December 2014,"401,380.90 km"
81.96% Visible,Moon phase details at 11 December 2014,"403,694.24 km"
74.1% Visible,Moon phase details at 12 December 2014,"405,085.79 km"
65.44% Visible,Moon phase details at 13 December 2014,"405,501.23 km"
56.26% Visible,Moon phase details at 14 December 2014,"404,920.03 km"
46.81% Visible,Moon phase details at 15 December 2014,"403,355.30 km"
37.35% Visible,Moon phase details at 16 December 2014,"400,856.71 km"
28.18% Visible,Moon phase details at 17 December 2014,"397,515.28 km"
19.63% Visible,Moon phase details at 18 December 2014,"393,468.25 km"
