illumination,Date,Text1
99.92% Visible,Moon phase details at 20 February 2019,"363,689.65 km"
97.73% Visible,Moon phase details at 21 February 2019,"365,277.89 km"
92.73% Visible,Moon phase details at 22 February 2019,"367,983.23 km"
85.47% Visible,Moon phase details at 23 February 2019,"371,624.69 km"
76.59% Visible,Moon phase details at 24 February 2019,"375,962.94 km"
66.72% Visible,Moon phase details at 25 February 2019,"380,722.62 km"
56.45% Visible,Moon phase details at 26 February 2019,"385,617.02 km"
46.23% Visible,Moon phase details at 27 February 2019,"390,371.84 km"
36.44% Visible,Moon phase details at 28 February 2019,"394,744.13 km"
27.38% Visible,Moon phase details at 1 March 2019,"398,534.42 km"
19.28% Visible,Moon phase details at 2 March 2019,"401,591.17 km"
12.38% Visible,Moon phase details at 3 March 2019,"403,808.86 km"
6.85% Visible,Moon phase details at 4 March 2019,"405,122.32 km"
2.87% Visible,Moon phase details at 5 March 2019,"405,499.96 km"
0.56% Visible,Moon phase details at 6 March 2019,"404,938.36 km"
0.04% Visible,Moon phase details at 7 March 2019,"403,459.80 km"
1.35% Visible,Moon phase details at 8 March 2019,"401,113.08 km"
4.5% Visible,Moon phase details at 9 March 2019,"397,977.02 km"
9.44% Visible,Moon phase details at 10 March 2019,"394,165.07 km"
16.07% Visible,Moon phase details at 11 March 2019,"389,829.19 km"
24.2% Visible,Moon phase details at 12 March 2019,"385,160.55 km"
33.6% Visible,Moon phase details at 13 March 2019,"380,385.64 km"
43.96% Visible,Moon phase details at 14 March 2019,"375,756.65 km"
54.87% Visible,Moon phase details at 15 March 2019,"371,536.65 km"
65.85% Visible,Moon phase details at 16 March 2019,"367,980.86 km"
76.31% Visible,Moon phase details at 17 March 2019,"365,316.36 km"
85.58% Visible,Moon phase details at 18 March 2019,"363,722.50 km"
92.97% Visible,Moon phase details at 19 March 2019,"363,314.36 km"
97.89% Visible,Moon phase details at 20 March 2019,"364,131.02 km"
99.95% Visible,Moon phase details at 21 March 2019,"366,129.86 km"
99.03% Visible,Moon phase details at 22 March 2019,"369,188.02 km"
95.35% Visible,Moon phase details at 23 March 2019,"373,111.38 km"
89.34% Visible,Moon phase details at 24 March 2019,"377,650.93 km"
81.57% Visible,Moon phase details at 25 March 2019,"382,524.79 km"
72.61% Visible,Moon phase details at 26 March 2019,"387,443.06 km"
62.99% Visible,Moon phase details at 27 March 2019,"392,131.62 km"
53.14% Visible,Moon phase details at 28 March 2019,"396,351.12 km"
43.4% Visible,Moon phase details at 29 March 2019,"399,908.64 km"
34.07% Visible,Moon phase details at 30 March 2019,"402,661.51 km"
25.42% Visible,Moon phase details at 31 March 2019,"404,514.88 km"
17.67% Visible,Moon phase details at 1 April 2019,"405,415.68 km"
11.06% Visible,Moon phase details at 2 April 2019,"405,346.17 km"
5.81% Visible,Moon phase details at 3 April 2019,"404,319.28 km"
2.14% Visible,Moon phase details at 4 April 2019,"402,377.01 km"
0.24% Visible,Moon phase details at 5 April 2019,"399,591.76 km"
0.25% Visible,Moon phase details at 6 April 2019,"396,069.34 km"
2.27% Visible,Moon phase details at 7 April 2019,"391,951.90 km"
6.32% Visible,Moon phase details at 8 April 2019,"387,418.55 km"
12.32% Visible,Moon phase details at 9 April 2019,"382,682.19 km"
20.11% Visible,Moon phase details at 10 April 2019,"377,981.55 km"
29.41% Visible,Moon phase details at 11 April 2019,"373,568.71 km"
39.86% Visible,Moon phase details at 12 April 2019,"369,693.33 km"
50.99% Visible,Moon phase details at 13 April 2019,"366,585.14 km"
62.28% Visible,Moon phase details at 14 April 2019,"364,436.85 km"
73.11% Visible,Moon phase details at 15 April 2019,"363,388.99 km"
82.83% Visible,Moon phase details at 16 April 2019,"363,517.87 km"
90.81% Visible,Moon phase details at 17 April 2019,"364,827.85 km"
96.49% Visible,Moon phase details at 18 April 2019,"367,248.53 km"
99.52% Visible,Moon phase details at 19 April 2019,"370,637.78 km"
99.77% Visible,Moon phase details at 20 April 2019,"374,791.11 km"
97.39% Visible,Moon phase details at 21 April 2019,"379,457.24 km"
92.72% Visible,Moon phase details at 22 April 2019,"384,358.54 km"
86.19% Visible,Moon phase details at 23 April 2019,"389,213.90 km"
78.3% Visible,Moon phase details at 24 April 2019,"393,760.30 km"
69.49% Visible,Moon phase details at 25 April 2019,"397,769.86 km"
60.14% Visible,Moon phase details at 26 April 2019,"401,060.19 km"
50.59% Visible,Moon phase details at 27 April 2019,"403,497.51 km"
41.14% Visible,Moon phase details at 28 April 2019,"404,994.36 km"
32.04% Visible,Moon phase details at 29 April 2019,"405,504.56 km"
23.55% Visible,Moon phase details at 30 April 2019,"405,018.20 km"
15.95% Visible,Moon phase details at 1 May 2019,"403,558.92 km"
9.51% Visible,Moon phase details at 2 May 2019,"401,184.00 km"
4.52% Visible,Moon phase details at 3 May 2019,"397,986.72 km"
1.27% Visible,Moon phase details at 4 May 2019,"394,099.23 km"
0.01% Visible,Moon phase details at 5 May 2019,"389,693.44 km"
0.94% Visible,Moon phase details at 6 May 2019,"384,978.28 km"
4.15% Visible,Moon phase details at 7 May 2019,"380,191.75 km"
9.61% Visible,Moon phase details at 8 May 2019,"375,588.38 km"
17.12% Visible,Moon phase details at 9 May 2019,"371,423.02 km"
26.36% Visible,Moon phase details at 10 May 2019,"367,933.42 km"
36.88% Visible,Moon phase details at 11 May 2019,"365,323.40 km"
48.15% Visible,Moon phase details at 12 May 2019,"363,748.61 km"
59.57% Visible,Moon phase details at 13 May 2019,"363,305.64 km"
70.55% Visible,Moon phase details at 14 May 2019,"364,025.07 km"
80.46% Visible,Moon phase details at 15 May 2019,"365,868.71 km"
88.74% Visible,Moon phase details at 16 May 2019,"368,731.07 km"
94.93% Visible,Moon phase details at 17 May 2019,"372,445.61 km"
98.72% Visible,Moon phase details at 18 May 2019,"376,795.73 km"
100% Visible,Moon phase details at 19 May 2019,"381,530.30 km"
98.84% Visible,Moon phase details at 20 May 2019,"386,382.34 km"
95.48% Visible,Moon phase details at 21 May 2019,"391,088.60 km"
90.24% Visible,Moon phase details at 22 May 2019,"395,407.29 km"
83.49% Visible,Moon phase details at 23 May 2019,"399,131.43 km"
75.59% Visible,Moon phase details at 24 May 2019,"402,096.27 km"
66.88% Visible,Moon phase details at 25 May 2019,"404,181.15 km"
57.67% Visible,Moon phase details at 26 May 2019,"405,307.24 km"
48.22% Visible,Moon phase details at 27 May 2019,"405,433.91 km"
38.82% Visible,Moon phase details at 28 May 2019,"404,555.93 km"
29.72% Visible,Moon phase details at 29 May 2019,"402,703.32 km"
21.24% Visible,Moon phase details at 30 May 2019,"399,943.78 km"
13.69% Visible,Moon phase details at 31 May 2019,"396,386.70 km"
7.44% Visible,Moon phase details at 1 June 2019,"392,186.15 km"
2.88% Visible,Moon phase details at 2 June 2019,"387,540.44 km"
0.38% Visible,Moon phase details at 3 June 2019,"382,686.01 km"
0.25% Visible,Moon phase details at 4 June 2019,"377,885.14 km"
2.67% Visible,Moon phase details at 5 June 2019,"373,408.59 km"
7.62% Visible,Moon phase details at 6 June 2019,"369,515.59 km"
14.88% Visible,Moon phase details at 7 June 2019,"366,434.14 km"
24.04% Visible,Moon phase details at 8 June 2019,"364,344.24 km"
34.57% Visible,Moon phase details at 9 June 2019,"363,365.62 km"
45.85% Visible,Moon phase details at 10 June 2019,"363,550.63 km"
57.27% Visible,Moon phase details at 11 June 2019,"364,882.03 km"
68.21% Visible,Moon phase details at 12 June 2019,"367,275.33 km"
78.14% Visible,Moon phase details at 13 June 2019,"370,585.43 km"
86.58% Visible,Moon phase details at 14 June 2019,"374,616.99 km"
93.13% Visible,Moon phase details at 15 June 2019,"379,138.34 km"
97.56% Visible,Moon phase details at 16 June 2019,"383,897.78 km"
99.74% Visible,Moon phase details at 17 June 2019,"388,640.88 km"
99.71% Visible,Moon phase details at 18 June 2019,"393,126.69 km"
97.6% Visible,Moon phase details at 19 June 2019,"397,140.89 km"
93.62% Visible,Moon phase details at 20 June 2019,"400,504.38 km"
88.03% Visible,Moon phase details at 21 June 2019,"403,076.91 km"
81.11% Visible,Moon phase details at 22 June 2019,"404,756.81 km"
73.12% Visible,Moon phase details at 23 June 2019,"405,478.30 km"
64.35% Visible,Moon phase details at 24 June 2019,"405,209.02 km"
55.05% Visible,Moon phase details at 25 June 2019,"403,949.39 km"
45.47% Visible,Moon phase details at 26 June 2019,"401,734.90 km"
35.91% Visible,Moon phase details at 27 June 2019,"398,640.95 km"
26.66% Visible,Moon phase details at 28 June 2019,"394,788.46 km"
18.11% Visible,Moon phase details at 29 June 2019,"390,347.41 km"
10.69% Visible,Moon phase details at 30 June 2019,"385,535.51 km"
4.88% Visible,Moon phase details at 1 July 2019,"380,609.79 km"
1.18% Visible,Moon phase details at 2 July 2019,"375,850.95 km"
0.01% Visible,Moon phase details at 3 July 2019,"371,542.23 km"
1.62% Visible,Moon phase details at 4 July 2019,"367,945.97 km"
6.03% Visible,Moon phase details at 5 July 2019,"365,281.73 km"
12.97% Visible,Moon phase details at 6 July 2019,"363,708.83 km"
21.95% Visible,Moon phase details at 7 July 2019,"363,315.12 km"
32.35% Visible,Moon phase details at 8 July 2019,"364,112.45 km"
43.5% Visible,Moon phase details at 9 July 2019,"366,038.33 km"
54.77% Visible,Moon phase details at 10 July 2019,"368,963.11 km"
65.59% Visible,Moon phase details at 11 July 2019,"372,701.55 km"
75.46% Visible,Moon phase details at 12 July 2019,"377,028.03 km"
84% Visible,Moon phase details at 13 July 2019,"381,693.83 km"
90.89% Visible,Moon phase details at 14 July 2019,"386,444.97 km"
95.92% Visible,Moon phase details at 15 July 2019,"391,038.62 km"
98.96% Visible,Moon phase details at 16 July 2019,"395,256.30 km"
100% Visible,Moon phase details at 17 July 2019,"398,912.52 km"
99.08% Visible,Moon phase details at 18 July 2019,"401,858.68 km"
96.32% Visible,Moon phase details at 19 July 2019,"403,982.79 km"
91.88% Visible,Moon phase details at 20 July 2019,"405,206.65 km"
85.95% Visible,Moon phase details at 21 July 2019,"405,482.54 km"
78.74% Visible,Moon phase details at 22 July 2019,"404,791.38 km"
70.49% Visible,Moon phase details at 23 July 2019,"403,143.61 km"
61.42% Visible,Moon phase details at 24 July 2019,"400,583.29 km"
51.79% Visible,Moon phase details at 25 July 2019,"397,194.46 km"
41.87% Visible,Moon phase details at 26 July 2019,"393,107.70 km"
31.99% Visible,Moon phase details at 27 July 2019,"388,503.88 km"
22.57% Visible,Moon phase details at 28 July 2019,"383,612.18 km"
14.09% Visible,Moon phase details at 29 July 2019,"378,700.49 km"
7.13% Visible,Moon phase details at 30 July 2019,"374,057.94 km"
2.29% Visible,Moon phase details at 31 July 2019,"369,971.87 km"
0.09% Visible,Moon phase details at 1 August 2019,"366,702.53 km"
0.86% Visible,Moon phase details at 2 August 2019,"364,459.69 km"
4.6% Visible,Moon phase details at 3 August 2019,"363,384.43 km"
11.04% Visible,Moon phase details at 4 August 2019,"363,538.01 km"
19.63% Visible,Moon phase details at 5 August 2019,"364,898.55 km"
29.69% Visible,Moon phase details at 6 August 2019,"367,365.21 km"
40.54% Visible,Moon phase details at 7 August 2019,"370,768.90 km"
51.54% Visible,Moon phase details at 8 August 2019,"374,888.37 km"
62.16% Visible,Moon phase details at 9 August 2019,"379,469.78 km"
71.99% Visible,Moon phase details at 10 August 2019,"384,247.59 km"
80.67% Visible,Moon phase details at 11 August 2019,"388,964.14 km"
87.95% Visible,Moon phase details at 12 August 2019,"393,385.78 km"
93.61% Visible,Moon phase details at 13 August 2019,"397,313.51 km"
97.53% Visible,Moon phase details at 14 August 2019,"400,587.96 km"
99.63% Visible,Moon phase details at 15 August 2019,"403,089.21 km"
99.88% Visible,Moon phase details at 16 August 2019,"404,733.14 km"
98.31% Visible,Moon phase details at 17 August 2019,"405,466.59 km"
95.01% Visible,Moon phase details at 18 August 2019,"405,263.33 km"
90.08% Visible,Moon phase details at 19 August 2019,"404,122.52 km"
83.69% Visible,Moon phase details at 20 August 2019,"402,070.52 km"
76% Visible,Moon phase details at 21 August 2019,"399,165.77 km"
67.24% Visible,Moon phase details at 22 August 2019,"395,505.38 km"
57.62% Visible,Moon phase details at 23 August 2019,"391,231.38 km"
47.45% Visible,Moon phase details at 24 August 2019,"386,533.63 km"
37.07% Visible,Moon phase details at 25 August 2019,"381,646.83 km"
26.91% Visible,Moon phase details at 26 August 2019,"376,840.20 km"
17.53% Visible,Moon phase details at 27 August 2019,"372,399.73 km"
9.57% Visible,Moon phase details at 28 August 2019,"368,605.31 km"
3.69% Visible,Moon phase details at 29 August 2019,"365,705.77 km"
0.48% Visible,Moon phase details at 30 August 2019,"363,895.80 km"
0.31% Visible,Moon phase details at 31 August 2019,"363,297.70 km"
3.21% Visible,Moon phase details at 1 September 2019,"363,950.18 km"
8.89% Visible,Moon phase details at 2 September 2019,"365,805.27 km"
16.8% Visible,Moon phase details at 3 September 2019,"368,733.34 km"
26.25% Visible,Moon phase details at 4 September 2019,"372,535.76 km"
36.58% Visible,Moon phase details at 5 September 2019,"376,963.86 km"
47.18% Visible,Moon phase details at 6 September 2019,"381,741.77 km"
57.58% Visible,Moon phase details at 7 September 2019,"386,590.25 km"
67.38% Visible,Moon phase details at 8 September 2019,"391,248.03 km"
76.27% Visible,Moon phase details at 9 September 2019,"395,487.80 km"
84.01% Visible,Moon phase details at 10 September 2019,"399,125.37 km"
90.4% Visible,Moon phase details at 11 September 2019,"402,021.87 km"
95.26% Visible,Moon phase details at 12 September 2019,"404,080.75 km"
98.46% Visible,Moon phase details at 13 September 2019,"405,241.88 km"
99.91% Visible,Moon phase details at 14 September 2019,"405,475.40 km"
99.57% Visible,Moon phase details at 15 September 2019,"404,777.39 km"
97.42% Visible,Moon phase details at 16 September 2019,"403,168.69 km"
93.52% Visible,Moon phase details at 17 September 2019,"400,696.99 km"
87.96% Visible,Moon phase details at 18 September 2019,"397,441.56 km"
80.86% Visible,Moon phase details at 19 September 2019,"393,518.91 km"
72.42% Visible,Moon phase details at 20 September 2019,"389,087.15 km"
62.88% Visible,Moon phase details at 21 September 2019,"384,346.73 km"
52.54% Visible,Moon phase details at 22 September 2019,"379,535.57 km"
41.77% Visible,Moon phase details at 23 September 2019,"374,917.72 km"
31.05% Visible,Moon phase details at 24 September 2019,"370,766.19 km"
20.96% Visible,Moon phase details at 25 September 2019,"367,341.69 km"
12.19% Visible,Moon phase details at 26 September 2019,"364,870.24 km"
5.4% Visible,Moon phase details at 27 September 2019,"363,522.39 km"
1.22% Visible,Moon phase details at 28 September 2019,"363,396.77 km"
0.02% Visible,Moon phase details at 29 September 2019,"364,509.73 km"
1.86% Visible,Moon phase details at 30 September 2019,"366,792.36 km"
6.49% Visible,Moon phase details at 1 October 2019,"370,095.48 km"
13.39% Visible,Moon phase details at 2 October 2019,"374,202.54 km"
21.94% Visible,Moon phase details at 3 October 2019,"378,849.34 km"
31.53% Visible,Moon phase details at 4 October 2019,"383,748.22 km"
41.59% Visible,Moon phase details at 5 October 2019,"388,613.19 km"
51.68% Visible,Moon phase details at 6 October 2019,"393,182.11 km"
61.44% Visible,Moon phase details at 7 October 2019,"397,232.77 km"
70.58% Visible,Moon phase details at 8 October 2019,"400,591.10 km"
78.86% Visible,Moon phase details at 9 October 2019,"403,132.04 km"
86.04% Visible,Moon phase details at 10 October 2019,"404,775.13 km"
91.92% Visible,Moon phase details at 11 October 2019,"405,477.76 km"
96.31% Visible,Moon phase details at 12 October 2019,"405,228.79 km"
99.05% Visible,Moon phase details at 13 October 2019,"404,044.66 km"
100% Visible,Moon phase details at 14 October 2019,"401,968.65 km"
99.08% Visible,Moon phase details at 15 October 2019,"399,073.17 km"
96.26% Visible,Moon phase details at 16 October 2019,"395,463.57 km"
91.55% Visible,Moon phase details at 17 October 2019,"391,281.83 km"
85.07% Visible,Moon phase details at 18 October 2019,"386,707.82 km"
76.98% Visible,Moon phase details at 19 October 2019,"381,956.57 km"
67.55% Visible,Moon phase details at 20 October 2019,"377,270.38 km"
57.1% Visible,Moon phase details at 21 October 2019,"372,905.92 km"
46.06% Visible,Moon phase details at 22 October 2019,"369,117.47 km"
34.95% Visible,Moon phase details at 23 October 2019,"366,138.03 km"
24.38% Visible,Moon phase details at 24 October 2019,"364,160.57 km"
15% Visible,Moon phase details at 25 October 2019,"363,321.41 km"
7.48% Visible,Moon phase details at 26 October 2019,"363,687.33 km"
2.39% Visible,Moon phase details at 27 October 2019,"365,247.72 km"
0.12% Visible,Moon phase details at 28 October 2019,"367,912.89 km"
0.73% Visible,Moon phase details at 29 October 2019,"371,519.28 km"
4.04% Visible,Moon phase details at 30 October 2019,"375,841.87 km"
9.64% Visible,Moon phase details at 31 October 2019,"380,613.00 km"
17.01% Visible,Moon phase details at 1 November 2019,"385,545.58 km"
25.6% Visible,Moon phase details at 2 November 2019,"390,357.31 km"
34.92% Visible,Moon phase details at 3 November 2019,"394,792.00 km"
44.58% Visible,Moon phase details at 4 November 2019,"398,634.82 km"
54.23% Visible,Moon phase details at 5 November 2019,"401,719.90 km"
63.58% Visible,Moon phase details at 6 November 2019,"403,930.79 km"
72.38% Visible,Moon phase details at 7 November 2019,"405,196.12 km"
80.38% Visible,Moon phase details at 8 November 2019,"405,483.39 km"
87.33% Visible,Moon phase details at 9 November 2019,"404,793.68 km"
92.99% Visible,Moon phase details at 10 November 2019,"403,159.00 km"
97.12% Visible,Moon phase details at 11 November 2019,"400,642.66 km"
99.49% Visible,Moon phase details at 12 November 2019,"397,341.72 km"
99.91% Visible,Moon phase details at 13 November 2019,"393,389.79 km"
98.27% Visible,Moon phase details at 14 November 2019,"388,958.12 km"
94.5% Visible,Moon phase details at 15 November 2019,"384,252.94 km"
88.68% Visible,Moon phase details at 16 November 2019,"379,508.28 km"
80.97% Visible,Moon phase details at 17 November 2019,"374,974.21 km"
71.68% Visible,Moon phase details at 18 November 2019,"370,901.53 km"
61.2% Visible,Moon phase details at 19 November 2019,"367,524.85 km"
50.02% Visible,Moon phase details at 20 November 2019,"365,045.88 km"
38.69% Visible,Moon phase details at 21 November 2019,"363,618.56 km"
27.82% Visible,Moon phase details at 22 November 2019,"363,337.20 km"
18.05% Visible,Moon phase details at 23 November 2019,"364,228.45 km"
9.97% Visible,Moon phase details at 24 November 2019,"366,247.50 km"
4.1% Visible,Moon phase details at 25 November 2019,"369,279.35 km"
0.76% Visible,Moon phase details at 26 November 2019,"373,145.57 km"
0.07% Visible,Moon phase details at 27 November 2019,"377,616.64 km"
1.92% Visible,Moon phase details at 28 November 2019,"382,429.54 km"
6.01% Visible,Moon phase details at 29 November 2019,"387,308.47 km"
11.95% Visible,Moon phase details at 30 November 2019,"391,986.09 km"
19.31% Visible,Moon phase details at 1 December 2019,"396,221.86 km"
27.69% Visible,Moon phase details at 2 December 2019,"399,814.99 km"
36.73% Visible,Moon phase details at 3 December 2019,"402,610.61 km"
46.1% Visible,Moon phase details at 4 December 2019,"404,500.03 km"
55.52% Visible,Moon phase details at 5 December 2019,"405,417.25 km"
64.74% Visible,Moon phase details at 6 December 2019,"405,334.30 km"
73.48% Visible,Moon phase details at 7 December 2019,"404,258.07 km"
81.48% Visible,Moon phase details at 8 December 2019,"402,229.89 km"
88.44% Visible,Moon phase details at 9 December 2019,"399,327.58 km"
94.03% Visible,Moon phase details at 10 December 2019,"395,668.74 km"
97.94% Visible,Moon phase details at 11 December 2019,"391,412.86 km"
99.85% Visible,Moon phase details at 12 December 2019,"386,759.86 km"
99.52% Visible,Moon phase details at 13 December 2019,"381,943.54 km"
96.82% Visible,Moon phase details at 14 December 2019,"377,219.61 km"
91.75% Visible,Moon phase details at 15 December 2019,"372,849.40 km"
84.51% Visible,Moon phase details at 16 December 2019,"369,081.51 km"
75.44% Visible,Moon phase details at 17 December 2019,"366,133.92 km"
65.03% Visible,Moon phase details at 18 December 2019,"364,178.54 km"
53.83% Visible,Moon phase details at 19 December 2019,"363,329.60 km"
42.43% Visible,Moon phase details at 20 December 2019,"363,636.39 km"
31.44% Visible,Moon phase details at 21 December 2019,"365,080.29 km"
21.44% Visible,Moon phase details at 22 December 2019,"367,575.99 km"
6.41% Visible,Moon phase details at 24 December 2019,"375,085.81 km"
2.1% Visible,Moon phase details at 25 December 2019,"379,666.67 km"
0.13% Visible,Moon phase details at 26 December 2019,"384,463.36 km"
0.49% Visible,Moon phase details at 27 December 2019,"389,216.89 km"
2.99% Visible,Moon phase details at 28 December 2019,"393,682.81 km"
7.38% Visible,Moon phase details at 29 December 2019,"397,645.17 km"
13.35% Visible,Moon phase details at 30 December 2019,"400,925.56 km"
20.59% Visible,Moon phase details at 31 December 2019,"403,386.71 km"
28.79% Visible,Moon phase details at 1 January 2020,"404,931.92 km"
37.68% Visible,Moon phase details at 2 January 2020,"405,502.05 km"
46.97% Visible,Moon phase details at 3 January 2020,"405,072.80 km"
56.41% Visible,Moon phase details at 4 January 2020,"403,653.89 km"
65.75% Visible,Moon phase details at 5 January 2020,"401,291.20 km"
74.67% Visible,Moon phase details at 6 January 2020,"398,071.05 km"
82.85% Visible,Moon phase details at 7 January 2020,"394,124.84 km"
89.89% Visible,Moon phase details at 8 January 2020,"389,631.12 km"
95.38% Visible,Moon phase details at 9 January 2020,"384,812.62 km"
98.87% Visible,Moon phase details at 10 January 2020,"379,926.58 km"
99.99% Visible,Moon phase details at 11 January 2020,"375,248.64 km"
98.49% Visible,Moon phase details at 12 January 2020,"371,052.35 km"
94.33% Visible,Moon phase details at 13 January 2020,"367,587.43 km"
87.7% Visible,Moon phase details at 14 January 2020,"365,060.02 km"
79% Visible,Moon phase details at 15 January 2020,"363,617.42 km"
68.8% Visible,Moon phase details at 16 January 2020,"363,338.44 km"
57.73% Visible,Moon phase details at 17 January 2020,"364,229.63 km"
46.41% Visible,Moon phase details at 18 January 2020,"366,226.98 km"
35.43% Visible,Moon phase details at 19 January 2020,"369,202.20 km"
25.33% Visible,Moon phase details at 20 January 2020,"372,973.28 km"
16.53% Visible,Moon phase details at 21 January 2020,"377,318.29 km"
9.41% Visible,Moon phase details at 22 January 2020,"381,991.64 km"
4.21% Visible,Moon phase details at 23 January 2020,"386,741.23 km"
1.06% Visible,Moon phase details at 24 January 2020,"391,324.61 km"
0% Visible,Moon phase details at 25 January 2020,"395,522.46 km"
0.95% Visible,Moon phase details at 26 January 2020,"399,147.72 km"
3.78% Visible,Moon phase details at 27 January 2020,"402,050.16 km"
8.3% Visible,Moon phase details at 28 January 2020,"404,116.58 km"
14.28% Visible,Moon phase details at 29 January 2020,"405,268.54 km"
21.5% Visible,Moon phase details at 30 January 2020,"405,459.38 km"
29.7% Visible,Moon phase details at 31 January 2020,"404,672.66 km"
38.66% Visible,Moon phase details at 1 February 2020,"402,923.33 km"
48.13% Visible,Moon phase details at 2 February 2020,"400,261.91 km"
57.83% Visible,Moon phase details at 3 February 2020,"396,780.65 km"
67.48% Visible,Moon phase details at 4 February 2020,"392,619.33 km"
76.71% Visible,Moon phase details at 5 February 2020,"387,967.75 km"
85.07% Visible,Moon phase details at 6 February 2020,"383,062.16 km"
92.06% Visible,Moon phase details at 7 February 2020,"378,173.93 km"
97.11% Visible,Moon phase details at 8 February 2020,"373,591.07 km"
99.73% Visible,Moon phase details at 9 February 2020,"369,594.91 km"
99.53% Visible,Moon phase details at 10 February 2020,"366,435.73 km"
96.43% Visible,Moon phase details at 11 February 2020,"364,311.04 km"
90.59% Visible,Moon phase details at 12 February 2020,"363,349.44 km"
82.48% Visible,Moon phase details at 13 February 2020,"363,601.48 km"
72.7% Visible,Moon phase details at 14 February 2020,"365,037.88 km"
61.94% Visible,Moon phase details at 15 February 2020,"367,554.35 km"
50.85% Visible,Moon phase details at 16 February 2020,"370,982.39 km"
39.99% Visible,Moon phase details at 17 February 2020,"375,104.54 km"
29.84% Visible,Moon phase details at 18 February 2020,"379,672.76 km"
20.79% Visible,Moon phase details at 19 February 2020,"384,427.85 km"
13.15% Visible,Moon phase details at 20 February 2020,"389,117.82 km"
7.14% Visible,Moon phase details at 21 February 2020,"393,512.97 km"
2.91% Visible,Moon phase details at 22 February 2020,"397,416.30 km"
0.54% Visible,Moon phase details at 23 February 2020,"400,668.48 km"
0.05% Visible,Moon phase details at 24 February 2020,"403,148.13 km"
1.4% Visible,Moon phase details at 25 February 2020,"404,768.84 km"
4.49% Visible,Moon phase details at 26 February 2020,"405,474.91 km"
9.2% Visible,Moon phase details at 27 February 2020,"405,237.98 km"
15.36% Visible,Moon phase details at 28 February 2020,"404,056.06 km"
22.79% Visible,Moon phase details at 29 February 2020,"401,955.73 km"
31.28% Visible,Moon phase details at 1 March 2020,"398,997.42 km"
40.6% Visible,Moon phase details at 2 March 2020,"395,282.24 km"
50.5% Visible,Moon phase details at 3 March 2020,"390,957.96 km"
60.67% Visible,Moon phase details at 4 March 2020,"386,221.24 km"
70.72% Visible,Moon phase details at 5 March 2020,"381,313.66 km"
80.16% Visible,Moon phase details at 6 March 2020,"376,509.83 km"
88.42% Visible,Moon phase details at 7 March 2020,"372,098.43 km"
94.86% Visible,Moon phase details at 8 March 2020,"368,358.35 km"
98.86% Visible,Moon phase details at 9 March 2020,"365,533.62 km"
99.97% Visible,Moon phase details at 10 March 2020,"363,810.94 km"
98.02% Visible,Moon phase details at 11 March 2020,"363,302.75 km"
93.16% Visible,Moon phase details at 12 March 2020,"364,037.71 km"
85.85% Visible,Moon phase details at 13 March 2020,"365,959.24 km"
76.74% Visible,Moon phase details at 14 March 2020,"368,931.94 km"
66.51% Visible,Moon phase details at 15 March 2020,"372,754.99 km"
55.8% Visible,Moon phase details at 16 March 2020,"377,181.15 km"
45.17% Visible,Moon phase details at 17 March 2020,"381,939.01 km"
35.05% Visible,Moon phase details at 18 March 2020,"386,755.57 km"
25.79% Visible,Moon phase details at 19 March 2020,"391,376.21 km"
17.66% Visible,Moon phase details at 20 March 2020,"395,579.51 km"
10.89% Visible,Moon phase details at 21 March 2020,"399,185.43 km"
5.65% Visible,Moon phase details at 22 March 2020,"402,057.26 km"
2.07% Visible,Moon phase details at 23 March 2020,"404,098.67 km"
0.24% Visible,Moon phase details at 24 March 2020,"405,248.16 km"
0.21% Visible,Moon phase details at 25 March 2020,"405,473.48 km"
1.96% Visible,Moon phase details at 26 March 2020,"404,767.83 km"
5.45% Visible,Moon phase details at 27 March 2020,"403,149.16 km"
10.58% Visible,Moon phase details at 28 March 2020,"400,662.87 km"
17.23% Visible,Moon phase details at 29 March 2020,"397,387.00 km"
25.22% Visible,Moon phase details at 30 March 2020,"393,438.36 km"
34.35% Visible,Moon phase details at 31 March 2020,"388,977.23 km"
44.33% Visible,Moon phase details at 1 April 2020,"384,207.98 km"
54.85% Visible,Moon phase details at 2 April 2020,"379,373.77 km"
65.5% Visible,Moon phase details at 3 April 2020,"374,744.37 km"
75.75% Visible,Moon phase details at 4 April 2020,"370,597.71 km"
84.97% Visible,Moon phase details at 5 April 2020,"367,197.53 km"
92.49% Visible,Moon phase details at 6 April 2020,"364,769.98 km"
97.63% Visible,Moon phase details at 7 April 2020,"363,482.57 km"
99.91% Visible,Moon phase details at 8 April 2020,"363,427.91 km"
99.11% Visible,Moon phase details at 9 April 2020,"364,614.34 km"
95.34% Visible,Moon phase details at 10 April 2020,"366,964.18 km"
89.05% Visible,Moon phase details at 11 April 2020,"370,320.36 km"
80.83% Visible,Moon phase details at 12 April 2020,"374,460.66 km"
71.34% Visible,Moon phase details at 13 April 2020,"379,118.35 km"
61.2% Visible,Moon phase details at 14 April 2020,"384,006.66 km"
50.91% Visible,Moon phase details at 15 April 2020,"388,843.47 km"
40.89% Visible,Moon phase details at 16 April 2020,"393,372.40 km"
31.45% Visible,Moon phase details at 17 April 2020,"397,377.65 km"
22.88% Visible,Moon phase details at 18 April 2020,"400,691.02 km"
15.39% Visible,Moon phase details at 19 April 2020,"403,191.96 km"
