,illumination,date,dist_to_moon,feels_like_19-1,pressure_19-1,rain_1h_19-1,weather_id_19-1,feels_like_07,pressure_07,rain_1h_07,weather_id_07,open_d-1,high_d-1,low_d-1,close_d-1,result
4880,56.62,2002-10-14,387655.80 ,3.77,998.0,1.53,500.0,5.62,1001,0.0,804,"3,777.30","3,953.40","3,777.30","3,953.40","3,931.60"
4881,66.41,2002-10-15,392247.74 ,7.96,1011.0,0.0,804.0,6.52,1005,0.77,500,"3,953.40","3,992.60","3,908.10","3,931.60","4,130.30"
4882,75.34,2002-10-16,396374.03 ,8.04,991.0,0.38,500.0,5.23,1000,0.0,804,"3,931.60","4,130.30","3,931.60","4,130.30","4,057.70"
4883,83.17,2002-10-17,399859.48 ,5.31,1001.0,0.0,804.0,0.27,1004,0.0,800,"4,130.30","4,179.60","4,031.60","4,057.70","4,170.70"
4884,89.68,2002-10-18,402574.67 ,3.43,1006.0,0.0,804.0,0.66,1007,0.5,500,"4,057.70","4,189.00","4,057.70","4,170.70","4,130.50"
4885,99.82,2002-10-21,405395.40 ,2.18,1006.0,0.0,802.0,9.82,995,0.24,500,"4,170.70","4,197.50","4,075.40","4,130.50","4,133.80"
4886,99.72,2002-10-22,404482.16 ,12.78,992.0,0.0,802.0,12.32,983,0.4,500,"4,130.50","4,156.30","4,086.50","4,133.80","4,118.90"
4887,99.72,2002-10-22,404482.16 ,11.96,980.0,0.0,801.0,12.32,983,0.4,721,"4,130.50","4,156.30","4,086.50","4,133.80","4,118.90"
4888,97.81,2002-10-23,402668.32 ,11.96,980.0,0.0,801.0,1.82,996,0.0,800,"4,133.80","4,184.60","4,108.80","4,118.90","4,006.90"
4889,94.13,2002-10-24,400009.73 ,2.15,1006.0,0.0,800.0,-0.71,1009,0.0,800,"4,118.90","4,166.60","4,006.90","4,006.90","4,103.70"
4890,88.75,2002-10-25,396594.63 ,6.97,1003.0,0.0,801.0,9.67,993,0.55,501,"4,006.90","4,107.70","4,006.90","4,103.70","4,051.10"
4891,63.99,2002-10-28,383275.74 ,3.59,1019.0,0.0,801.0,3.26,1028,0.0,802,"4,103.70","4,103.70","4,019.80","4,051.10","4,090.50"
4892,53.66,2002-10-29,378498.58 ,6.71,1028.0,0.0,802.0,5.7,1019,0.5,500,"4,051.10","4,147.90","4,051.10","4,090.50","3,935.90"
4893,42.86,2002-10-30,373973.30 ,10.5,1010.0,0.0,802.0,7.73,1014,0.0,721,"4,090.50","4,090.50","3,919.40","3,935.90","4,002.70"
4894,32.07,2002-10-31,369969.04 ,8.2,1016.0,0.14,500.0,9.13,1018,0.0,721,"3,935.90","4,002.70","3,934.60","4,002.70","4,039.70"
4895,21.87,2002-11-01,366738.29 ,10.41,1019.0,0.0,721.0,11.28,1014,0.0,802,"4,002.70","4,073.00","3,978.70","4,039.70","3,997.00"
4896,1.5,2002-11-04,363522.74 ,6.92,1007.0,0.3,520.0,3.91,1015,0.0,802,"4,039.70","4,039.70","3,953.30","3,997.00","4,141.50"
4897,0,2002-11-05,364876.88 ,5.85,1021.0,0.0,801.0,7.16,1022,0.0,721,"3,997.00","4,143.40","3,997.00","4,141.50","4,146.10"
4898,1.52,2002-11-06,367374.52 ,10.35,1022.0,0.0,300.0,10.12,1013,0.0,803,"4,141.50","4,146.10","4,083.10","4,146.10","4,103.70"
4899,5.83,2002-11-07,370854.04 ,6.26,1013.0,0.0,804.0,1.47,1017,0.0,800,"4,146.10","4,192.40","4,101.00","4,103.70","4,081.30"
4900,12.43,2002-11-08,375089.56 ,1.64,1018.0,0.0,801.0,3.61,1015,0.53,500,"4,103.70","4,147.10","4,073.40","4,081.30","4,034.60"
4901,40.01,2002-11-11,389562.27 ,10.04,999.0,0.0,804.0,4.21,1002,0.0,801,"4,081.30","4,091.60","4,026.20","4,034.60","4,015.60"
4902,50.02,2002-11-12,394050.95 ,8.14,1006.0,0.0,804.0,7.06,1001,0.76,500,"4,034.60","4,044.00","3,961.00","4,015.60","4,085.10"
4903,59.78,2002-11-13,397981.34 ,4.72,998.0,0.0,804.0,8.09,988,0.0,802,"4,015.60","4,085.10","4,013.90","4,085.10","4,029.40"
4904,68.98,2002-11-14,401187.54 ,5.88,987.0,0.0,801.0,1.4,971,0.42,500,"4,085.00","4,085.00","3,986.90","4,029.40","4,053.10"
4905,77.39,2002-11-15,403552.59 ,6.82,983.0,0.3,520.0,5.89,988,0.0,801,"4,029.40","4,064.00","3,985.40","4,053.10","4,091.60"
4906,95.59,2002-11-18,405050.51 ,5.23,1011.0,0.0,801.0,-0.74,1013,0.0,741,"4,053.10","4,117.40","4,053.10","4,091.60","4,116.00"
4907,98.66,2002-11-19,403665.01 ,2.78,1013.0,0.0,721.0,3.02,1011,0.0,741,"4,091.60","4,164.70","4,087.00","4,116.00","4,096.50"
4908,99.96,2002-11-20,401398.62 ,2.44,1011.0,0.0,803.0,1.89,1005,0.5,500,"4,116.00","4,116.90","4,070.70","4,096.50","4,094.90"
4909,99.39,2002-11-21,398332.29 ,6.49,999.0,0.13,500.0,6.84,986,0.0,802,"4,096.50","4,118.40","4,069.30","4,094.90","4,190.00"
4910,96.89,2002-11-22,394580.87 ,5.89,988.0,0.0,802.0,5.33,990,0.0,801,"4,094.90","4,194.80","4,094.90","4,190.00","4,175.20"
4911,78.3,2002-11-25,380914.92 ,5.21,1004.0,0.0,801.0,4.09,1004,0.0,741,"4,190.00","4,224.80","4,162.80","4,175.20","4,122.20"
4912,68.98,2002-11-26,376285.76 ,4.33,1006.0,0.0,721.0,3.69,1011,0.0,741,"4,175.20","4,197.70","4,108.00","4,122.20","4,071.00"
4913,58.58,2002-11-27,372034.96 ,5.12,1012.0,0.0,803.0,2.85,1009,0.0,802,"4,122.20","4,142.10","4,058.30","4,071.00","4,144.20"
4914,47.55,2002-11-28,368410.97 ,4.34,1004.0,0.51,500.0,6.84,1004,0.0,801,"4,071.00","4,146.20","4,060.90","4,144.20","4,185.40"
4915,36.39,2002-11-29,365636.75 ,6.57,1005.0,0.0,800.0,5.7,1008,0.0,803,"4,144.20","4,202.20","4,138.90","4,185.40","4,169.40"
4916,8.37,2002-12-02,363903.98 ,2.65,998.0,0.0,800.0,3.77,995,0.0,803,"4,185.40","4,206.80","4,130.30","4,169.40","4,154.30"
4917,2.95,2002-12-03,365685.80 ,3.41,1002.0,0.0,802.0,4.38,1006,0.0,801,"4,169.40","4,218.60","4,149.80","4,154.30","4,075.40"
4918,0.27,2002-12-04,368539.86 ,4.8,1012.0,0.0,802.0,4.55,1012,0.23,500,"4,154.30","4,154.30","4,070.60","4,075.40","4,048.60"
4919,0.44,2002-12-05,372292.24 ,1.13,1014.0,0.0,800.0,-0.87,1021,0.0,800,"4,075.40","4,075.40","4,023.00","4,048.60","4,032.40"
4920,3.3,2002-12-06,376711.21 ,1.97,1029.0,0.0,803.0,3.83,1031,0.0,802,"4,048.60","4,109.90","4,019.60","4,032.40","4,013.50"
4921,23.73,2002-12-09,391209.79 ,-2.88,1024.0,0.0,721.0,-4.51,1024,0.0,803,"4,032.40","4,050.40","3,931.90","4,013.50","3,933.90"
4922,32.84,2002-12-10,395550.51 ,-4.46,1024.0,0.0,803.0,-6.92,1020,0.0,801,"4,013.50","4,039.80","3,933.90","3,933.90","3,925.00"
4923,42.36,2002-12-11,399266.89 ,-3.19,1020.0,0.0,721.0,-5.5,1019,0.0,721,"3,933.90","3,985.60","3,912.10","3,925.00","3,974.90"
4924,51.97,2002-12-12,402200.69 ,-3.57,1018.0,0.0,721.0,-2.84,1016,0.0,721,"3,925.00","3,995.00","3,919.90","3,974.90","3,935.30"
4925,61.36,2002-12-13,404242.37 ,1.43,1019.0,0.0,701.0,0.66,1019,0.0,801,"3,974.90","3,982.30","3,916.00","3,935.30","3,878.10"
4926,85.75,2002-12-16,404546.74 ,2.77,1006.0,0.24,300.0,2.07,1012,0.0,300,"3,935.30","3,961.80","3,839.40","3,878.10","3,984.00"
4927,91.77,2002-12-17,402726.93 ,1.65,1017.0,0.5,500.0,-0.27,1023,0.0,802,"3,878.10","3,987.90","3,846.80","3,984.00","3,908.70"
4928,96.3,2002-12-18,400036.81 ,-0.87,1028.0,0.0,802.0,-1.15,1031,0.0,802,"3,984.00","3,999.80","3,906.10","3,908.70","3,835.20"
4929,99.12,2002-12-19,396581.93 ,-1.84,1032.0,0.0,802.0,-3.67,1029,0.0,801,"3,908.70","3,911.40","3,827.80","3,835.20","3,841.40"
4930,99.99,2002-12-20,392505.55 ,-2.72,1023.0,0.0,804.0,-0.36,1018,0.0,300,"3,835.20","3,907.20","3,803.40","3,841.40","3,889.90"
4931,89.89,2002-12-23,378519.65 ,7.79,1010.0,0.0,801.0,6.76,1009,0.0,804,"3,841.40","3,893.30","3,841.40","3,889.90","3,936.90"
4932,82.43,2002-12-24,374060.18 ,9.7,1002.0,0.0,804.0,7.42,1001,0.5,500,"3,889.90","3,936.90","3,887.60","3,936.90","3,942.10"
4936,19.51,2002-12-30,364550.80 ,7.62,996.0,0.71,500.0,7.79,998,0.0,802,"3,942.10","3,944.10","3,822.20","3,829.40","3,900.60"
4937,11.18,2002-12-31,366778.74 ,2.49,1001.0,1.67,501.0,-0.05,1011,0.5,310,"3,829.40","3,903.70","3,805.10","3,900.60","3,940.40"
4940,0,2003-01-03,378513.53 ,4.16,990.0,0.0,804.0,2.87,994,0.0,803,"3,940.40","4,009.50","3,915.80","4,009.50","4,005.00"
4941,10.39,2003-01-06,392793.51 ,-2.8,1014.0,0.0,801.0,-5.05,1015,0.0,721,"4,009.50","4,027.60","3,991.20","4,005.00","4,001.40"
4942,17.37,2003-01-07,396918.48 ,-4.42,1021.0,0.0,801.0,-5.21,1020,0.0,801,"4,004.90","4,025.50","3,930.90","4,001.40","3,957.40"
4943,25.45,2003-01-08,400374.03 ,-5.83,1018.0,0.0,801.0,-9.12,1016,0.0,802,"4,001.40","4,015.40","3,925.40","3,957.40","3,924.80"
4944,34.27,2003-01-09,403013.22 ,-5.57,1017.0,0.0,801.0,-5.77,1020,0.0,802,"3,957.40","3,957.40","3,906.80","3,924.80","3,934.00"
4945,43.53,2003-01-10,404734.00 ,-3.42,1025.0,0.0,802.0,-2.33,1026,0.0,802,"3,924.80","3,942.50","3,865.80","3,934.00","3,974.10"
4946,71.17,2003-01-13,403962.18 ,-1.84,1033.0,0.0,803.0,1.16,1029,0.0,804,"3,934.00","3,997.20","3,926.00","3,974.10","3,948.30"
4947,79.44,2003-01-14,401764.54 ,2.06,1030.0,0.0,803.0,4.57,1029,0.0,802,"3,974.10","4,020.20","3,921.90","3,948.30","3,945.60"
4948,86.76,2003-01-15,398705.90 ,3.32,1027.0,0.0,802.0,2.6,1021,0.0,801,"3,948.30","3,983.80","3,924.30","3,945.60","3,887.80"
4949,92.79,2003-01-16,394911.71 ,3.5,1020.0,0.0,800.0,1.33,1027,0.0,802,"3,945.60","3,963.20","3,880.10","3,887.80","3,881.80"
4950,97.18,2003-01-17,390550.52 ,3.09,1025.0,0.0,802.0,1.72,1017,0.0,802,"3,887.80","3,900.80","3,863.10","3,881.80","3,820.60"
4951,97.54,2003-01-20,376307.63 ,3.81,998.0,0.12,521.0,3.38,993,0.61,500,"3,881.80","3,881.80","3,820.60","3,820.60","3,778.60"
4952,92.86,2003-01-21,372027.22 ,4.47,987.0,0.0,801.0,2.8,982,0.0,803,"3,820.60","3,853.40","3,774.10","3,778.60","3,736.70"
4953,85.93,2003-01-22,368401.49 ,4.03,980.0,0.0,802.0,2.69,988,0.0,802,"3,778.60","3,815.00","3,736.70","3,736.70","3,678.00"
4954,77.08,2003-01-23,365641.12 ,1.79,1000.0,0.0,801.0,-0.14,1019,0.0,802,"3,736.70","3,752.80","3,658.40","3,678.00","3,622.20"
4955,66.8,2003-01-24,363906.61 ,0.85,1033.0,0.0,800.0,-2.73,1037,0.0,801,"3,678.00","3,721.70","3,622.20","3,622.20","3,603.70"
4956,33.2,2003-01-27,365520.84 ,9.63,1028.0,0.0,801.0,6.24,1030,0.0,741,"3,622.20","3,665.20","3,583.70","3,603.70","3,480.80"
4957,23.06,2003-01-28,368216.92 ,5.18,1024.0,0.0,803.0,-1.98,1022,0.0,800,"3,603.70","3,603.70","3,460.30","3,480.80","3,490.00"
4958,14.34,2003-01-29,371776.60 ,-2.04,1010.0,0.0,803.0,-2.74,1007,0.0,802,"3,480.80","3,538.50","3,464.10","3,490.00","3,483.80"
4959,7.49,2003-01-30,375993.08 ,-3.92,1015.0,0.0,802.0,-3.44,1008,0.0,802,"3,490.00","3,493.70","3,391.50","3,483.80","3,578.70"
4960,2.77,2003-01-31,380626.41 ,-8.31,1012.0,0.0,802.0,-7.75,1021,0.0,800,"3,483.80","3,579.60","3,483.80","3,578.70","3,567.40"
4961,2.21,2003-02-03,394490.65 ,-0.68,1000.0,0.0,801.0,-2.43,995,0.0,803,"3,578.70","3,580.50","3,510.60","3,567.40","3,689.40"
4962,6.13,2003-02-04,398323.16 ,-2.53,993.0,0.0,802.0,-4.81,995,0.0,801,"3,567.40","3,698.90","3,567.40","3,689.40","3,590.10"
4963,11.68,2003-02-05,401449.57 ,-4.26,1006.0,0.0,801.0,-4.63,1010,0.0,800,"3,689.40","3,689.40","3,590.10","3,590.10","3,678.70"
4964,18.57,2003-02-06,403741.31 ,-2.6,1017.0,0.0,800.0,-5.54,1019,0.0,721,"3,590.10","3,678.70","3,569.00","3,678.70","3,597.00"
4965,26.51,2003-02-07,405108.84 ,1.2,1017.0,0.22,310.0,5.22,1018,0.0,803,"3,678.70","3,689.70","3,563.90","3,597.00","3,599.20"
4966,53.9,2003-02-10,403300.99 ,3.34,1018.0,0.0,300.0,2.42,1021,0.0,721,"3,597.00","3,639.10","3,568.40","3,599.20","3,579.10"
4967,72.48,2003-02-12,397415.61 ,2.94,1026.0,0.0,300.0,3.33,1027,0.0,300,"3,579.10","3,675.00","3,579.10","3,669.20","3,616.10"
4968,80.96,2003-02-13,393351.71 ,0.03,1029.0,0.0,300.0,-4.7,1028,0.0,721,"3,669.20","3,669.20","3,613.30","3,616.10","3,610.80"
4969,88.4,2003-02-14,388773.21 ,-4.14,1027.0,0.0,721.0,-6.7,1028,0.0,721,"3,616.10","3,640.70","3,568.70","3,610.80","3,611.90"
4970,99.98,2003-02-17,374406.61 ,-4.74,1037.0,0.0,721.0,-6.18,1038,0.0,803,"3,610.80","3,683.60","3,601.50","3,611.90","3,692.40"
4971,98.96,2003-02-18,370318.48 ,-5.79,1035.0,0.0,802.0,-7.37,1030,0.0,721,"3,611.90","3,692.40","3,611.90","3,692.40","3,729.50"
4972,95.21,2003-02-19,367010.43 ,-4.77,1022.0,0.0,800.0,-5.22,1016,0.0,721,"3,692.40","3,747.00","3,669.60","3,729.50","3,658.30"
4973,88.91,2003-02-20,364680.71 ,-4.97,1011.0,0.0,804.0,-1.36,1010,0.0,721,"3,729.50","3,738.50","3,657.90","3,658.30","3,687.30"
4974,80.46,2003-02-21,363465.01 ,0.1,1015.0,0.0,800.0,-3.41,1019,0.0,721,"3,658.30","3,724.70","3,655.80","3,687.30","3,727.10"
4975,80.46,2003-02-21,363465.01 ,1.99,1022.0,0.0,800.0,-3.41,1019,0.0,741,"3,658.30","3,724.70","3,655.80","3,687.30","3,727.10"
4976,48.13,2003-02-24,366780.17 ,6.06,1025.0,0.0,804.0,3.1,1024,0.0,721,"3,687.20","3,727.10","3,660.20","3,727.10","3,701.80"
4977,37.11,2003-02-25,369946.29 ,3.73,1020.0,0.0,803.0,-0.72,1017,0.0,721,"3,727.10","3,746.50","3,699.80","3,701.80","3,621.50"
4978,26.9,2003-02-26,373863.61 ,2.89,1014.0,0.0,801.0,1.95,1011,0.0,721,"3,701.80","3,701.80","3,592.10","3,621.50","3,593.30"
4979,17.93,2003-02-27,378301.72 ,4.94,1009.0,0.0,801.0,3.72,1010,0.0,802,"3,621.50","3,652.00","3,558.80","3,593.30","3,569.90"
4980,10.56,2003-02-28,383011.16 ,5.04,1013.0,0.0,801.0,4.78,1017,0.0,802,"3,593.30","3,627.40","3,535.10","3,569.90","3,655.60"
4981,0.05,2003-03-03,396336.18 ,3.17,1016.0,0.0,800.0,-1.91,1018,0.0,803,"3,569.90","3,655.60","3,553.60","3,655.60","3,684.70"
4982,0.58,2003-03-04,399813.54 ,2.58,1017.0,0.0,802.0,4.43,1014,0.0,802,"3,655.60","3,714.90","3,640.80","3,684.70","3,625.30"
4983,2.99,2003-03-05,402544.47 ,6.77,1014.0,0.0,803.0,6.12,1012,0.0,802,"3,684.70","3,684.70","3,612.60","3,625.30","3,563.50"
4984,7.12,2003-03-06,404424.89 ,9.43,1010.0,0.74,500.0,-0.25,1015,0.0,701,"3,625.30","3,625.30","3,558.80","3,563.50","3,555.40"
4985,12.77,2003-03-07,405384.13 ,4.57,1020.0,0.0,804.0,1.67,1017,0.0,802,"3,563.50","3,590.30","3,526.10","3,555.40","3,491.60"
4986,36.56,2003-03-10,402482.09 ,4.94,1016.0,0.0,803.0,4.07,1019,0.0,804,"3,555.40","3,555.40","3,467.20","3,491.60","3,436.10"
4987,45.99,2003-03-11,399661.22 ,5.05,1019.0,0.0,801.0,4.95,1013,0.0,803,"3,491.60","3,502.40","3,434.50","3,436.10","3,452.70"
4988,55.75,2003-03-12,396044.31 ,4.14,1014.0,0.0,801.0,1.79,1025,0.0,801,"3,436.00","3,468.50","3,400.30","3,452.70","3,287.00"
4989,65.53,2003-03-13,391778.64 ,-0.61,1036.0,0.0,802.0,-0.63,1039,0.0,803,"3,452.70","3,466.40","3,277.50","3,287.00","3,486.90"
4990,74.98,2003-03-14,387061.66 ,-2.53,1036.0,0.0,802.0,-1.1,1035,0.0,721,"3,287.00","3,489.10","3,287.00","3,486.90","3,601.80"
4991,96.46,2003-03-17,372779.73 ,1.08,1040.0,0.0,801.0,-2.99,1038,0.0,721,"3,486.90","3,612.90","3,486.90","3,601.80","3,722.30"
4992,99.51,2003-03-18,368917.60 ,4.68,1035.0,0.0,721.0,-0.16,1035,0.0,804,"3,601.80","3,774.30","3,525.30","3,722.30","3,747.30"
4993,99.74,2003-03-19,365937.31 ,2.1,1033.0,0.0,803.0,-2.67,1032,0.0,741,"3,722.30","3,810.80","3,714.00","3,747.30","3,765.40"
4994,97,2003-03-20,364026.92 ,6.78,1029.0,0.0,721.0,-0.12,1028,0.0,721,"3,747.30","3,828.30","3,716.50","3,765.40","3,765.70"
4995,91.47,2003-03-21,363302.54 ,4.96,1027.0,0.0,721.0,2.28,1026,0.0,721,"3,765.40","3,790.70","3,715.80","3,765.70","3,861.10"
4996,63.32,2003-03-24,368205.94 ,9.09,1023.0,0.0,800.0,5.23,1023,0.0,721,"3,765.70","3,881.70","3,765.70","3,861.10","3,743.30"
4997,52.27,2003-03-25,371811.99 ,8.58,1024.0,0.0,803.0,4.75,1024,0.0,721,"3,861.10","3,861.10","3,734.10","3,743.30","3,762.00"
4998,41.41,2003-03-26,376064.07 ,9.9,1021.0,0.0,802.0,3.48,1021,0.0,721,"3,743.30","3,782.80","3,660.40","3,762.00","3,793.10"
4999,31.2,2003-03-27,380706.97 ,7.42,1018.0,0.0,721.0,2.46,1018,0.0,721,"3,762.00","3,809.50","3,735.00","3,793.10","3,729.10"
5000,22.04,2003-03-28,385478.86 ,4.42,1017.0,0.0,803.0,0.8,1014,0.0,701,"3,793.10","3,793.10","3,711.50","3,729.10","3,708.50"
5001,3.49,2003-03-31,398206.77 ,6.82,1020.0,0.0,801.0,0.86,1027,0.0,800,"3,729.10","3,752.60","3,695.70","3,708.50","3,613.30"
5002,0.82,2003-04-01,401294.60 ,3.9,1024.0,0.0,801.0,1.33,1015,0.0,803,"3,708.50","3,708.50","3,580.90","3,613.30","3,684.80"
5003,0,2003-04-02,403586.86 ,1.19,1008.0,0.0,801.0,-0.87,1013,0.0,802,"3,613.30","3,691.80","3,612.30","3,684.80","3,753.40"
5004,1.03,2003-04-03,405006.00 ,1.43,1019.0,0.0,803.0,-0.13,1025,0.0,803,"3,684.80","3,778.30","3,682.00","3,753.40","3,771.10"
5005,3.81,2003-04-04,405504.19 ,5.44,1030.0,0.0,803.0,5.28,1031,0.0,804,"3,753.40","3,808.50","3,744.40","3,771.10","3,814.40"
5006,21.45,2003-04-07,401392.80 ,1.69,1029.0,0.0,803.0,-1.66,1028,0.0,803,"3,771.10","3,841.70","3,751.70","3,814.40","3,935.80"
5007,29.83,2003-04-08,398271.16 ,-2.93,1026.0,0.0,800.0,-1.9,1026,0.0,801,"3,814.40","3,962.20","3,814.40","3,935.80","3,868.80"
5008,39.11,2003-04-09,394422.94 ,-1.87,1023.0,0.0,801.0,-2.62,1020,0.0,802,"3,935.80","3,935.80","3,868.50","3,868.80","3,861.40"
5009,49.03,2003-04-10,390004.40 ,-2.03,1015.0,0.0,801.0,-3.7,1010,0.0,600,"3,868.80","3,907.10","3,824.50","3,861.40","3,803.30"
5010,59.28,2003-04-11,385220.15 ,1.35,1009.0,0.0,801.0,-1.2,1010,0.0,804,"3,861.40","3,870.70","3,803.20","3,803.30","3,808.10"
5011,87.61,2003-04-14,371280.13 ,9.05,1014.0,0.0,802.0,7.85,1012,0.0,801,"3,803.30","3,871.40","3,803.30","3,808.10","3,849.40"
5012,94.31,2003-04-15,367706.99 ,11.17,1013.0,0.0,802.0,9.1,1016,0.0,721,"3,808.10","3,857.40","3,800.70","3,849.40","3,916.90"
5013,98.6,2003-04-16,365091.01 ,12.57,1019.0,0.0,800.0,8.7,1022,0.0,721,"3,849.40","3,926.50","3,849.40","3,916.90","3,854.90"
5014,100,2003-04-17,363606.91 ,11.99,1024.0,0.0,800.0,8.21,1026,0.0,800,"3,916.80","3,967.80","3,849.50","3,854.90","3,889.20"
5018,56.82,2003-04-23,378199.37 ,10.05,1016.0,0.0,802.0,6.23,1018,0.0,721,"3,889.20","3,924.20","3,873.90","3,917.70","3,966.50"
5019,46.22,2003-04-24,383007.98 ,5.94,1018.0,0.0,802.0,3.79,1016,0.0,721,"3,917.70","3,997.30","3,917.70","3,966.50","3,899.00"
5020,36.08,2003-04-25,387816.56 ,11.85,1015.0,0.0,801.0,11.11,1012,0.0,721,"3,966.50","3,977.80","3,892.20","3,899.00","3,870.20"
5021,11.62,2003-04-28,399921.03 ,7.5,1005.0,0.0,801.0,8.34,997,0.0,801,"3,899.00","3,919.40","3,859.90","3,870.20","3,940.30"
5022,6.2,2003-04-29,402611.73 ,8.62,995.0,0.0,802.0,6.81,1005,0.0,803,"3,870.20","3,943.00","3,855.50","3,940.30","3,927.80"
5023,2.42,2003-04-30,404450.89 ,8.14,1008.0,0.0,801.0,7.53,1005,0.0,804,"3,940.30","3,976.20","3,915.00","3,927.80","3,926.00"
5024,0.37,2003-05-01,405385.35 ,5.37,1006.0,0.0,801.0,6.27,1010,0.0,801,"3,927.80","3,943.00","3,912.30","3,926.00","3,880.10"
5025,0.12,2003-05-02,405390.42 ,6.95,1013.0,0.0,802.0,8.5,1005,1.5,501,"3,926.00","3,926.00","3,875.30","3,880.10","3,952.60"
5028,24.43,2003-05-07,392444.91 ,10.23,1025.0,0.0,802.0,6.56,1027,0.0,801,"3,952.60","4,007.00","3,952.60","4,006.40","3,992.90"
5029,33.54,2003-05-08,387901.84 ,11.65,1020.0,0.0,802.0,8.64,1019,0.0,804,"4,006.40","4,038.50","3,981.70","3,992.90","3,928.90"
5030,43.56,2003-05-09,383104.79 ,11.54,1019.0,0.0,801.0,8.6,1018,0.0,803,"3,992.90","3,992.90","3,919.50","3,928.90","3,969.40"
5031,75.23,2003-05-12,369770.59 ,7.99,1015.0,0.0,802.0,6.6,1015,0.0,802,"3,928.90","3,974.50","3,912.80","3,969.40","3,987.40"
5032,84.57,2003-05-13,366572.37 ,4.84,1012.0,0.0,802.0,3.38,1016,0.0,802,"3,969.40","3,991.00","3,941.10","3,987.40","3,999.90"
5033,92.21,2003-05-14,364385.86 ,4.64,1017.0,0.0,801.0,2.19,1019,0.0,801,"3,987.40","4,008.80","3,976.10","3,999.90","3,975.00"
5034,97.48,2003-05-15,363363.80 ,8.32,1023.0,0.0,801.0,5.3,1024,0.0,802,"3,999.90","4,023.20","3,971.70","3,975.00","4,011.10"
5035,99.88,2003-05-16,363582.16 ,7.89,1020.0,0.0,801.0,7.35,1015,0.48,500,"3,975.00","4,020.30","3,965.60","4,011.10","4,049.00"
5036,89.38,2003-05-19,371171.33 ,8.23,1008.0,0.0,803.0,9.18,1008,0.0,802,"4,011.10","4,080.80","4,011.10","4,049.00","3,941.30"
5037,81.27,2003-05-20,375455.63 ,3.98,1007.0,0.59,500.0,4.73,1011,0.0,804,"4,049.00","4,049.00","3,932.50","3,941.30","3,971.60"
5038,71.88,2003-05-21,380197.90 ,8.19,1016.0,0.0,803.0,7.92,1021,0.0,802,"3,941.30","3,985.00","3,928.40","3,971.60","3,936.40"
5039,61.81,2003-05-22,385108.90 ,9.94,1021.0,0.5,500.0,12.13,1021,0.0,804,"3,971.60","3,971.60","3,907.80","3,936.40","3,990.50"
5040,51.57,2003-05-23,389908.59 ,9.64,1017.0,0.0,804.0,9.83,1012,0.5,500,"3,936.40","3,990.50","3,936.40","3,990.50","3,979.80"
5043,9.62,2003-05-28,405051.98 ,14.37,1025.0,0.0,801.0,14.31,1025,0.0,802,"3,979.80","4,000.70","3,920.20","3,992.40","4,071.90"
5044,4.78,2003-05-29,405504.36 ,15.03,1021.0,0.0,802.0,13.99,1019,0.0,721,"3,992.40","4,073.10","3,992.40","4,071.90","4,083.60"
5045,1.56,2003-05-30,405010.73 ,15.9,1017.0,0.0,801.0,15.01,1016,0.0,803,"4,071.90","4,095.50","4,044.40","4,083.60","4,048.10"
5046,2.71,2003-06-02,398211.34 ,17.49,1007.0,3.56,520.0,14.63,1008,0.0,802,"4,083.60","4,096.00","4,048.10","4,048.10","4,129.30"
5047,6.84,2003-06-03,394438.52 ,15.38,1010.0,0.0,801.0,12.56,1010,0.0,802,"4,048.10","4,129.30","4,048.10","4,129.30","4,115.70"
5048,12.75,2003-06-04,390132.60 ,18.57,1009.0,0.0,801.0,14.68,1010,0.0,804,"4,129.30","4,129.30","4,074.40","4,115.70","4,126.60"
5049,20.3,2003-06-05,385482.71 ,15.62,1011.0,0.0,802.0,10.58,1018,0.0,803,"4,115.70","4,143.50","4,093.10","4,126.60","4,104.30"
5050,29.28,2003-06-06,380712.76 ,12.35,1020.0,0.0,803.0,12.42,1018,0.0,801,"4,126.60","4,148.40","4,083.10","4,104.30","4,150.80"
5051,61.34,2003-06-09,368216.94 ,9.69,1013.0,0.0,801.0,10.84,1019,0.0,801,"4,104.30","4,178.50","4,104.30","4,150.80","4,129.10"
5052,72.17,2003-06-10,365484.01 ,13.4,1016.0,0.0,802.0,15.33,1010,0.0,802,"4,150.80","4,150.80","4,101.10","4,129.10","4,113.00"
5053,82.05,2003-06-11,363805.65 ,11.82,1011.0,0.0,801.0,12.58,1018,0.0,803,"4,129.10","4,132.40","4,108.60","4,113.00","4,150.20"
5054,90.29,2003-06-12,363301.92 ,15.77,1018.0,0.0,802.0,13.4,1020,0.5,500,"4,113.00","4,162.10","4,113.00","4,150.20","4,161.30"
5055,96.27,2003-06-13,364018.71 ,15.62,1020.0,0.0,800.0,11.73,1024,0.0,800,"4,150.10","4,193.60","4,150.00","4,161.30","4,134.10"
5056,97.15,2003-06-16,372753.76 ,21.86,1019.0,0.0,802.0,18.39,1017,0.0,802,"4,161.30","4,180.10","4,124.90","4,134.10","4,152.90"
5057,92.06,2003-06-17,377252.92 ,19.3,1013.0,0.0,804.0,18.72,1011,0.0,721,"4,134.10","4,174.30","4,112.40","4,152.90","4,190.40"
5058,84.98,2003-06-18,382113.44 ,20.33,1012.0,0.0,802.0,11.99,1019,0.0,801,"4,152.90","4,199.10","4,152.90","4,190.40","4,207.00"
