,illumination,date,dist_to_moon,feels_like_19-1,pressure_19-1,rain_1h_19-1,weather_id_19-1,feels_like_07,pressure_07,rain_1h_07,weather_id_07,open_d-1,high_d-1,low_d-1,close_d-1,result
2719,96.37,1994-06-22,365864.44 ,11.05,1015.0,0.0,804.0,10.45,1019,0.0,802,"2,972.20","2,977.20","2,936.70","2,940.20","2,960.40"
2720,99.49,1994-06-23,368790.95 ,13.36,1024.0,0.0,801.0,13.75,1027,0.0,800,"2,934.10","2,960.40","2,934.10","2,960.40","2,942.40"
2721,99.77,1994-06-24,372600.58 ,15.18,1021.0,0.0,800.0,14.02,1015,0.0,801,"2,978.40","2,979.40","2,936.50","2,942.40","2,876.60"
2722,77.69,1994-06-28,391561.32 ,20.05,1021.0,0.0,800.0,16.15,1021,0.0,800,"2,844.70","2,902.20","2,844.70","2,899.90","2,909.00"
2723,68.69,1994-06-29,395867.30 ,19.97,1015.0,0.0,800.0,10.05,1018,0.0,801,"2,926.60","2,926.90","2,906.40","2,909.00","2,946.30"
2724,59.19,1994-06-30,399533.84 ,12.81,1023.0,0.0,800.0,12.53,1026,0.0,802,"2,899.00","2,948.10","2,899.00","2,946.30","2,919.20"
2725,49.55,1994-07-01,402404.86 ,15.33,1023.0,0.0,800.0,13.66,1020,0.0,800,"2,956.20","2,961.90","2,910.60","2,919.20","2,936.40"
2726,22.61,1994-07-04,405385.89 ,23.97,1013.0,0.0,804.0,16.36,1013,0.0,802,"2,914.10","2,939.10","2,906.20","2,936.40","2,970.40"
2727,15.16,1994-07-05,404414.45 ,15.77,1014.0,0.0,802.0,12.7,1019,0.0,804,"2,938.30","2,974.90","2,938.30","2,970.40","2,965.00"
2728,8.91,1994-07-06,402501.74 ,14.85,1019.0,0.0,801.0,11.55,1018,0.0,804,"2,972.70","2,978.20","2,945.30","2,965.00","2,946.70"
2729,4.13,1994-07-07,399722.18 ,12.09,1015.0,0.0,801.0,10.07,1016,0.0,802,"2,956.70","2,966.80","2,942.90","2,946.70","2,964.40"
2730,1.09,1994-07-08,396186.32 ,14.55,1016.0,0.0,801.0,14.23,1015,0.0,300,"2,948.70","2,968.00","2,940.20","2,964.40","2,962.40"
2731,4.3,1994-07-11,382715.98 ,18.34,1021.0,0.0,801.0,17.55,1022,0.0,800,"2,967.90","2,972.80","2,952.40","2,962.40","2,983.80"
2732,9.73,1994-07-12,377996.69 ,22.76,1018.0,0.0,800.0,22.77,1017,0.0,721,"2,957.90","2,992.60","2,957.80","2,983.80","2,963.90"
2733,17.17,1994-07-13,373576.08 ,25.26,1015.0,0.0,801.0,17.05,1019,0.0,801,"2,984.20","2,996.60","2,957.40","2,963.90","3,005.30"
2734,26.31,1994-07-14,369702.25 ,19.63,1021.0,0.0,804.0,13.95,1022,0.0,801,"2,975.00","3,006.90","2,975.00","3,005.30","3,050.40"
2735,36.74,1994-07-15,366599.83 ,20.02,1020.0,0.0,803.0,14.53,1022,0.0,802,"3,013.60","3,050.40","3,010.20","3,050.40","3,074.80"
2736,70.4,1994-07-18,363499.57 ,15.54,1021.0,0.0,801.0,12.21,1020,0.0,804,"3,071.40","3,078.40","3,057.00","3,074.80","3,082.00"
2737,80.4,1994-07-19,364762.15 ,15.96,1019.0,0.0,800.0,14.69,1019,0.0,803,"3,072.60","3,085.40","3,060.50","3,082.00","3,091.30"
2738,88.78,1994-07-20,367116.24 ,19.46,1018.0,0.0,802.0,13.95,1020,0.0,721,"3,086.20","3,096.20","3,072.60","3,091.30","3,077.20"
2739,95.03,1994-07-21,370426.08 ,21.33,1018.0,0.0,801.0,19.05,1018,0.0,804,"3,099.60","3,099.60","3,077.20","3,077.20","3,095.10"
2740,98.81,1994-07-22,374497.38 ,23.26,1016.0,0.0,802.0,16.25,1020,0.0,721,"3,063.50","3,097.50","3,061.10","3,095.10","3,114.70"
2741,95.07,1994-07-25,388774.67 ,25.67,1011.0,0.0,801.0,20.8,1013,0.0,721,"3,115.90","3,123.20","3,105.30","3,114.70","3,106.10"
2742,89.57,1994-07-26,393333.59 ,19.98,1014.0,0.0,803.0,16.24,1016,0.0,803,"3,110.70","3,111.20","3,099.00","3,106.10","3,117.20"
2743,82.56,1994-07-27,397389.02 ,19.48,1017.0,0.0,803.0,18.86,1018,0.0,802,"3,111.60","3,132.80","3,111.40","3,117.20","3,082.30"
2744,74.44,1994-07-28,400753.37 ,24.09,1017.0,0.0,804.0,16.2,1016,0.98,501,"3,116.40","3,119.10","3,082.30","3,082.30","3,095.90"
2745,65.56,1994-07-29,403284.53 ,18.55,1019.0,0.0,802.0,15.94,1019,0.0,721,"3,085.30","3,097.40","3,075.10","3,095.90","3,082.60"
2746,37.42,1994-08-01,405105.55 ,20.11,1008.0,0.0,803.0,15.32,1011,0.0,801,"3,105.20","3,107.20","3,069.70","3,082.60","3,097.40"
2747,28.46,1994-08-02,403721.54 ,15.82,1013.0,0.0,801.0,15.34,1016,0.0,804,"3,077.80","3,097.50","3,075.80","3,097.40","3,157.50"
2748,20.16,1994-08-03,401397.80 ,19.02,1018.0,0.0,802.0,19.35,1019,0.0,801,"3,117.50","3,158.30","3,113.60","3,157.50","3,160.40"
2749,12.85,1994-08-04,398224.31 ,24.35,1016.0,0.0,801.0,21.41,1016,0.0,802,"3,159.50","3,166.20","3,148.70","3,160.40","3,150.50"
2750,6.87,1994-08-05,394333.21 ,21.95,1017.0,0.0,802.0,19.12,1019,0.0,802,"3,157.50","3,166.30","3,150.10","3,150.50","3,167.50"
2751,0.31,1994-08-08,380302.07 ,15.93,1021.0,0.0,802.0,13.64,1021,0.0,802,"3,141.00","3,172.80","3,140.30","3,167.50","3,171.90"
2752,2.8,1994-08-09,375648.64 ,16.47,1020.0,0.0,800.0,11.95,1018,0.0,804,"3,161.70","3,171.90","3,161.60","3,171.90","3,168.60"
2753,7.74,1994-08-10,371443.39 ,11.95,1010.0,0.0,804.0,13.36,1005,0.0,804,"3,184.10","3,184.60","3,154.70","3,168.60","3,167.00"
2754,14.94,1994-08-11,367929.12 ,17.4,1004.0,0.0,802.0,15.75,1005,0.41,501,"3,168.20","3,168.20","3,152.20","3,167.00","3,138.20"
2755,24.02,1994-08-12,365310.50 ,14.43,1010.0,0.0,721.0,11.2,1015,0.0,721,"3,177.30","3,177.30","3,132.80","3,138.20","3,142.30"
2756,57.18,1994-08-15,364034.37 ,14.04,1022.0,0.0,800.0,11.68,1025,0.0,802,"3,115.30","3,142.50","3,110.70","3,142.30","3,142.20"
2757,68.2,1994-08-16,365876.17 ,16.94,1022.0,0.0,800.0,14.01,1020,0.0,803,"3,147.60","3,156.50","3,141.60","3,142.20","3,147.30"
2758,78.22,1994-08-17,368721.63 ,15.74,1014.0,0.0,801.0,9.6,1009,0.14,500,"3,139.10","3,151.60","3,138.70","3,147.30","3,190.30"
2759,86.73,1994-08-18,372402.80 ,10.22,1009.0,0.0,802.0,10.21,1013,0.0,800,"3,170.90","3,195.00","3,165.70","3,190.30","3,182.60"
2760,93.33,1994-08-19,376706.06 ,14.85,1010.0,0.0,802.0,14.34,1006,0.0,300,"3,187.40","3,201.50","3,180.20","3,182.60","3,191.40"
2761,99.61,1994-08-22,390855.80 ,16.76,1016.0,0.0,802.0,14.82,1015,0.0,801,"3,171.30","3,191.80","3,170.00","3,191.40","3,171.30"
2762,97.28,1994-08-23,395156.47 ,17.19,1014.0,0.0,721.0,15.44,1014,0.0,721,"3,198.30","3,201.00","3,164.70","3,171.30","3,175.10"
2763,93.05,1994-08-24,398888.52 ,13.78,1013.0,0.0,801.0,12.27,1012,0.0,801,"3,166.30","3,175.10","3,161.10","3,175.10","3,205.20"
2764,87.22,1994-08-25,401888.94 ,13.57,1009.0,0.0,801.0,14.37,1006,0.26,500,"3,182.80","3,205.30","3,181.10","3,205.20","3,234.20"
2765,80.09,1994-08-26,404035.18 ,13.38,1006.0,0.0,802.0,15.62,1007,0.0,300,"3,238.20","3,244.70","3,228.60","3,234.20","3,265.10"
2766,53.77,1994-08-29,404688.97 ,9.62,1014.0,0.0,801.0,8.76,1016,0.0,804,"3,221.50","3,265.30","3,218.30","3,265.10","3,265.10"
2767,44.24,1994-08-30,402932.29 ,12.35,1016.0,0.0,721.0,10.87,1016,0.0,804,"3,265.10","3,265.10","3,265.10","3,265.10","3,249.60"
2768,34.8,1994-08-31,400254.05 ,13.82,1014.0,0.0,804.0,11.75,1013,0.21,500,"3,279.90","3,280.00","3,249.50","3,249.60","3,251.30"
2769,25.73,1994-09-01,396754.87 ,13.58,1009.0,0.0,804.0,10.52,1008,0.0,803,"3,250.20","3,264.90","3,247.60","3,251.30","3,216.50"
2770,17.4,1994-09-02,392582.42 ,12.39,1014.0,0.0,802.0,8.24,1019,0.0,721,"3,243.60","3,250.40","3,215.40","3,216.50","3,222.70"
2771,1.09,1994-09-05,378183.06 ,13.65,1015.0,0.0,802.0,9.52,1017,0.0,801,"3,216.70","3,242.20","3,216.70","3,222.70","3,241.50"
2772,0.01,1994-09-06,373633.64 ,12.75,1019.0,0.0,801.0,10.05,1015,0.0,803,"3,214.10","3,241.50","3,206.40","3,241.50","3,205.40"
2773,1.63,1994-09-07,369665.63 ,12.76,1009.0,0.0,802.0,11.23,1006,0.0,741,"3,252.30","3,253.40","3,203.40","3,205.40","3,203.90"
2774,5.97,1994-09-08,366517.99 ,12.76,1003.0,0.0,801.0,9.79,998,0.25,500,"3,211.80","3,219.10","3,203.90","3,203.90","3,180.00"
2775,12.81,1994-09-09,364378.68 ,10.1,998.0,0.0,801.0,7.7,1000,0.0,801,"3,196.10","3,196.10","3,166.20","3,180.00","3,139.30"
2776,54.5,1994-09-13,367284.97 ,10.78,1006.0,0.0,802.0,9.37,1009,0.0,801,"3,138.60","3,141.20","3,114.00","3,128.80","3,121.40"
2777,65.41,1994-09-14,370603.08 ,11.14,1007.0,0.0,803.0,8.41,999,1.25,501,"3,121.40","3,121.60","3,086.10","3,121.40","3,079.80"
2778,75.4,1994-09-15,374633.90 ,12.4,996.0,0.26,502.0,3.53,994,0.18,300,"3,128.70","3,128.70","3,075.30","3,079.80","3,112.70"
2779,84.04,1994-09-16,379142.23 ,7.69,1002.0,1.07,501.0,4.64,1007,0.0,804,"3,090.40","3,115.20","3,085.20","3,112.70","3,065.10"
2780,99.05,1994-09-19,393039.76 ,8.78,1026.0,0.0,804.0,7.19,1019,0.75,500,"3,133.20","3,133.30","3,064.60","3,065.10","3,079.10"
2781,100,1994-09-20,397027.87 ,11.12,1008.0,0.28,310.0,9.49,1004,0.0,300,"3,059.90","3,085.30","3,048.30","3,079.10","3,037.30"
2782,98.95,1994-09-21,400380.26 ,10.36,1004.0,0.5,500.0,8.05,1012,0.0,802,"3,078.70","3,078.70","3,031.70","3,037.30","3,014.80"
2783,96.05,1994-09-22,402962.73 ,9.76,1018.0,0.0,801.0,9.83,1022,0.0,721,"3,033.40","3,047.60","3,014.80","3,014.80","3,021.20"
2784,91.46,1994-09-23,404677.09 ,10.44,1022.0,0.0,801.0,9.95,1022,0.0,721,"3,023.90","3,027.50","3,008.60","3,021.20","3,028.20"
2785,69.85,1994-09-26,404111.35 ,13.15,1015.0,0.0,721.0,13.45,1016,0.0,701,"3,017.00","3,035.80","2,999.20","3,028.20","2,999.80"
2786,60.81,1994-09-27,402005.60 ,13.42,1019.0,0.0,804.0,8.51,1020,0.0,721,"3,017.10","3,017.30","2,987.80","2,999.80","3,008.50"
2787,51.25,1994-09-28,399018.72 ,13.34,1021.0,0.0,802.0,10.3,1023,0.0,701,"3,001.50","3,011.30","3,000.00","3,008.50","3,038.70"
2788,41.45,1994-09-29,395259.41 ,12.29,1022.0,0.0,803.0,10.23,1023,0.0,800,"3,012.10","3,040.90","3,010.70","3,038.70","2,992.50"
2789,31.73,1994-09-30,390885.51 ,11.9,1023.0,0.0,804.0,10.24,1021,0.0,804,"3,040.00","3,040.00","2,991.60","2,992.50","3,026.30"
2790,7.25,1994-10-03,376357.65 ,10.46,1009.0,0.0,804.0,6.15,1005,0.0,804,"2,988.60","3,026.30","2,986.00","3,026.30","2,983.50"
2791,2.42,1994-10-04,371962.14 ,3.46,1014.0,0.0,802.0,-0.58,1021,0.0,800,"3,024.30","3,025.20","2,982.40","2,983.50","3,001.80"
2792,0.13,1994-10-05,368256.10 ,3.69,1026.0,0.0,800.0,-0.03,1030,0.0,800,"2,989.60","3,003.40","2,989.60","3,001.80","2,956.30"
2793,0.73,1994-10-06,365473.90 ,6.79,1034.0,0.0,803.0,3.45,1035,0.0,803,"2,974.00","2,980.80","2,950.20","2,956.30","2,984.40"
2794,4.26,1994-10-07,363789.79 ,7.22,1031.0,0.0,801.0,4.49,1028,0.0,802,"2,970.30","2,987.00","2,969.50","2,984.40","2,998.70"
2795,28.91,1994-10-10,365925.00 ,8.1,1023.0,0.0,721.0,4.0,1022,0.0,721,"2,972.20","2,998.80","2,966.80","2,998.70","3,032.30"
2796,39.75,1994-10-11,368838.74 ,7.84,1021.0,0.0,802.0,6.91,1021,0.0,741,"3,009.70","3,033.60","3,009.70","3,032.30","3,073.00"
2797,61.56,1994-10-13,376928.57 ,7.66,1033.0,0.0,721.0,7.81,1033,0.0,721,"3,082.70","3,100.70","3,078.80","3,100.50","3,141.90"
2798,71.53,1994-10-14,381612.98 ,7.69,1031.0,0.0,721.0,8.72,1026,0.0,701,"3,094.70","3,151.20","3,094.70","3,141.90","3,106.70"
2799,93.5,1994-10-17,395194.05 ,6.07,1027.0,0.0,804.0,3.31,1027,0.0,802,"3,128.50","3,134.80","3,104.20","3,106.70","3,120.20"
2800,97.48,1994-10-18,398846.30 ,2.58,1025.0,0.0,803.0,1.04,1018,0.0,801,"3,100.60","3,132.70","3,099.80","3,120.20","3,085.30"
2801,99.61,1994-10-19,401791.41 ,3.57,1008.0,0.0,800.0,7.01,1000,0.0,721,"3,117.90","3,117.90","3,081.00","3,085.30","3,060.80"
2802,99.88,1994-10-20,403924.02 ,11.9,999.0,0.11,500.0,8.93,1000,0.25,500,"3,078.40","3,092.90","3,057.30","3,060.80","3,063.20"
2803,98.33,1994-10-21,405172.08 ,10.42,1002.0,0.0,721.0,9.87,1001,0.0,801,"3,070.50","3,083.20","3,060.70","3,063.20","3,032.80"
2804,83.83,1994-10-24,403310.31 ,7.17,995.0,0.0,802.0,3.75,1001,0.0,801,"3,049.40","3,049.40","3,016.40","3,032.80","3,029.10"
2805,76.23,1994-10-25,400856.96 ,6.51,1003.0,0.0,801.0,7.69,995,0.0,801,"3,039.60","3,052.90","3,029.10","3,029.10","3,000.90"
2806,67.59,1994-10-26,397584.33 ,5.0,1000.0,0.0,802.0,3.59,1001,0.0,802,"2,999.80","3,005.40","2,985.60","3,000.90","2,999.90"
2807,58.13,1994-10-27,393610.85 ,4.25,1004.0,0.0,801.0,1.24,1003,0.0,800,"3,011.20","3,029.70","2,999.70","2,999.90","3,029.60"
2808,48.11,1994-10-28,389102.67 ,3.25,1006.0,0.0,800.0,1.21,1008,0.0,800,"2,994.80","3,029.60","2,993.80","3,029.60","3,083.80"
2809,18.46,1994-10-31,374700.92 ,10.15,997.0,0.98,500.0,7.77,997,0.0,804,"3,041.30","3,083.90","3,024.70","3,083.80","3,097.40"
2810,10.4,1994-11-01,370525.71 ,5.64,1001.0,0.0,801.0,3.12,1013,0.0,800,"3,097.50","3,111.50","3,079.10","3,097.40","3,096.30"
2811,4.3,1994-11-02,367121.78 ,5.44,1020.0,0.0,801.0,2.91,1019,0.0,801,"3,081.50","3,096.40","3,078.20","3,096.30","3,081.30"
2812,0.74,1994-11-03,364713.62 ,5.7,1011.0,0.0,802.0,10.05,1006,0.0,721,"3,089.70","3,100.30","3,069.50","3,081.30","3,104.40"
2813,0.14,1994-11-04,363461.38 ,11.16,1003.0,0.0,802.0,10.74,1006,0.13,500,"3,082.70","3,106.60","3,071.30","3,104.40","3,097.60"
2814,15.56,1994-11-07,367027.42 ,6.07,1012.0,0.0,803.0,5.86,1010,0.0,801,"3,105.50","3,108.20","3,093.10","3,097.60","3,065.80"
2815,24.87,1994-11-08,370371.70 ,7.31,1009.0,0.0,803.0,8.73,1008,0.0,701,"3,077.00","3,081.10","3,065.30","3,065.80","3,063.80"
2816,35.17,1994-11-09,374474.85 ,10.84,1006.0,0.0,801.0,9.16,1002,0.5,500,"3,069.70","3,069.70","3,048.40","3,063.80","3,099.60"
2817,45.83,1994-11-10,379075.84 ,9.02,998.0,0.18,300.0,7.07,1002,0.0,741,"3,076.10","3,109.10","3,076.10","3,099.60","3,103.50"
2818,56.34,1994-11-11,383898.28 ,9.08,1009.0,0.0,721.0,9.17,1013,0.0,721,"3,093.10","3,105.90","3,081.80","3,103.50","3,075.90"
2819,83.27,1994-11-14,397138.55 ,9.57,1012.0,0.0,803.0,9.78,1007,0.41,300,"3,094.00","3,094.00","3,072.00","3,075.90","3,095.30"
2820,89.82,1994-11-15,400461.02 ,7.88,1009.0,0.0,803.0,5.3,1012,0.0,802,"3,076.90","3,095.30","3,069.50","3,095.30","3,135.40"
2821,94.85,1994-11-16,403002.74 ,4.84,1016.0,0.0,802.0,4.53,1019,0.0,741,"3,105.20","3,137.40","3,104.90","3,135.40","3,146.50"
2822,98.22,1994-11-17,404683.00 ,6.92,1016.0,0.0,803.0,4.81,1015,0.0,801,"3,133.50","3,168.10","3,125.90","3,146.50","3,127.50"
2823,99.85,1994-11-18,405453.94 ,4.94,1015.0,0.0,803.0,7.29,1010,0.79,501,"3,145.80","3,151.10","3,125.60","3,127.50","3,131.00"
2824,94.08,1994-11-21,402232.29 ,10.62,1020.0,0.0,804.0,7.1,1025,0.0,701,"3,122.50","3,134.10","3,121.20","3,131.00","3,121.00"
2825,88.77,1994-11-22,399416.66 ,7.84,1025.0,0.0,721.0,8.12,1024,0.0,701,"3,126.10","3,128.40","3,116.70","3,121.00","3,078.70"
2826,81.95,1994-11-23,395857.97 ,10.44,1023.0,0.0,803.0,9.78,1024,0.0,801,"3,091.70","3,099.40","3,078.60","3,078.70","3,027.50"
2827,73.79,1994-11-24,391689.90 ,7.78,1026.0,0.0,803.0,8.71,1030,0.0,721,"3,034.00","3,042.00","3,010.10","3,027.50","3,036.60"
2828,64.52,1994-11-25,387089.61 ,10.74,1035.0,0.0,721.0,10.43,1036,0.0,721,"3,037.80","3,044.70","3,034.70","3,036.60","3,033.50"
2829,33.14,1994-11-28,373043.00 ,7.24,1032.0,0.0,802.0,6.38,1036,0.0,721,"3,029.20","3,033.50","3,014.30","3,033.50","3,047.10"
2830,22.97,1994-11-29,369168.68 ,2.94,1036.0,0.0,803.0,3.76,1033,0.0,721,"3,039.90","3,049.90","3,039.90","3,047.10","3,061.10"
2831,13.92,1994-11-30,366130.00 ,4.6,1029.0,0.0,721.0,4.25,1027,0.0,721,"3,053.70","3,070.10","3,053.50","3,061.10","3,081.40"
2832,6.68,1994-12-01,364131.56 ,4.81,1027.0,0.0,721.0,3.07,1026,0.0,701,"3,058.70","3,081.40","3,058.10","3,081.40","3,039.60"
2833,1.9,1994-12-02,363313.45 ,3.18,1025.0,0.0,741.0,3.98,1023,0.0,721,"3,079.60","3,079.60","3,037.20","3,039.60","3,017.30"
2834,5.26,1994-12-05,368133.88 ,5.74,1011.0,0.0,802.0,1.18,1014,0.0,800,"3,021.20","3,030.00","3,011.60","3,017.30","3,033.50"
2835,11.75,1994-12-06,371816.68 ,4.28,1005.0,0.0,803.0,-0.37,1020,0.0,801,"3,028.20","3,037.40","3,014.60","3,033.50","3,016.10"
2836,20.06,1994-12-07,376187.68 ,3.53,1019.0,0.0,804.0,4.16,1004,0.16,520,"3,022.50","3,022.50","2,992.40","3,016.10","3,012.50"
2837,29.53,1994-12-08,380969.96 ,1.92,1008.0,0.0,803.0,2.79,996,2.27,501,"3,003.10","3,034.70","3,003.10","3,012.50","3,013.80"
2838,39.6,1994-12-09,385875.37 ,6.59,999.0,0.22,500.0,-1.03,1013,0.0,801,"3,008.50","3,022.10","3,002.40","3,013.80","2,977.30"
2839,39.6,1994-12-09,385875.37 ,2.7,1016.0,0.0,701.0,-1.03,1013,0.0,801,"3,008.50","3,022.10","3,002.40","3,013.80","2,977.30"
2840,68.98,1994-12-12,398747.19 ,8.42,1026.0,0.0,804.0,8.17,1025,0.0,802,"2,997.40","3,001.00","2,976.70","2,977.30","2,943.40"
2841,77.44,1994-12-13,401762.81 ,8.59,1026.0,0.0,803.0,8.56,1026,0.0,802,"2,978.10","2,987.80","2,941.90","2,943.40","2,946.40"
2842,84.83,1994-12-14,403928.30 ,6.47,1022.0,0.91,500.0,-0.71,1031,0.0,801,"2,962.70","2,962.80","2,938.80","2,946.40","2,980.60"
2843,90.95,1994-12-15,405180.53 ,-0.85,1032.0,0.0,802.0,-4.5,1030,0.0,721,"2,950.00","2,982.50","2,949.00","2,980.60","2,973.40"
2844,95.61,1994-12-16,405490.47 ,1.58,1025.0,0.0,803.0,5.58,1025,0.0,802,"2,993.70","2,998.10","2,973.20","2,973.40","3,013.60"
2845,99.43,1994-12-19,400895.32 ,0.53,1010.0,0.0,800.0,0.06,1011,0.0,801,"2,967.90","3,013.60","2,953.20","3,013.60","3,034.40"
2846,97.03,1994-12-20,397701.84 ,-1.37,1014.0,0.0,800.0,-2.41,1018,0.0,800,"3,026.80","3,048.00","3,026.50","3,034.40","3,058.10"
2847,92.79,1994-12-21,393845.99 ,0.08,1021.0,0.0,802.0,-0.67,1021,0.0,804,"3,030.50","3,061.30","3,030.50","3,058.10","3,070.40"
2848,86.77,1994-12-22,389483.68 ,-3.26,1025.0,0.0,800.0,-3.64,1030,0.0,800,"3,049.90","3,070.40","3,049.60","3,070.40","3,091.70"
2849,79.14,1994-12-23,384808.89 ,-1.8,1035.0,0.0,721.0,-6.04,1037,0.0,741,"3,077.80","3,095.60","3,072.80","3,091.70","3,083.40"
2850,49.16,1994-12-26,371286.57 ,4.65,1014.0,0.11,300.0,0.33,1011,0.0,804,"3,087.30","3,087.80","3,083.10","3,083.40","3,083.40"
2851,38.09,1994-12-27,367793.80 ,3.44,1000.0,0.29,300.0,5.95,991,0.0,804,"3,083.40","3,083.40","3,083.40","3,083.40","3,083.40"
2852,27.34,1994-12-28,365197.72 ,8.17,994.0,0.5,500.0,8.23,999,0.0,803,"3,083.40","3,083.40","3,083.40","3,083.40","3,095.80"
2853,9.44,1994-12-30,363325.51 ,1.41,989.0,0.0,801.0,-1.77,987,0.0,801,"3,081.40","3,082.40","3,064.60","3,065.60","3,065.50"
2854,0.27,1995-01-02,369321.37 ,-6.45,1013.0,0.0,800.0,-8.55,1021,0.0,800,"3,064.30","3,073.10","3,062.90","3,065.50","3,065.50"
2855,2.88,1995-01-03,373262.70 ,-5.28,1030.0,0.0,800.0,-7.85,1032,0.0,800,"3,065.50","3,065.50","3,065.50","3,065.50","3,065.70"
2856,7.94,1995-01-04,377810.93 ,-5.29,1030.0,0.0,721.0,-2.13,1027,0.0,804,"3,062.60","3,066.50","3,050.60","3,065.70","3,051.60"
2857,14.93,1995-01-05,382686.02 ,-3.48,1026.0,0.0,801.0,-1.64,1021,0.29,500,"3,063.90","3,072.10","3,051.50","3,051.60","3,032.30"
2858,23.31,1995-01-06,387599.55 ,-0.39,1013.0,0.15,300.0,-0.95,1015,0.0,801,"3,049.50","3,049.50","3,028.20","3,032.30","3,065.00"
2859,51.93,1995-01-09,400020.88 ,0.36,1030.0,0.0,801.0,0.6,1029,0.0,802,"3,027.00","3,067.90","3,019.90","3,065.00","3,055.80"
2860,61.4,1995-01-10,402748.31 ,2.34,1019.0,0.0,803.0,0.4,1019,0.0,804,"3,064.90","3,069.60","3,054.00","3,055.80","3,060.40"
2861,70.36,1995-01-11,404570.06 ,5.47,1006.0,0.0,804.0,-1.44,1016,0.0,801,"3,048.90","3,060.50","3,038.40","3,060.40","3,049.40"
2862,78.55,1995-01-12,405432.85 ,-4.37,1023.0,0.0,800.0,-5.36,1029,0.0,800,"3,050.60","3,075.00","3,042.40","3,049.40","3,033.20"
2863,85.76,1995-01-13,405319.29 ,-2.31,1038.0,0.0,803.0,-2.55,1037,0.0,803,"3,051.40","3,060.00","3,032.40","3,033.20","3,048.30"
2864,99.05,1995-01-16,399412.62 ,1.7,1024.0,0.0,803.0,1.15,1017,0.0,803,"3,023.00","3,048.50","3,016.10","3,048.30","3,076.70"
2865,100,1995-01-17,395843.09 ,1.87,1009.0,0.0,803.0,4.17,1002,0.57,310,"3,068.50","3,076.70","3,060.90","3,076.70","3,054.40"
2866,98.94,1995-01-18,391687.55 ,1.04,988.0,1.69,500.0,0.31,995,0.0,803,"3,081.50","3,084.40","3,054.00","3,054.40","3,054.90"
2867,95.81,1995-01-19,387129.66 ,-0.63,1001.0,0.0,804.0,-1.27,1003,0.0,803,"3,052.50","3,061.00","3,044.20","3,054.90","3,028.60"
2868,90.63,1995-01-20,382386.01 ,3.56,992.0,0.0,802.0,-3.44,995,0.0,803,"3,051.40","3,051.40","3,027.20","3,028.60","2,995.00"
2869,64.69,1995-01-23,369487.47 ,-0.07,985.0,0.0,802.0,-2.83,993,0.3,520,"3,003.30","3,013.80","2,989.00","2,995.00","2,954.20"
2870,53.74,1995-01-24,366438.06 ,-1.22,998.0,0.0,802.0,-0.64,1007,0.0,803,"2,968.80","2,992.00","2,949.40","2,954.20","2,969.00"
2871,42.42,1995-01-25,364353.64 ,1.42,1005.0,0.5,500.0,1.41,994,0.33,310,"2,971.10","2,973.40","2,964.60","2,969.00","2,982.20"
2872,42.42,1995-01-25,364353.64 ,6.56,991.0,0.0,803.0,1.41,994,0.33,500,"2,971.10","2,973.40","2,964.60","2,969.00","2,982.20"
2873,31.34,1995-01-26,363367.84 ,6.56,991.0,0.0,803.0,4.28,984,2.64,501,"2,971.00","2,986.50","2,964.40","2,982.20","3,007.30"
2874,21.12,1995-01-27,363550.69 ,-3.7,1008.0,0.0,801.0,-3.13,1016,0.0,804,"2,989.20","3,010.20","2,989.20","3,007.30","3,022.20"
2875,1.53,1995-01-30,370747.18 ,7.96,994.0,1.04,500.0,-1.95,1009,0.0,802,"3,006.80","3,022.70","3,006.40","3,022.20","2,995.90"
2876,0.01,1995-01-31,374896.89 ,-0.74,1021.0,0.0,804.0,2.4,1015,0.0,803,"3,021.30","3,021.30","2,995.10","2,995.90","2,991.60"
2877,1.12,1995-02-01,379549.61 ,3.57,1010.0,0.0,804.0,7.63,1008,0.98,500,"2,984.20","2,992.70","2,983.40","2,991.60","3,017.30"
2878,4.62,1995-02-02,384432.24 ,4.36,1013.0,0.0,801.0,-1.59,1026,0.0,800,"3,001.80","3,024.00","3,001.80","3,017.30","3,034.70"
2879,10.12,1995-02-03,389267.97 ,1.14,1031.0,0.0,802.0,3.84,1025,0.0,801,"3,018.20","3,039.30","3,013.50","3,034.70","3,059.70"
2880,34.34,1995-02-06,401074.94 ,7.37,1024.0,0.0,804.0,5.43,1022,0.0,802,"3,045.40","3,059.70","3,033.80","3,059.70","3,062.00"
2881,43.69,1995-02-07,403506.73 ,4.15,1019.0,0.0,803.0,2.67,1014,0.0,803,"3,075.00","3,075.00","3,061.60","3,062.00","3,072.70"
2882,53.14,1995-02-08,404999.44 ,5.88,1009.0,0.0,804.0,6.67,1001,0.3,500,"3,064.70","3,086.40","3,064.70","3,072.70","3,072.50"
2883,62.44,1995-02-09,405504.60 ,-1.91,1002.0,0.0,804.0,-1.04,1006,0.0,804,"3,066.20","3,072.50","3,060.70","3,072.50","3,099.00"
2884,71.32,1995-02-10,405010.16 ,-0.53,1004.0,0.0,804.0,2.47,997,1.02,500,"3,072.70","3,102.70","3,066.90","3,099.00","3,109.90"
2885,92.68,1995-02-13,397924.60 ,4.04,1009.0,0.0,802.0,7.09,1003,0.0,801,"3,099.00","3,114.60","3,099.00","3,109.90","3,081.10"
