illumination,Date,Text1
0.21% Visible,Moon phase details at 2 February 2003,"390,120.89 km"
2.21% Visible,Moon phase details at 3 February 2003,"394,490.65 km"
6.13% Visible,Moon phase details at 4 February 2003,"398,323.16 km"
11.68% Visible,Moon phase details at 5 February 2003,"401,449.57 km"
18.57% Visible,Moon phase details at 6 February 2003,"403,741.31 km"
26.51% Visible,Moon phase details at 7 February 2003,"405,108.84 km"
35.22% Visible,Moon phase details at 8 February 2003,"405,498.76 km"
44.44% Visible,Moon phase details at 9 February 2003,"404,891.42 km"
53.9% Visible,Moon phase details at 10 February 2003,"403,300.99 km"
72.48% Visible,Moon phase details at 12 February 2003,"397,415.61 km"
80.96% Visible,Moon phase details at 13 February 2003,"393,351.71 km"
88.4% Visible,Moon phase details at 14 February 2003,"388,773.21 km"
94.35% Visible,Moon phase details at 15 February 2003,"383,910.91 km"
98.35% Visible,Moon phase details at 16 February 2003,"379,028.78 km"
99.98% Visible,Moon phase details at 17 February 2003,"374,406.61 km"
98.96% Visible,Moon phase details at 18 February 2003,"370,318.48 km"
95.21% Visible,Moon phase details at 19 February 2003,"367,010.43 km"
88.91% Visible,Moon phase details at 20 February 2003,"364,680.71 km"
80.46% Visible,Moon phase details at 21 February 2003,"363,465.01 km"
70.42% Visible,Moon phase details at 22 February 2003,"363,427.78 km"
59.43% Visible,Moon phase details at 23 February 2003,"364,559.58 km"
48.13% Visible,Moon phase details at 24 February 2003,"366,780.17 km"
37.11% Visible,Moon phase details at 25 February 2003,"369,946.29 km"
26.9% Visible,Moon phase details at 26 February 2003,"373,863.61 km"
17.93% Visible,Moon phase details at 27 February 2003,"378,301.72 km"
10.56% Visible,Moon phase details at 28 February 2003,"383,011.16 km"
5.05% Visible,Moon phase details at 1 March 2003,"387,740.65 km"
1.53% Visible,Moon phase details at 2 March 2003,"392,252.75 km"
0.05% Visible,Moon phase details at 3 March 2003,"396,336.18 km"
0.58% Visible,Moon phase details at 4 March 2003,"399,813.54 km"
2.99% Visible,Moon phase details at 5 March 2003,"402,544.47 km"
7.12% Visible,Moon phase details at 6 March 2003,"404,424.89 km"
12.77% Visible,Moon phase details at 7 March 2003,"405,384.13 km"
19.71% Visible,Moon phase details at 8 March 2003,"405,382.04 km"
27.72% Visible,Moon phase details at 9 March 2003,"404,407.86 km"
36.56% Visible,Moon phase details at 10 March 2003,"402,482.09 km"
45.99% Visible,Moon phase details at 11 March 2003,"399,661.22 km"
55.75% Visible,Moon phase details at 12 March 2003,"396,044.31 km"
65.53% Visible,Moon phase details at 13 March 2003,"391,778.64 km"
74.98% Visible,Moon phase details at 14 March 2003,"387,061.66 km"
83.64% Visible,Moon phase details at 15 March 2003,"382,136.43 km"
90.99% Visible,Moon phase details at 16 March 2003,"377,279.17 km"
96.46% Visible,Moon phase details at 17 March 2003,"372,779.73 km"
99.51% Visible,Moon phase details at 18 March 2003,"368,917.60 km"
99.74% Visible,Moon phase details at 19 March 2003,"365,937.31 km"
97% Visible,Moon phase details at 20 March 2003,"364,026.92 km"
91.47% Visible,Moon phase details at 21 March 2003,"363,302.54 km"
83.59% Visible,Moon phase details at 22 March 2003,"363,800.07 km"
73.98% Visible,Moon phase details at 23 March 2003,"365,474.47 km"
63.32% Visible,Moon phase details at 24 March 2003,"368,205.94 km"
52.27% Visible,Moon phase details at 25 March 2003,"371,811.99 km"
41.41% Visible,Moon phase details at 26 March 2003,"376,064.07 km"
31.2% Visible,Moon phase details at 27 March 2003,"380,706.97 km"
22.04% Visible,Moon phase details at 28 March 2003,"385,478.86 km"
14.23% Visible,Moon phase details at 29 March 2003,"390,129.60 km"
7.99% Visible,Moon phase details at 30 March 2003,"394,435.17 km"
3.49% Visible,Moon phase details at 31 March 2003,"398,206.77 km"
0.82% Visible,Moon phase details at 1 April 2003,"401,294.60 km"
0% Visible,Moon phase details at 2 April 2003,"403,586.86 km"
1.03% Visible,Moon phase details at 3 April 2003,"405,006.00 km"
3.81% Visible,Moon phase details at 4 April 2003,"405,504.19 km"
8.25% Visible,Moon phase details at 5 April 2003,"405,060.10 km"
14.19% Visible,Moon phase details at 6 April 2003,"403,678.46 km"
21.45% Visible,Moon phase details at 7 April 2003,"401,392.80 km"
29.83% Visible,Moon phase details at 8 April 2003,"398,271.16 km"
39.11% Visible,Moon phase details at 9 April 2003,"394,422.94 km"
49.03% Visible,Moon phase details at 10 April 2003,"390,004.40 km"
59.28% Visible,Moon phase details at 11 April 2003,"385,220.15 km"
69.46% Visible,Moon phase details at 12 April 2003,"380,317.79 km"
79.1% Visible,Moon phase details at 13 April 2003,"375,575.11 km"
87.61% Visible,Moon phase details at 14 April 2003,"371,280.13 km"
94.31% Visible,Moon phase details at 15 April 2003,"367,706.99 km"
98.6% Visible,Moon phase details at 16 April 2003,"365,091.01 km"
100% Visible,Moon phase details at 17 April 2003,"363,606.91 km"
98.3% Visible,Moon phase details at 18 April 2003,"363,352.72 km"
93.67% Visible,Moon phase details at 19 April 2003,"364,341.35 km"
86.56% Visible,Moon phase details at 20 April 2003,"366,500.24 km"
77.59% Visible,Moon phase details at 21 April 2003,"369,679.03 km"
67.46% Visible,Moon phase details at 22 April 2003,"373,664.23 km"
56.82% Visible,Moon phase details at 23 April 2003,"378,199.37 km"
46.22% Visible,Moon phase details at 24 April 2003,"383,007.98 km"
36.08% Visible,Moon phase details at 25 April 2003,"387,816.56 km"
26.76% Visible,Moon phase details at 26 April 2003,"392,374.13 km"
18.53% Visible,Moon phase details at 27 April 2003,"396,466.05 km"
11.62% Visible,Moon phase details at 28 April 2003,"399,921.03 km"
6.2% Visible,Moon phase details at 29 April 2003,"402,611.73 km"
2.42% Visible,Moon phase details at 30 April 2003,"404,450.89 km"
0.37% Visible,Moon phase details at 1 May 2003,"405,385.35 km"
0.12% Visible,Moon phase details at 2 May 2003,"405,390.42 km"
1.66% Visible,Moon phase details at 3 May 2003,"404,466.52 km"
4.97% Visible,Moon phase details at 4 May 2003,"402,639.08 km"
9.96% Visible,Moon phase details at 5 May 2003,"399,961.68 km"
16.5% Visible,Moon phase details at 6 May 2003,"396,521.45 km"
24.43% Visible,Moon phase details at 7 May 2003,"392,444.91 km"
33.54% Visible,Moon phase details at 8 May 2003,"387,901.84 km"
43.56% Visible,Moon phase details at 9 May 2003,"383,104.79 km"
54.14% Visible,Moon phase details at 10 May 2003,"378,302.39 km"
64.87% Visible,Moon phase details at 11 May 2003,"373,765.99 km"
75.23% Visible,Moon phase details at 12 May 2003,"369,770.59 km"
84.57% Visible,Moon phase details at 13 May 2003,"366,572.37 km"
92.21% Visible,Moon phase details at 14 May 2003,"364,385.86 km"
97.48% Visible,Moon phase details at 15 May 2003,"363,363.80 km"
99.88% Visible,Moon phase details at 16 May 2003,"363,582.16 km"
99.2% Visible,Moon phase details at 17 May 2003,"365,031.94 km"
95.56% Visible,Moon phase details at 18 May 2003,"367,618.90 km"
89.38% Visible,Moon phase details at 19 May 2003,"371,171.33 km"
81.27% Visible,Moon phase details at 20 May 2003,"375,455.63 km"
71.88% Visible,Moon phase details at 21 May 2003,"380,197.90 km"
61.81% Visible,Moon phase details at 22 May 2003,"385,108.90 km"
51.57% Visible,Moon phase details at 23 May 2003,"389,908.59 km"
41.56% Visible,Moon phase details at 24 May 2003,"394,346.48 km"
32.11% Visible,Moon phase details at 25 May 2003,"398,215.19 km"
23.49% Visible,Moon phase details at 26 May 2003,"401,356.03 km"
15.92% Visible,Moon phase details at 27 May 2003,"403,657.95 km"
9.62% Visible,Moon phase details at 28 May 2003,"405,051.98 km"
4.78% Visible,Moon phase details at 29 May 2003,"405,504.36 km"
1.56% Visible,Moon phase details at 30 May 2003,"405,010.73 km"
0.08% Visible,Moon phase details at 31 May 2003,"403,593.16 km"
0.46% Visible,Moon phase details at 1 June 2003,"401,300.48 km"
2.71% Visible,Moon phase details at 2 June 2003,"398,211.34 km"
6.84% Visible,Moon phase details at 3 June 2003,"394,438.52 km"
12.75% Visible,Moon phase details at 4 June 2003,"390,132.60 km"
20.3% Visible,Moon phase details at 5 June 2003,"385,482.71 km"
29.28% Visible,Moon phase details at 6 June 2003,"380,712.76 km"
39.38% Visible,Moon phase details at 7 June 2003,"376,072.32 km"
50.23% Visible,Moon phase details at 8 June 2003,"371,822.31 km"
61.34% Visible,Moon phase details at 9 June 2003,"368,216.94 km"
72.17% Visible,Moon phase details at 10 June 2003,"365,484.01 km"
82.05% Visible,Moon phase details at 11 June 2003,"363,805.65 km"
90.29% Visible,Moon phase details at 12 June 2003,"363,301.92 km"
96.27% Visible,Moon phase details at 13 June 2003,"364,018.71 km"
99.49% Visible,Moon phase details at 14 June 2003,"365,921.40 km"
99.75% Visible,Moon phase details at 15 June 2003,"368,895.35 km"
97.15% Visible,Moon phase details at 16 June 2003,"372,753.76 km"
92.06% Visible,Moon phase details at 17 June 2003,"377,252.92 km"
84.98% Visible,Moon phase details at 18 June 2003,"382,113.44 km"
76.51% Visible,Moon phase details at 19 June 2003,"387,044.83 km"
67.16% Visible,Moon phase details at 20 June 2003,"391,769.64 km"
57.4% Visible,Moon phase details at 21 June 2003,"396,043.26 km"
47.61% Visible,Moon phase details at 22 June 2003,"399,666.64 km"
38.08% Visible,Moon phase details at 23 June 2003,"402,491.11 km"
29.1% Visible,Moon phase details at 24 June 2003,"404,416.61 km"
20.9% Visible,Moon phase details at 25 June 2003,"405,386.07 km"
13.74% Visible,Moon phase details at 26 June 2003,"405,378.92 km"
7.85% Visible,Moon phase details at 27 June 2003,"404,406.29 km"
3.47% Visible,Moon phase details at 28 June 2003,"402,509.16 km"
0.79% Visible,Moon phase details at 29 June 2003,"399,759.45 km"
0.01% Visible,Moon phase details at 30 June 2003,"396,262.94 km"
1.25% Visible,Moon phase details at 1 July 2003,"392,161.92 km"
4.57% Visible,Moon phase details at 2 July 2003,"387,635.82 km"
9.93% Visible,Moon phase details at 3 July 2003,"382,897.81 km"
17.19% Visible,Moon phase details at 4 July 2003,"378,186.78 km"
26.09% Visible,Moon phase details at 5 July 2003,"373,754.84 km"
36.29% Visible,Moon phase details at 6 July 2003,"369,851.55 km"
47.33% Visible,Moon phase details at 7 July 2003,"366,706.63 km"
58.68% Visible,Moon phase details at 8 July 2003,"364,513.18 km"
69.76% Visible,Moon phase details at 9 July 2003,"363,412.68 km"
79.91% Visible,Moon phase details at 10 July 2003,"363,483.42 km"
88.5% Visible,Moon phase details at 11 July 2003,"364,732.71 km"
94.95% Visible,Moon phase details at 12 July 2003,"367,094.09 km"
98.84% Visible,Moon phase details at 13 July 2003,"370,430.00 km"
99.99% Visible,Moon phase details at 14 July 2003,"374,540.52 km"
98.47% Visible,Moon phase details at 15 July 2003,"379,178.31 km"
94.55% Visible,Moon phase details at 16 July 2003,"384,068.37 km"
88.65% Visible,Moon phase details at 17 July 2003,"388,930.43 km"
81.23% Visible,Moon phase details at 18 July 2003,"393,500.44 km"
72.75% Visible,Moon phase details at 19 July 2003,"397,547.99 km"
63.59% Visible,Moon phase details at 20 July 2003,"400,887.05 km"
54.1% Visible,Moon phase details at 21 July 2003,"403,379.80 km"
44.58% Visible,Moon phase details at 22 July 2003,"404,934.83 km"
35.31% Visible,Moon phase details at 23 July 2003,"405,502.40 km"
26.55% Visible,Moon phase details at 24 July 2003,"405,069.57 km"
18.56% Visible,Moon phase details at 25 July 2003,"403,657.47 km"
11.63% Visible,Moon phase details at 26 July 2003,"401,321.36 km"
6.06% Visible,Moon phase details at 27 July 2003,"398,153.09 km"
2.15% Visible,Moon phase details at 28 July 2003,"394,283.93 km"
0.19% Visible,Moon phase details at 29 July 2003,"389,885.64 km"
0.4% Visible,Moon phase details at 30 July 2003,"385,167.67 km"
2.92% Visible,Moon phase details at 31 July 2003,"380,369.20 km"
7.75% Visible,Moon phase details at 1 August 2003,"375,746.27 km"
14.74% Visible,Moon phase details at 2 August 2003,"371,555.41 km"
23.58% Visible,Moon phase details at 3 August 2003,"368,035.86 km"
33.84% Visible,Moon phase details at 4 August 2003,"365,392.62 km"
44.99% Visible,Moon phase details at 5 August 2003,"363,782.16 km"
56.45% Visible,Moon phase details at 6 August 2003,"363,301.73 km"
67.6% Visible,Moon phase details at 7 August 2003,"363,982.59 km"
77.84% Visible,Moon phase details at 8 August 2003,"365,787.52 km"
86.59% Visible,Moon phase details at 9 August 2003,"368,612.53 km"
93.38% Visible,Moon phase details at 10 August 2003,"372,293.10 km"
97.86% Visible,Moon phase details at 11 August 2003,"376,615.07 km"
99.88% Visible,Moon phase details at 12 August 2003,"381,329.80 km"
99.45% Visible,Moon phase details at 13 August 2003,"386,172.47 km"
96.77% Visible,Moon phase details at 14 August 2003,"390,881.25 km"
92.14% Visible,Moon phase details at 15 August 2003,"395,214.80 km"
85.88% Visible,Moon phase details at 16 August 2003,"398,965.50 km"
78.37% Visible,Moon phase details at 17 August 2003,"401,967.08 km"
69.94% Visible,Moon phase details at 18 August 2003,"404,096.70 km"
60.89% Visible,Moon phase details at 19 August 2003,"405,272.95 km"
51.5% Visible,Moon phase details at 20 August 2003,"405,452.38 km"
42.04% Visible,Moon phase details at 21 August 2003,"404,626.84 km"
32.79% Visible,Moon phase details at 22 August 2003,"402,823.31 km"
24.03% Visible,Moon phase details at 23 August 2003,"400,106.47 km"
16.08% Visible,Moon phase details at 24 August 2003,"396,582.87 km"
9.31% Visible,Moon phase details at 25 August 2003,"392,404.25 km"
4.13% Visible,Moon phase details at 26 August 2003,"387,767.36 km"
0.92% Visible,Moon phase details at 27 August 2003,"382,908.25 km"
0.03% Visible,Moon phase details at 28 August 2003,"378,090.06 km"
1.68% Visible,Moon phase details at 29 August 2003,"373,585.53 km"
5.92% Visible,Moon phase details at 30 August 2003,"369,656.64 km"
12.59% Visible,Moon phase details at 31 August 2003,"366,534.40 km"
21.29% Visible,Moon phase details at 1 September 2003,"364,401.66 km"
31.51% Visible,Moon phase details at 2 September 2003,"363,380.49 km"
42.64% Visible,Moon phase details at 3 September 2003,"363,524.87 km"
54.05% Visible,Moon phase details at 4 September 2003,"364,818.60 km"
65.15% Visible,Moon phase details at 5 September 2003,"367,177.87 km"
75.37% Visible,Moon phase details at 6 September 2003,"370,458.09 km"
84.22% Visible,Moon phase details at 7 September 2003,"374,464.59 km"
91.32% Visible,Moon phase details at 8 September 2003,"378,966.56 km"
96.39% Visible,Moon phase details at 9 September 2003,"383,713.44 km"
99.27% Visible,Moon phase details at 10 September 2003,"388,452.03 km"
99.97% Visible,Moon phase details at 11 September 2003,"392,942.50 km"
98.56% Visible,Moon phase details at 12 September 2003,"396,971.30 km"
95.24% Visible,Moon phase details at 13 September 2003,"400,359.63 km"
90.24% Visible,Moon phase details at 14 September 2003,"402,966.98 km"
83.81% Visible,Moon phase details at 15 September 2003,"404,690.80 km"
76.22% Visible,Moon phase details at 16 September 2003,"405,463.94 km"
67.74% Visible,Moon phase details at 17 September 2003,"405,252.02 km"
58.62% Visible,Moon phase details at 18 September 2003,"404,052.82 km"
49.11% Visible,Moon phase details at 19 September 2003,"401,898.44 km"
39.48% Visible,Moon phase details at 20 September 2003,"398,860.25 km"
30.04% Visible,Moon phase details at 21 September 2003,"395,054.64 km"
21.14% Visible,Moon phase details at 22 September 2003,"390,647.12 km"
13.21% Visible,Moon phase details at 23 September 2003,"385,851.60 km"
6.72% Visible,Moon phase details at 24 September 2003,"380,922.75 km"
2.2% Visible,Moon phase details at 25 September 2003,"376,140.85 km"
0.1% Visible,Moon phase details at 26 September 2003,"371,790.90 km"
0.76% Visible,Moon phase details at 27 September 2003,"368,138.93 km"
4.26% Visible,Moon phase details at 28 September 2003,"365,409.45 km"
10.41% Visible,Moon phase details at 29 September 2003,"363,767.30 km"
18.77% Visible,Moon phase details at 30 September 2003,"363,305.56 km"
28.76% Visible,Moon phase details at 1 October 2003,"364,040.42 km"
39.69% Visible,Moon phase details at 2 October 2003,"365,912.54 km"
50.92% Visible,Moon phase details at 3 October 2003,"368,794.07 km"
61.87% Visible,Moon phase details at 4 October 2003,"372,500.50 km"
72.04% Visible,Moon phase details at 5 October 2003,"376,806.08 km"
81.01% Visible,Moon phase details at 6 October 2003,"381,461.51 km"
88.47% Visible,Moon phase details at 7 October 2003,"386,212.09 km"
94.17% Visible,Moon phase details at 8 October 2003,"390,814.38 km"
97.97% Visible,Moon phase details at 9 October 2003,"395,049.54 km"
99.81% Visible,Moon phase details at 10 October 2003,"398,731.96 km"
99.71% Visible,Moon phase details at 11 October 2003,"401,713.08 km"
97.74% Visible,Moon phase details at 12 October 2003,"403,880.97 km"
94.04% Visible,Moon phase details at 13 October 2003,"405,157.37 km"
88.79% Visible,Moon phase details at 14 October 2003,"405,494.11 km"
82.16% Visible,Moon phase details at 15 October 2003,"404,870.99 km"
74.37% Visible,Moon phase details at 16 October 2003,"403,296.35 km"
65.65% Visible,Moon phase details at 17 October 2003,"400,810.91 km"
56.23% Visible,Moon phase details at 18 October 2003,"397,494.00 km"
46.37% Visible,Moon phase details at 19 October 2003,"393,470.22 km"
36.39% Visible,Moon phase details at 20 October 2003,"388,913.80 km"
26.65% Visible,Moon phase details at 21 October 2003,"384,047.52 km"
17.64% Visible,Moon phase details at 22 October 2003,"379,134.28 km"
9.9% Visible,Moon phase details at 23 October 2003,"374,460.75 km"
4.06% Visible,Moon phase details at 24 October 2003,"370,315.03 km"
0.67% Visible,Moon phase details at 25 October 2003,"366,961.51 km"
0.17% Visible,Moon phase details at 26 October 2003,"364,616.93 km"
2.68% Visible,Moon phase details at 27 October 2003,"363,431.16 km"
8.03% Visible,Moon phase details at 28 October 2003,"363,474.83 km"
15.76% Visible,Moon phase details at 29 October 2003,"364,734.80 km"
25.22% Visible,Moon phase details at 30 October 2003,"367,117.21 km"
35.72% Visible,Moon phase details at 31 October 2003,"370,457.68 km"
46.62% Visible,Moon phase details at 1 November 2003,"374,537.03 km"
57.35% Visible,Moon phase details at 2 November 2003,"379,101.08 km"
67.47% Visible,Moon phase details at 3 November 2003,"383,882.09 km"
76.62% Visible,Moon phase details at 4 November 2003,"388,619.08 km"
84.51% Visible,Moon phase details at 5 November 2003,"393,074.73 km"
90.92% Visible,Moon phase details at 6 November 2003,"397,046.75 km"
95.7% Visible,Moon phase details at 7 November 2003,"400,373.25 km"
98.74% Visible,Moon phase details at 8 November 2003,"402,932.74 km"
99.97% Visible,Moon phase details at 9 November 2003,"404,640.43 km"
99.4% Visible,Moon phase details at 10 November 2003,"405,443.05 km"
97.05% Visible,Moon phase details at 11 November 2003,"405,314.40 km"
93.03% Visible,Moon phase details at 12 November 2003,"404,253.32 km"
87.44% Visible,Moon phase details at 13 November 2003,"402,284.90 km"
80.45% Visible,Moon phase details at 14 November 2003,"399,464.81 km"
72.24% Visible,Moon phase details at 15 November 2003,"395,885.67 km"
63.03% Visible,Moon phase details at 16 November 2003,"391,683.18 km"
53.07% Visible,Moon phase details at 17 November 2003,"387,039.54 km"
42.69% Visible,Moon phase details at 18 November 2003,"382,181.45 km"
32.29% Visible,Moon phase details at 19 November 2003,"377,371.13 km"
22.37% Visible,Moon phase details at 20 November 2003,"372,890.06 km"
13.54% Visible,Moon phase details at 21 November 2003,"369,017.31 km"
6.47% Visible,Moon phase details at 22 November 2003,"366,005.26 km"
1.8% Visible,Moon phase details at 23 November 2003,"364,056.36 km"
0.01% Visible,Moon phase details at 24 November 2003,"363,304.06 km"
1.3% Visible,Moon phase details at 25 November 2003,"363,800.26 km"
5.54% Visible,Moon phase details at 26 November 2003,"365,510.36 km"
12.27% Visible,Moon phase details at 27 November 2003,"368,316.64 km"
20.87% Visible,Moon phase details at 28 November 2003,"372,029.40 km"
30.66% Visible,Moon phase details at 29 November 2003,"376,404.85 km"
41.03% Visible,Moon phase details at 30 November 2003,"381,167.77 km"
51.45% Visible,Moon phase details at 1 December 2003,"386,035.70 km"
61.5% Visible,Moon phase details at 2 December 2003,"390,741.41 km"
70.85% Visible,Moon phase details at 3 December 2003,"395,050.31 km"
79.24% Visible,Moon phase details at 4 December 2003,"398,770.95 km"
86.43% Visible,Moon phase details at 5 December 2003,"401,758.28 km"
92.25% Visible,Moon phase details at 6 December 2003,"403,911.23 km"
96.52% Visible,Moon phase details at 7 December 2003,"405,166.89 km"
99.14% Visible,Moon phase details at 8 December 2003,"405,494.04 km"
100% Visible,Moon phase details at 9 December 2003,"404,888.28 km"
96.32% Visible,Moon phase details at 11 December 2003,"400,986.73 km"
91.84% Visible,Moon phase details at 12 December 2003,"397,815.31 km"
85.7% Visible,Moon phase details at 13 December 2003,"393,969.06 km"
78.06% Visible,Moon phase details at 14 December 2003,"389,601.01 km"
69.13% Visible,Moon phase details at 15 December 2003,"384,905.09 km"
59.18% Visible,Moon phase details at 16 December 2003,"380,111.98 km"
48.55% Visible,Moon phase details at 17 December 2003,"375,478.96 km"
37.67% Visible,Moon phase details at 18 December 2003,"371,274.06 km"
27.07% Visible,Moon phase details at 19 December 2003,"367,756.18 km"
17.39% Visible,Moon phase details at 20 December 2003,"365,153.62 km"
9.3% Visible,Moon phase details at 21 December 2003,"363,643.78 km"
3.47% Visible,Moon phase details at 22 December 2003,"363,336.35 km"
0.41% Visible,Moon phase details at 23 December 2003,"364,261.96 km"
0.35% Visible,Moon phase details at 24 December 2003,"366,367.56 km"
3.2% Visible,Moon phase details at 25 December 2003,"369,519.34 km"
8.61% Visible,Moon phase details at 26 December 2003,"373,513.59 km"
16.02% Visible,Moon phase details at 27 December 2003,"378,094.52 km"
24.82% Visible,Moon phase details at 28 December 2003,"382,977.48 km"
34.43% Visible,Moon phase details at 29 December 2003,"387,874.01 km"
44.38% Visible,Moon phase details at 30 December 2003,"392,515.05 km"
54.27% Visible,Moon phase details at 31 December 2003,"396,668.66 km"
63.78% Visible,Moon phase details at 1 January 2004,"400,150.21 km"
72.64% Visible,Moon phase details at 2 January 2004,"402,824.79 km"
80.62% Visible,Moon phase details at 3 January 2004,"404,603.87 km"
87.49% Visible,Moon phase details at 4 January 2004,"405,438.90 km"
93.04% Visible,Moon phase details at 5 January 2004,"405,314.75 km"
97.08% Visible,Moon phase details at 6 January 2004,"404,245.37 km"
99.43% Visible,Moon phase details at 7 January 2004,"402,272.39 km"
99.95% Visible,Moon phase details at 8 January 2004,"399,466.88 km"
98.56% Visible,Moon phase details at 9 January 2004,"395,932.66 km"
95.21% Visible,Moon phase details at 10 January 2004,"391,809.63 km"
89.95% Visible,Moon phase details at 11 January 2004,"387,274.93 km"
82.91% Visible,Moon phase details at 12 January 2004,"382,540.14 km"
74.29% Visible,Moon phase details at 13 January 2004,"377,843.78 km"
64.4% Visible,Moon phase details at 14 January 2004,"373,438.92 km"
53.62% Visible,Moon phase details at 15 January 2004,"369,577.17 km"
42.44% Visible,Moon phase details at 16 January 2004,"366,490.75 km"
31.4% Visible,Moon phase details at 17 January 2004,"364,374.54 km"
21.15% Visible,Moon phase details at 18 January 2004,"363,370.11 km"
12.34% Visible,Moon phase details at 19 January 2004,"363,553.06 km"
5.6% Visible,Moon phase details at 20 January 2004,"364,924.85 km"
1.4% Visible,Moon phase details at 21 January 2004,"367,410.14 km"
0% Visible,Moon phase details at 22 January 2004,"370,860.38 km"
1.38% Visible,Moon phase details at 23 January 2004,"375,064.24 km"
5.27% Visible,Moon phase details at 24 January 2004,"379,764.41 km"
18.79% Visible,Moon phase details at 26 January 2004,"389,526.02 km"
27.42% Visible,Moon phase details at 27 January 2004,"394,043.38 km"
36.7% Visible,Moon phase details at 28 January 2004,"398,007.24 km"
46.26% Visible,Moon phase details at 29 January 2004,"401,240.57 km"
55.79% Visible,Moon phase details at 30 January 2004,"403,615.52 km"
65.01% Visible,Moon phase details at 31 January 2004,"405,050.33 km"
73.69% Visible,Moon phase details at 1 February 2004,"405,503.72 km"
81.55% Visible,Moon phase details at 2 February 2004,"404,969.64 km"
88.35% Visible,Moon phase details at 3 February 2004,"403,474.37 km"
93.82% Visible,Moon phase details at 4 February 2004,"401,076.60 km"
97.69% Visible,Moon phase details at 5 February 2004,"397,869.72 km"
99.73% Visible,Moon phase details at 6 February 2004,"393,984.60 km"
99.74% Visible,Moon phase details at 7 February 2004,"389,590.68 km"
97.57% Visible,Moon phase details at 8 February 2004,"384,893.49 km"
93.22% Visible,Moon phase details at 9 February 2004,"380,127.31 km"
86.77% Visible,Moon phase details at 10 February 2004,"375,543.25 km"
78.47% Visible,Moon phase details at 11 February 2004,"371,393.77 km"
68.66% Visible,Moon phase details at 12 February 2004,"367,915.61 km"
57.83% Visible,Moon phase details at 13 February 2004,"365,313.13 km"
46.48% Visible,Moon phase details at 14 February 2004,"363,743.73 km"
35.23% Visible,Moon phase details at 15 February 2004,"363,306.42 km"
24.67% Visible,Moon phase details at 16 February 2004,"364,034.15 km"
15.42% Visible,Moon phase details at 17 February 2004,"365,890.29 km"
8.03% Visible,Moon phase details at 18 February 2004,"368,769.69 km"
2.92% Visible,Moon phase details at 19 February 2004,"372,504.64 km"
0.33% Visible,Moon phase details at 20 February 2004,"376,876.11 km"
0.29% Visible,Moon phase details at 21 February 2004,"381,629.73 km"
2.65% Visible,Moon phase details at 22 February 2004,"386,495.24 km"
7.08% Visible,Moon phase details at 23 February 2004,"391,206.77 km"
13.23% Visible,Moon phase details at 24 February 2004,"395,521.12 km"
20.69% Visible,Moon phase details at 25 February 2004,"399,231.32 km"
29.11% Visible,Moon phase details at 26 February 2004,"402,173.99 km"
38.14% Visible,Moon phase details at 27 February 2004,"404,230.84 km"
47.5% Visible,Moon phase details at 28 February 2004,"405,326.08 km"
56.91% Visible,Moon phase details at 29 February 2004,"405,422.33 km"
66.11% Visible,Moon phase details at 1 March 2004,"404,517.58 km"
74.82% Visible,Moon phase details at 2 March 2004,"402,644.70 km"
82.76% Visible,Moon phase details at 3 March 2004,"399,873.59 km"
89.6% Visible,Moon phase details at 4 March 2004,"396,314.81 km"
94.98% Visible,Moon phase details at 5 March 2004,"392,122.32 km"
98.55% Visible,Moon phase details at 6 March 2004,"387,492.81 km"
99.98% Visible,Moon phase details at 7 March 2004,"382,659.69 km"
99.03% Visible,Moon phase details at 8 March 2004,"377,881.24 km"
95.6% Visible,Moon phase details at 9 March 2004,"373,423.94 km"
89.77% Visible,Moon phase details at 10 March 2004,"369,543.27 km"
81.8% Visible,Moon phase details at 11 March 2004,"366,464.75 km"
72.14% Visible,Moon phase details at 12 March 2004,"364,367.68 km"
61.32% Visible,Moon phase details at 13 March 2004,"363,372.93 km"
49.96% Visible,Moon phase details at 14 March 2004,"363,535.56 km"
38.65% Visible,Moon phase details at 15 March 2004,"364,842.04 km"
27.98% Visible,Moon phase details at 16 March 2004,"367,211.92 km"
18.51% Visible,Moon phase details at 17 March 2004,"370,503.65 km"
10.69% Visible,Moon phase details at 18 March 2004,"374,524.39 km"
4.89% Visible,Moon phase details at 19 March 2004,"379,043.48 km"
1.3% Visible,Moon phase details at 20 March 2004,"383,808.73 km"
0.01% Visible,Moon phase details at 21 March 2004,"388,563.97 km"
0.92% Visible,Moon phase details at 22 March 2004,"393,065.72 km"
3.87% Visible,Moon phase details at 23 March 2004,"397,096.95 km"
8.59% Visible,Moon phase details at 24 March 2004,"400,476.18 km"
14.81% Visible,Moon phase details at 25 March 2004,"403,061.53 km"
22.24% Visible,Moon phase details at 26 March 2004,"404,750.53 km"
30.59% Visible,Moon phase details at 27 March 2004,"405,477.48 km"
39.59% Visible,Moon phase details at 28 March 2004,"405,210.83 km"
48.98% Visible,Moon phase details at 29 March 2004,"403,952.31 km"
58.51% Visible,Moon phase details at 30 March 2004,"401,739.01 km"
67.89% Visible,Moon phase details at 31 March 2004,"398,647.86 km"
76.8% Visible,Moon phase details at 1 April 2004,"394,800.96 km"
84.86% Visible,Moon phase details at 2 April 2004,"390,368.73 km"
91.65% Visible,Moon phase details at 3 April 2004,"385,568.29 km"
